sender,datetime,message
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/15 17:54,images\[00686]2022-05-15 17-54-59
华华(wxid_zbk3k0ujszlp22) ,2022/5/15 17:55,images\[00687]2022-05-15 17-55-19
Xingying(wxid_mx7kedbaclw221) ,2022/5/15 18:20,images\[00688]2022-05-15 18-20-47
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/15 18:24,  @所有人???好消息??好消息??今天开始抗原一天做一次啦！早上5:00-6:30，请各楼组长在早上6:30前上报结果，核酸检测前一定要完成抗原自测！！！抗原二道杠务必及时上报居委，且不得参与核酸普筛！
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/15 18:25,  好的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/15 18:29,"  各位邻居:
  明天就早上做一次抗原
  请大家早上辛苦一下[握手]
  做好抗原，再睡个回笼觉[偷笑]
   
  已经胜利在望了[握手]
  请大家再坚持一下[握手][握手][握手]"
夕军(wxid_18xodpzfqk9n22) ,2022/5/15 18:34,  好的??
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/15 18:35,  [玫瑰]
友谊(wxid_46lwnapv592c22) ,2022/5/15 18:41,  [OK]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/15 21:18,  @所有人?明天继续核酸检测，具体时间等通知哦！
夕军(wxid_18xodpzfqk9n22) ,2022/5/15 21:20,  收到[抱拳]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/15 21:20,  收到
203(wxid_5glc0nycq89h11) ,2022/5/15 21:20,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/15 21:20,"  各位邻居:
  刚刚接到通知，明天继续做核酸[捂脸]
  具体什么时间开始做，另行通知[握手]
  请大家配合[握手]谢谢大家[握手][握手][握手]"
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/15 21:20,  收到
雁雁_Kim(kimyan330) ,2022/5/15 21:22,  好的
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/15 21:24,  晓得了，谢谢
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 4:15,  收到谢谢您。
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/16 5:21,images\[00689]2022-05-16 05-21-14
WEI DG(wxid_9ie0krbntfj422) ,2022/5/16 5:26,images\[00690]2022-05-16 05-26-27
Xingying(wxid_mx7kedbaclw221) ,2022/5/16 5:41,images\[00691]2022-05-16 05-41-22
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 5:41,images\[00692]2022-05-16 05-41-30
304(anyap22f) ,2022/5/16 5:42,images\[00693]2022-05-16 05-42-30
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 5:47,images\[00694]2022-05-16 05-47-47
政通路305弄1号楼组群 ,2022/5/16 5:47,"  ""1号楼401室"" 撤回了一条消息"
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 5:47,  401
陶陶(wxid_993wmwpzf2bd11) ,2022/5/16 5:56,images\[00695]2022-05-16 05-56-42
陶陶(wxid_993wmwpzf2bd11) ,2022/5/16 5:56,  @所有人?
陶陶(wxid_993wmwpzf2bd11) ,2022/5/16 5:57,  以医生到场时间为准
友谊(wxid_46lwnapv592c22) ,2022/5/16 5:58,images\[00696]2022-05-16 05-58-56
华华(wxid_zbk3k0ujszlp22) ,2022/5/16 5:59,images\[00697]2022-05-16 05-59-07
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 6:02,  @所有人?今天早上8点45分（现场以医护时间为准）做核酸；请楼组长统计好昨天的核酸结果，早上的抗原照做，一旦发现二道杠人员请立即上报，此户不参与此次核酸检测??核酸检测时请一定要带好手机（提醒没有手机的邻居带好身份证），核酸楼栋顺序为：305-1、2、3、4、5、6、7、8、9、10、11、17、12、13。没有叫到的楼栋内居民一定要在家耐心等待??不要没有叫到就出来哦~
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 6:03,images\[00698]2022-05-16 06-03-44
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 6:05,images\[00699]2022-05-16 06-05-04
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 6:05,images\[00700]2022-05-16 06-05-49
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 6:06,  知道了谢谢
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 6:10,  知道了谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 6:11,images\[00701]2022-05-16 06-11-40
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 6:20,images\[00702]2022-05-16 06-20-07
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 6:20,images\[00703]2022-05-16 06-20-24
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 6:20,images\[00704]2022-05-16 06-20-33
英姿(wxid_azz5pbps4v3b22) ,2022/5/16 6:21,images\[00705]2022-05-16 06-21-49
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 6:34,images\[00706]2022-05-16 06-34-49
雯雯(wxid_95t9kf4tv1h522) ,2022/5/16 6:44,images\[00707]2022-05-16 06-44-08
华华(wxid_zbk3k0ujszlp22) ,2022/5/16 6:46,images\[00708]2022-05-16 06-46-10
华华(wxid_zbk3k0ujszlp22) ,2022/5/16 6:46,images\[00709]2022-05-16 06-46-11
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 6:48,  [玫瑰]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 6:53,images\[00710]2022-05-16 06-53-03
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 6:53,images\[00711]2022-05-16 06-53-28
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 6:55,  [握手]
Xingying(wxid_mx7kedbaclw221) ,2022/5/16 7:00,images\[00712]2022-05-16 07-00-40
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/16 7:03,images\[00713]2022-05-16 07-03-31
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 7:21,images\[00714]2022-05-16 07-21-18
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 7:21,images\[00715]2022-05-16 07-21-18
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 7:21,images\[00716]2022-05-16 07-21-19
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 7:21,images\[00717]2022-05-16 07-21-26
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 7:22,images\[00718]2022-05-16 07-22-04
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 7:23,images\[00719]2022-05-16 07-23-38
WEI DG(wxid_9ie0krbntfj422) ,2022/5/16 7:24,images\[00720]2022-05-16 07-24-58
政通路305弄1号楼组群 ,2022/5/16 7:45,"  ""友谊"" 撤回了一条消息"
友谊(wxid_46lwnapv592c22) ,2022/5/16 7:46,images\[00721]2022-05-16 07-46-03
友谊(wxid_46lwnapv592c22) ,2022/5/16 7:47,images\[00722]2022-05-16 07-47-39
wxid_hz0g6i0fg9h511 ,2022/5/16 7:52,images\[00723]2022-05-16 07-52-58
wxid_hz0g6i0fg9h511 ,2022/5/16 7:54,images\[00724]2022-05-16 07-54-00
wxid_hz0g6i0fg9h511 ,2022/5/16 7:54,images\[00725]2022-05-16 07-54-37
慧慧(wxid_2nbmnae87y3y22) ,2022/5/16 7:56,images\[00726]2022-05-16 07-56-38
雁雁_Kim(kimyan330) ,2022/5/16 8:01,images\[00727]2022-05-16 08-01-40
英姿(wxid_azz5pbps4v3b22) ,2022/5/16 8:02,images\[00728]2022-05-16 08-02-06
Zedd在的(wxid_wg41ckltfjwv41) ,2022/5/16 8:02,images\[00729]2022-05-16 08-02-24
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/16 8:05,images\[00730]2022-05-16 08-05-56
203(wxid_5glc0nycq89h11) ,2022/5/16 8:26,images\[00731]2022-05-16 08-26-53
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:27,images\[00732]2022-05-16 08-27-59
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:27,images\[00733]2022-05-16 08-27-59
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00734]2022-05-16 08-28-00
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00735]2022-05-16 08-28-00
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00736]2022-05-16 08-28-01
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00737]2022-05-16 08-28-01
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00738]2022-05-16 08-28-02
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00739]2022-05-16 08-28-02
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00740]2022-05-16 08-28-03
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 8:28,images\[00741]2022-05-16 08-28-03
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 8:31,images\[00742]2022-05-16 08-31-31
慧慧(wxid_2nbmnae87y3y22) ,2022/5/16 8:46,images\[00743]2022-05-16 08-46-50
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00744]2022-05-16 09-01-06
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00745]2022-05-16 09-01-06
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00746]2022-05-16 09-01-06
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00747]2022-05-16 09-01-07
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00748]2022-05-16 09-01-07
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00749]2022-05-16 09-01-08
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00750]2022-05-16 09-01-08
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00751]2022-05-16 09-01-08
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 9:01,images\[00752]2022-05-16 09-01-17
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 9:14,[点击播放语音]
政通路305弄1号楼组群 ,2022/5/16 9:18,"  ""雁雁_Kim"" 撤回了一条消息"
雁雁_Kim(kimyan330) ,2022/5/16 9:18,  来了
203(wxid_5glc0nycq89h11) ,2022/5/16 11:43,images\[00753]2022-05-16 11-43-21
雁雁_Kim(kimyan330) ,2022/5/16 11:45,  发错拉
雁雁_Kim(kimyan330) ,2022/5/16 11:50,  @毛头?阿姨我和我老公都在开会，晚点下来拿
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 11:58,  好的
203(wxid_5glc0nycq89h11) ,2022/5/16 12:02,images\[00754]2022-05-16 12-02-27
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 12:08,  @203?水果到了是吗？现在可以下来拿了吗？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 12:18,[点击播放语音]
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 12:18,  来了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 12:26,[点击播放语音]
我 ,2022/5/16 12:26,  阿姨我在上课能不能先放一下。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 12:27,  好的
雁雁_Kim(kimyan330) ,2022/5/16 14:32,  大家来伊份收到的，有缺少的嘛？
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 14:33,  我没收到货
雁雁_Kim(kimyan330) ,2022/5/16 14:34,  你跟团号给我
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 14:36,  99号
wxid_hz0g6i0fg9h511 ,2022/5/16 14:37,  没有 34号
雁雁_Kim(kimyan330) ,2022/5/16 14:37,  好的
雁雁_Kim(kimyan330) ,2022/5/16 14:44,  大家有没有看到楼下两个椰子呀~~
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 14:44,  在102
雁雁_Kim(kimyan330) ,2022/5/16 14:45,  好的~我晚点去拿
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 15:21,  @404 雁雁?来一份我也没收到货
雁雁_Kim(kimyan330) ,2022/5/16 15:21,  跟团号给我
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 15:21,images\[00755]2022-05-16 15-21-41
雁雁_Kim(kimyan330) ,2022/5/16 15:22,  前面已经和来伊份沟通了，他们没发货的 会再送一次
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 15:22,  什么时候可以到
雁雁_Kim(kimyan330) ,2022/5/16 15:22,  他说48小时
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 15:22,  好吧
陶陶(wxid_993wmwpzf2bd11) ,2022/5/16 15:24,  @所有人?那个居民拿错快递的，麻烦退回来哦！谢谢！
陶陶(wxid_993wmwpzf2bd11) ,2022/5/16 15:24,images\[00756]2022-05-16 15-24-55
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 16:33,images\[00757]2022-05-16 16-33-15
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 16:33,  我们今天拿的没错[微笑]
203(wxid_5glc0nycq89h11) ,2022/5/16 16:34,  今天虾、水果、红薯、玉米、面包有售后问题吗？
203(wxid_5glc0nycq89h11) ,2022/5/16 16:35,  今天谢谢101阿姨帮忙称虾监督！??????
203(wxid_5glc0nycq89h11) ,2022/5/16 16:36,  还把死虾都挑出来了～
203(wxid_5glc0nycq89h11) ,2022/5/16 16:36,  
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 16:38,  [转发的网页]
政通路305弄1号楼组群 ,2022/5/16 16:56,"  ""102阿姨"" 撤回了一条消息"
政通路305弄1号楼组群 ,2022/5/16 16:57,"  ""102阿姨"" 撤回了一条消息"
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 17:20,images\[00758]2022-05-16 17-20-06
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 17:20,  这个退款是？@@203?
英姿(wxid_azz5pbps4v3b22) ,2022/5/16 17:20,  @喧暮笙央?小鹿睡着了，等下回你哦
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 17:21,  不会的
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 17:22,  来伊份不是起码50元吗
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 17:23,  你买的是这价钱吗
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 17:23,  不是
wxid_hz0g6i0fg9h511 ,2022/5/16 17:24,  来一份里有部分货品大概没有了吧 我也退了一部分
雁雁_Kim(kimyan330) ,2022/5/16 17:25,  是有产品没货了
雁雁_Kim(kimyan330) ,2022/5/16 17:25,  剩下的 他们会补发
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 17:42,images\[00759]2022-05-16 17-42-20
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 17:51,  阿姨每天早上做一次
雁雁_Kim(kimyan330) ,2022/5/16 17:56,"  
@302?@喧暮笙央?"
雁雁_Kim(kimyan330) ,2022/5/16 17:56,images\[00760]2022-05-16 17-56-45
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 17:57,  好吧
wxid_hz0g6i0fg9h511 ,2022/5/16 17:58,  ??
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 19:53,images\[00761]2022-05-16 19-53-56
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 19:55,images\[00762]2022-05-16 19-55-45
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 19:55,images\[00763]2022-05-16 19-55-55
友谊(wxid_46lwnapv592c22) ,2022/5/16 19:56,images\[00764]2022-05-16 19-56-01
锦绣(wxid_9j67lzrx9f3522) ,2022/5/16 19:56,images\[00765]2022-05-16 19-56-55
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 19:57,images\[00766]2022-05-16 19-57-47
友谊(wxid_46lwnapv592c22) ,2022/5/16 19:58,images\[00767]2022-05-16 19-58-37
304(anyap22f) ,2022/5/16 19:59,  我还是检测中
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 19:59,  没事的
Zedd在的(wxid_wg41ckltfjwv41) ,2022/5/16 19:59,images\[00768]2022-05-16 19-59-28
政通路305弄1号楼组群 ,2022/5/16 20:00,"  ""雯雯"" 撤回了一条消息"
Xingying(wxid_mx7kedbaclw221) ,2022/5/16 20:00,images\[00769]2022-05-16 20-00-19
慧慧(wxid_2nbmnae87y3y22) ,2022/5/16 20:00,images\[00770]2022-05-16 20-00-20
雯雯(wxid_95t9kf4tv1h522) ,2022/5/16 20:01,images\[00771]2022-05-16 20-01-08
WEI DG(wxid_9ie0krbntfj422) ,2022/5/16 20:02,images\[00772]2022-05-16 20-02-32
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/16 20:02,images\[00773]2022-05-16 20-02-55
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/16 20:07,images\[00774]2022-05-16 20-07-08
英姿(wxid_azz5pbps4v3b22) ,2022/5/16 20:07,images\[00775]2022-05-16 20-07-10
203(wxid_5glc0nycq89h11) ,2022/5/16 20:07,images\[00776]2022-05-16 20-07-52
周燕(wxid_6tseuu2cvcg622) ,2022/5/16 20:08,images\[00777]2022-05-16 20-08-09
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/16 20:14,images\[00778]2022-05-16 20-14-08
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00779]2022-05-16 20-15-33
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00780]2022-05-16 20-15-34
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00781]2022-05-16 20-15-34
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00782]2022-05-16 20-15-35
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00783]2022-05-16 20-15-35
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00784]2022-05-16 20-15-36
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00785]2022-05-16 20-15-37
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00786]2022-05-16 20-15-38
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00787]2022-05-16 20-15-38
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/16 20:15,images\[00788]2022-05-16 20-15-38
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 20:16,  [玫瑰]
雁雁_Kim(kimyan330) ,2022/5/16 20:19,images\[00789]2022-05-16 20-19-28
304(anyap22f) ,2022/5/16 20:20,images\[00790]2022-05-16 20-20-29
wxid_hz0g6i0fg9h511 ,2022/5/16 20:21,images\[00791]2022-05-16 20-21-02
wxid_hz0g6i0fg9h511 ,2022/5/16 20:21,images\[00792]2022-05-16 20-21-02
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 20:21,  [玫瑰]
华华(wxid_zbk3k0ujszlp22) ,2022/5/16 20:22,images\[00793]2022-05-16 20-22-30
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 20:23,  @所有人?各位楼组长，明天继续做核酸，时间待定；请大家统计好楼里居民核酸结果以及早上抗原结果，如有异常，请立即上报，谢谢！
华华(wxid_zbk3k0ujszlp22) ,2022/5/16 20:23,images\[00794]2022-05-16 20-23-58
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 20:33,images\[00795]2022-05-16 20-33-39
我 ,2022/5/16 20:33,images\[00796]2022-05-16 20-33-56
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 20:34,images\[00797]2022-05-16 20-34-04
夕军(wxid_18xodpzfqk9n22) ,2022/5/16 20:34,images\[00798]2022-05-16 20-34-13
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 20:46,images\[00799]2022-05-16 20-46-00
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 20:46,images\[00800]2022-05-16 20-46-00
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/16 20:46,images\[00801]2022-05-16 20-46-00
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 20:46,  [玫瑰]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00802]2022-05-16 20-53-27
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00803]2022-05-16 20-53-27
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00804]2022-05-16 20-53-28
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00805]2022-05-16 20-53-28
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00806]2022-05-16 20-53-28
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00807]2022-05-16 20-53-28
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00808]2022-05-16 20-53-29
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 20:53,images\[00809]2022-05-16 20-53-29
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/16 21:33,images\[00810]2022-05-16 21-33-01
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/16 21:40,  [握手]
周燕(wxid_6tseuu2cvcg622) ,2022/5/17 5:46,images\[00811]2022-05-17 05-46-34
304(anyap22f) ,2022/5/17 5:47,images\[00812]2022-05-17 05-47-56
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 5:57,  [玫瑰]
华华(wxid_zbk3k0ujszlp22) ,2022/5/17 6:04,images\[00813]2022-05-17 06-04-24
WEI DG(wxid_9ie0krbntfj422) ,2022/5/17 6:07,images\[00814]2022-05-17 06-07-52
Xingying(wxid_mx7kedbaclw221) ,2022/5/17 6:09,images\[00815]2022-05-17 06-09-24
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 6:10,images\[00816]2022-05-17 06-10-16
夕军(wxid_18xodpzfqk9n22) ,2022/5/17 6:15,images\[00817]2022-05-17 06-15-48
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/17 6:19,images\[00818]2022-05-17 06-19-23
英姿(wxid_azz5pbps4v3b22) ,2022/5/17 6:21,images\[00819]2022-05-17 06-21-16
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/17 6:22,images\[00820]2022-05-17 06-22-10
友谊(wxid_46lwnapv592c22) ,2022/5/17 6:22,images\[00821]2022-05-17 06-22-35
政通路305弄1号楼组群 ,2022/5/17 6:25,"  ""1号楼401室"" 撤回了一条消息"
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/17 6:25,  401
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/17 6:25,images\[00822]2022-05-17 06-25-54
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 6:26,  [握手]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 6:49,  @所有人?各位楼组长，今天8:45做核酸，要求与前两天一样，先做抗原并检查前一天核酸报告，抗原二道杠，核酸结果待上传或检测中，都坚决不可以出来做！
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/17 6:49,  晓得了
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/17 7:01,images\[00823]2022-05-17 07-01-00
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 7:01,  [玫瑰]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 9:24,[点击播放语音]
雁雁_Kim(kimyan330) ,2022/5/17 11:06,  大家有人要吃蛋糕吗？
雁雁_Kim(kimyan330) ,2022/5/17 11:06,images\[00824]2022-05-17 11-06-55
雁雁_Kim(kimyan330) ,2022/5/17 11:06,  [呲牙]
203(wxid_5glc0nycq89h11) ,2022/5/17 12:00,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/17 12:01,"  ??团购预告??

团购内容：7分甜
团购金额：具体看链接
团购时间：5月17日12:00-14:00
配送时间：预计5月19-20日

??注意：

饮品默认冰饮/大杯/7分甜，非质量及运输破损无售后，如破损或撒漏，需拍照进行售后，特殊时期部分饮料杯正在调货，所以使用了其他规格的杯子，数量有限，先到先得～

奶茶类为不定期团购，大家按需理性购买！"
203(wxid_5glc0nycq89h11) ,2022/5/17 12:03,  奶茶来了～～数量有限！！
我 ,2022/5/17 12:04,  冲了！
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 12:04,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/17 12:09,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/17 13:29,"  ??团购预告??

团购内容：红宝石套餐
团购金额：具体看图
起送份数：100份
团购时间：5月17日13:30-17:00
配送时间：预计5月20日

??注意：

面包约7天左右团购一次，蛋糕为不定期团购，大家按需理性购买！"
203(wxid_5glc0nycq89h11) ,2022/5/17 13:29,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 13:46,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 15:08,[点击播放语音]
友谊(wxid_46lwnapv592c22) ,2022/5/17 15:09,  来了
WEI DG(wxid_9ie0krbntfj422) ,2022/5/17 16:56,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 17:35,images\[00825]2022-05-17 17-35-56
夕军(wxid_18xodpzfqk9n22) ,2022/5/17 17:40,  越来越少了[强]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 17:40,  是的
203(wxid_5glc0nycq89h11) ,2022/5/17 18:16,  沼津港大约还有半小时到小区，大家没烧晚饭的别烧了，烧了晚饭的少吃点～
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/17 18:16,  知道了，团长[握手]
周燕(wxid_6tseuu2cvcg622) ,2022/5/18 5:35,images\[00826]2022-05-18 05-35-17
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/18 5:36,images\[00827]2022-05-18 05-36-43
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/18 5:37,  [玫瑰]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/18 5:37,images\[00828]2022-05-18 05-37-43
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/18 5:40,images\[00829]2022-05-18 05-40-13
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/18 5:41,images\[00830]2022-05-18 05-41-44
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/18 5:42,images\[00831]2022-05-18 05-42-45
WEI DG(wxid_9ie0krbntfj422) ,2022/5/18 6:04,images\[00832]2022-05-18 06-04-28
WEI DG(wxid_9ie0krbntfj422) ,2022/5/18 6:05,images\[00833]2022-05-18 06-05-04
夕军(wxid_18xodpzfqk9n22) ,2022/5/18 6:16,images\[00834]2022-05-18 06-16-31
夕军(wxid_18xodpzfqk9n22) ,2022/5/18 6:20,images\[00835]2022-05-18 06-20-41
夕军(wxid_18xodpzfqk9n22) ,2022/5/18 6:20,images\[00836]2022-05-18 06-20-59
夕军(wxid_18xodpzfqk9n22) ,2022/5/18 6:21,images\[00837]2022-05-18 06-21-09
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/18 6:33,"  各位邻居:
  今天不做核酸[偷笑]"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/18 6:39,images\[00838]2022-05-18 06-39-03
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/18 6:39,images\[00839]2022-05-18 06-39-15
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/18 6:39,images\[00840]2022-05-18 06-39-49
