"global_date","certain","uncertain","die","recure","certain_inc","uncertain_inc","die_inc","recure_inc","updatetime"
"2021.09.18","228478812","0","4695344","197039905","484397","0","7841","434629","2023-03-15 12:00:00"
"2021.09.19","229067510","0","4702945","197568199","588698","0","7601","528294","2023-03-15 12:00:00"
"2021.09.20","229442738","0","4708383","197956619","375228","0","5438","392765","2023-03-15 12:00:00"
"2021.09.21","229982295","0","4717304","198480904","539557","0","8927","524314","2023-03-15 12:00:00"
"2021.09.22","230442429","0","4725958","199011945","460134","0","8654","531153","2023-03-15 12:00:00"
"2021.09.23","231037690","0","4736174","199472779","595261","0","10216","460834","2023-03-15 12:00:00"
"2021.09.24","231508946","0","4745539","199912947","471256","0","9365","440168","2023-03-15 12:00:00"
"2021.09.25","232050777","0","4754325","200342768","541964","0","8786","429870","2023-03-15 12:00:00"
"2021.09.26","232384630","0","4759865","200679312","333853","0","5540","336544","2023-03-15 12:00:00"
"2021.09.27","232674973","0","4764443","200967749","290382","0","4578","288437","2023-03-15 12:00:00"
"2021.09.28","233236775","0","4773011","201589294","561802","0","8568","621585","2023-03-15 12:00:00"
"2021.09.29","233682221","0","4782503","202050155","445446","0","9492","460862","2023-03-15 12:00:00"
"2021.09.30","234193828","0","4791699","202522844","511607","0","9196","472689","2023-03-15 12:00:00"
"2021.10.01","234691105","0","4800545","202970288","497277","0","8846","447444","2023-03-15 12:00:00"
"2021.10.02","235058204","0","4805981","203249557","367099","0","5436","279270","2023-03-15 12:00:00"
"2021.10.03","235456034","0","4812996","203651276","397830","0","7015","401719","2023-03-15 12:00:00"
"2021.10.04","235736457","0","4817095","203972643","280423","0","4099","321367","2023-03-15 12:00:00"
"2021.10.05","236264536","0","4825845","204622007","528079","0","8750","649364","2023-03-15 12:00:00"
"2021.10.06","236678790","0","4834689","205093957","414254","0","8844","472133","2023-03-15 12:00:00"
"2021.10.07","237209487","0","4844139","205564409","530697","0","9450","470454","2023-03-15 12:00:00"
"2021.10.08","237692066","0","4853217","205935050","482579","0","9078","370641","2023-03-15 12:00:00"
"2021.10.09","238134530","0","4860941","206413764","442464","0","7724","478714","2023-03-15 12:00:00"
"2021.10.10","238475979","0","4865877","206723463","341449","0","4936","309699","2023-03-15 12:00:00"
"2021.10.11","238721320","0","4870362","206999804","245341","0","4485","276341","2023-03-15 12:00:00"
"2021.10.12","239168398","0","4876638","207442259","447078","0","6276","442455","2023-03-15 12:00:00"
"2021.10.13","239625688","0","4885634","207943708","457290","0","8996","501449","2023-03-15 12:00:00"
"2021.10.14","240081636","0","4893035","208334087","457044","0","7401","392687","2023-03-15 12:00:00"
"2021.10.15","240525745","0","4900960","208702977","444109","0","7925","369073","2023-03-15 12:00:00"
"2021.10.16","240926995","0","4908061","209060156","401250","0","7101","357179","2023-03-15 12:00:00"
"2021.10.17","241283224","0","4913131","209333466","356229","0","5070","273310","2023-03-15 12:00:00"
"2021.10.18","241554534","0","4917396","209590534","271310","0","4265","257251","2023-03-15 12:00:00"
"2021.10.19","242056677","0","4924923","210093623","502143","0","7527","503272","2023-03-15 12:00:00"
"2021.10.20","242517435","0","4932963","210478613","460758","0","8040","384990","2023-03-15 12:00:00"
"2021.10.21","242980539","0","4941774","210864566","463104","0","8811","385953","2023-03-15 12:00:00"
"2021.10.22","243448998","0","4949420","211204528","468459","0","7646","339962","2023-03-15 12:00:00"
"2021.10.23","243785430","0","4955923","211516969","336432","0","6503","312441","2023-03-15 12:00:00"
"2021.10.24","244246090","0","4962778","211835195","460660","0","6855","318226","2023-03-15 12:00:00"
"2021.10.25","244563317","0","4967569","212085228","317227","0","4791","250033","2023-03-15 12:00:00"
"2021.10.26","245004753","0","4975074","212576297","441436","0","7505","491071","2023-03-15 12:00:00"
"2021.10.27","245461746","0","4983931","212957464","456993","0","8857","381167","2023-03-15 12:00:00"
"2021.10.28","245943786","0","4992749","213333405","482040","0","8818","375941","2023-03-15 12:00:00"
"2021.10.29","246338933","0","4999954","213664284","395147","0","7205","330879","2023-03-15 12:00:00"
"2021.10.30","246919748","0","5008674","214018016","580815","0","8720","353732","2023-03-15 12:00:00"
"2021.10.31","247245859","0","5013828","214274142","326111","0","5154","256126","2023-03-15 12:00:00"
"2021.11.01","247517215","0","5018047","214493757","271356","0","4219","219615","2023-03-15 12:00:00"
"2021.11.02","248013591","0","5025061","214896043","496376","0","7014","425247","2023-03-15 12:00:00"
"2021.11.03","248451776","0","5032996","215318925","438185","0","7935","422882","2023-03-15 12:00:00"
"2021.11.04","249025114","0","5041724","216074948","573338","0","8728","756023","2023-03-15 12:00:00"
"2021.11.05","249541624","0","5049710","216431483","516510","0","7986","356535","2023-03-15 12:00:00"
"2021.11.06","249843396","0","5054694","216623139","301772","0","4984","191696","2023-03-15 12:00:00"
"2021.11.07","250377691","0","5063313","217033091","534295","0","8619","409952","2023-03-15 12:00:00"
"2021.11.08","250748320","0","5068491","217334492","370629","0","5178","301401","2023-03-15 12:00:00"
"2021.11.09","251242609","0","5075857","217778891","494289","0","7366","444401","2023-03-15 12:00:00"
"2021.11.10","251783422","0","5084887","218204655","540813","0","9030","425764","2023-03-15 12:00:00"
"2021.11.11","252334255","0","5093056","218587323","550833","0","8169","384701","2023-03-15 12:00:00"
"2021.11.12","252834126","0","5100065","218947948","499871","0","7009","360625","2023-03-15 12:00:00"
"2021.11.13","253394069","0","5108955","219353723","559943","0","8891","405775","2023-03-15 12:00:00"
"2021.11.14","253817360","0","5114556","219658289","423291","0","5601","304566","2023-03-15 12:00:00"
"2021.11.15","254172227","0","5119136","219926202","354867","0","4580","267913","2023-03-15 12:00:00"
"2021.11.16","254754126","0","5126887","222381296","581899","0","7751","2455108","2023-03-15 12:00:00"
"2021.11.17","255307643","0","5134911","222785823","553517","0","8026","404527","2023-03-15 12:00:00"
"2021.11.18","255957150","0","5144061","223270192","649507","0","9150","484369","2023-03-15 12:00:00"
"2021.11.19","256544623","0","5152182","223679805","587473","0","8121","409613","2023-03-15 12:00:00"
"2021.11.20","257024870","0","5159197","224042264","480247","0","7015","362276","2023-03-15 12:00:00"
"2021.11.21","257569702","0","5167212","224405419","544832","0","8015","363155","2023-03-15 12:00:00"
"2021.11.22","258008437","0","5172196","224728389","438735","0","4984","322970","2023-03-15 12:00:00"
"2021.11.23","258602554","0","5179676","225227034","594117","0","7540","501383","2023-03-15 12:00:00"
"2021.11.24","259259277","0","5188316","225699485","656723","0","8641","472451","2023-03-15 12:00:00"
"2021.11.25","259953667","0","5197225","226114737","694390","0","8909","415252","2023-03-15 12:00:00"
"2021.11.26","260518331","0","5204084","226489827","564664","0","6859","375090","2023-03-15 12:00:00"
"2021.11.27","261055178","0","5210953","226876585","536847","0","6869","386758","2023-03-15 12:00:00"
"2021.11.28","261508017","0","5211515","227185346","452839","0","5660","308761","2023-03-15 12:00:00"
"2021.11.29","261934042","0","5221357","227518089","507629","0","9842","332743","2023-03-15 12:00:00"
"2021.11.30","262602230","0","5229652","228044557","668188","0","8295","526778","2023-03-15 12:00:00"
"2021.12.01","263249636","0","5238166","228581819","647406","0","8514","537262","2023-03-15 12:00:00"
"2021.12.02","263946482","0","5246715","229071357","696846","0","8549","489538","2023-03-15 12:00:00"
"2021.12.03","264653627","0","5254698","229436198","707195","0","7983","379670","2023-03-15 12:00:00"
"2021.12.04","265364808","0","5262792","229901204","711181","0","8094","465006","2023-03-15 12:00:00"
"2021.12.05","265833717","0","5267692","230258200","468909","0","4900","357045","2023-03-15 12:00:00"
"2021.12.06","266268162","0","5274933","230588194","434445","0","7241","329994","2023-03-15 12:00:00"
"2021.12.07","266899542","0","5282840","231158938","631414","0","7907","570812","2023-03-15 12:00:00"
"2021.12.08","267590498","0","5291782","231622198","690956","0","8942","463452","2023-03-15 12:00:00"
"2021.12.09","268280331","0","5299741","232036363","689833","0","7959","414165","2023-03-15 12:00:00"
"2021.12.10","268959173","0","5307966","232542456","678842","0","8225","506103","2023-03-15 12:00:00"
"2021.12.11","269575522","0","5316232","233010103","616349","0","8266","467647","2023-03-15 12:00:00"
"2021.12.12","269989093","0","5319411","233233072","413571","0","3179","223119","2023-03-15 12:00:00"
"2021.12.13","270566729","0","5326055","233751480","577636","0","6644","518778","2023-03-15 12:00:00"
"2021.12.14","271236177","0","5333066","234283157","669448","0","7011","531860","2023-03-15 12:00:00"
"2021.12.15","271904828","0","5341746","234800593","668651","0","8680","517436","2023-03-15 12:00:00"
"2021.12.16","272615466","0","5349848","235294053","710638","0","8102","493460","2023-03-15 12:00:00"
"2021.12.17","273386101","0","5357426","235808500","770635","0","7578","514447","2023-03-15 12:00:00"
"2021.12.18","274083547","0","5364955","236293677","697446","0","7529","485715","2023-03-15 12:00:00"
"2021.12.19","274627799","0","5369876","236617303","544252","0","4921","323626","2023-03-15 12:00:00"
"2021.12.20","275122954","0","5373895","237011760","495155","0","4019","394457","2023-03-15 12:00:00"
"2021.12.21","275937740","0","5381197","237768469","814797","0","7302","756709","2023-03-15 12:00:00"
"2021.12.22","276716719","0","5389586","238278838","778979","0","8389","510395","2023-03-15 12:00:00"
"2021.12.23","277639969","0","5397693","238841268","923250","0","8107","562430","2023-03-15 12:00:00"
"2021.12.24","278638784","0","5404701","239348739","998815","0","7008","507660","2023-03-15 12:00:00"
"2021.12.25","279452884","0","5412803","239771927","814100","0","8102","423188","2023-03-15 12:00:00"
"2021.12.26","279909849","0","5416131","240112506","456965","0","3328","340579","2023-03-15 12:00:00"
"2021.12.27","280378044","0","5419740","240432620","468195","0","3609","324520","2023-03-15 12:00:00"
"2021.12.28","282023064","0","5426930","241239483","1645020","0","7190","806863","2023-03-15 12:00:00"
"2021.12.29","283348814","0","5435196","241765802","1325750","0","8266","526629","2023-03-15 12:00:00"
"2021.12.30","285066326","0","5442740","242427488","1717512","0","7546","661702","2023-03-15 12:00:00"
"2021.12.31","286999001","0","5449925","242968367","1932675","0","7185","540912","2023-03-15 12:00:00"
"2022.01.01","288585264","0","5456202","243404373","1586263","0","6277","436006","2023-03-15 12:00:00"
"2022.01.02","289762284","0","5459717","243789282","1177020","0","3515","384909","2023-03-15 12:00:00"
"2022.01.03","290823424","0","5463341","244175368","1061146","0","3624","386086","2023-03-15 12:00:00"
"2022.01.04","293201096","0","5469067","244963402","2377672","0","5726","788034","2023-03-15 12:00:00"
"2022.01.05","295665117","0","5477213","245577969","2464021","0","8146","614583","2023-03-15 12:00:00"
"2022.01.06","298479035","0","5485492","246282078","2813918","0","8279","704109","2023-03-15 12:00:00"
"2022.01.07","301059512","0","5492968","246958228","2580477","0","7476","676162","2023-03-15 12:00:00"
"2022.01.08","303981861","0","5500348","247632564","2922349","0","7380","674336","2023-03-15 12:00:00"
"2022.01.09","306221304","0","5504939","248223501","2239443","0","4591","590945","2023-03-15 12:00:00"
"2022.01.10","308106541","0","5508528","248765965","1885237","0","3589","542485","2023-03-15 12:00:00"
"2022.01.11","311433277","0","5516098","249876218","3326736","0","7570","1110253","2023-03-15 12:00:00"
"2022.01.12","314432823","0","5524941","250807107","2999546","0","8843","930889","2023-03-15 12:00:00"
"2022.01.13","317950240","0","5534423","251955689","3517417","0","9482","1148582","2023-03-15 12:00:00"
"2022.01.14","321219887","0","5542204","253086277","3269668","0","7781","1130588","2023-03-15 12:00:00"
"2022.01.15","324589063","0","5550532","254240927","3369176","0","8328","1154702","2023-03-15 12:00:00"
"2022.01.16","327069382","0","5556193","255158756","2480319","0","5661","1361715","2023-03-15 12:00:00"
"2022.01.17","328751401","0","5558790","256168701","1682019","0","2598","1009945","2023-03-15 12:00:00"
"2022.01.18","331961288","0","5566932","257676150","3209887","0","8142","1507449","2023-03-15 12:00:00"
"2022.01.19","335558507","0","5570915","259680457","3668086","0","9204","2004308","2023-03-15 12:00:00"
"2022.01.20","339953442","0","5586928","261470455","4394935","0","16013","2233878","2023-03-15 12:00:00"
"2022.01.21","343676910","0","5596486","263167900","3723468","0","9558","1697445","2023-03-15 12:00:00"
"2022.01.22","347314239","0","5606205","264819932","3637329","0","9719","1652032","2023-03-15 12:00:00"
"2022.01.23","350143703","0","5612342","266472060","2829464","0","6137","1652151","2023-03-15 12:00:00"
"2022.01.24","352443991","0","5617286","267964773","2300288","0","4944","1936593","2023-03-15 12:00:00"
"2022.01.25","356227172","0","5626092","269978063","3783181","0","8806","2013290","2023-03-15 12:00:00"
"2022.01.26","359780255","0","5637285","272215106","3553083","0","11193","2237043","2023-03-15 12:00:00"
"2022.01.27","363721948","0","5648654","274974695","3941693","0","11369","2759589","2023-03-15 12:00:00"
"2022.01.28","367487890","0","5659930","277423325","3765942","0","11276","2448630","2023-03-15 12:00:00"
"2022.01.29","370902957","0","5670851","279567668","3415067","0","10921","2144343","2023-03-15 12:00:00"
"2022.01.30","373454485","0","5678535","281557284","2551528","0","7684","1989616","2023-03-15 12:00:00"
"2022.01.31","375702778","0","5684344","283495486","2277775","0","5812","1938202","2023-03-15 12:00:00"
"2022.02.01","379455662","0","5694969","285804618","3752884","0","10625","2309132","2023-03-15 12:00:00"
"2022.02.02","382679647","0","5709258","288042844","3223985","0","14289","2685683","2023-03-15 12:00:00"
"2022.02.03","385914001","0","5722343","290487285","3234354","0","13085","2444451","2023-03-15 12:00:00"
"2022.02.04","389051796","0","5734552","293337794","3137795","0","12209","2851436","2023-03-15 12:00:00"
"2022.02.05","392002461","0","5747200","295152139","2950665","0","12648","2258225","2023-03-15 12:00:00"
"2022.02.06","394427269","0","5755267","298001174","2424808","0","8067","2849098","2023-03-15 12:00:00"
"2022.02.07","396333793","0","5761485","299824421","1906524","0","6218","1823247","2023-03-15 12:00:00"
"2022.02.08","398784208","0","5772671","303136405","2450415","0","11186","3311984","2023-03-15 12:00:00"
"2022.02.09","401661304","0","5786181","305806056","2877096","0","13510","2669651","2023-03-15 12:00:00"
"2022.02.10","404009240","0","5798787","308391608","2349462","0","13155","2624846","2023-03-15 12:00:00"
"2022.02.11","406903695","0","5812316","311273813","2894455","0","13529","2882205","2023-03-15 12:00:00"
"2022.02.12","409246623","0","5824100","313702902","2342928","0","11784","2429089","2023-03-15 12:00:00"
"2022.02.13","410962436","0","5831686","315189751","1715813","0","7586","1486861","2023-03-15 12:00:00"
"2022.02.14","412474397","0","5837608","317025845","1511961","0","5922","1838094","2023-03-15 12:00:00"
"2022.02.15","414343525","0","5848654","320168426","1869128","0","11046","3146974","2023-03-15 12:00:00"
"2022.02.16","416340590","0","5860706","322926378","1997065","0","12052","2757952","2023-03-15 12:00:00"
"2022.02.17","418596838","0","5873193","325660214","2261330","0","12487","2733836","2023-03-15 12:00:00"
"2022.02.18","420566923","0","5885126","328395036","1970085","0","11933","2734822","2023-03-15 12:00:00"
"2022.02.19","422310578","0","5896109","330462389","1743655","0","10983","2067672","2023-03-15 12:00:00"
"2022.02.20","423423825","0","5901898","331782830","1113247","0","5789","1320441","2023-03-15 12:00:00"
"2022.02.21","424983404","0","5903502","334204526","1662845","0","7472","2455196","2023-03-15 12:00:00"
"2022.02.22","426638259","0","5913479","337071644","1654855","0","13909","2867301","2023-03-15 12:00:00"
"2022.02.23","428410800","0","5929164","339506320","1772541","0","15742","2436386","2023-03-15 12:00:00"
"2022.02.24","430342165","0","5940523","341987909","1931365","0","11359","2519665","2023-03-15 12:00:00"
"2022.02.25","431897982","0","5950597","344197137","1555817","0","10074","2209452","2023-03-15 12:00:00"
"2022.02.26","433341492","0","5959720","346110385","1443510","0","9123","1913248","2023-03-15 12:00:00"
"2022.02.27","434580304","0","5965827","347897336","1238812","0","6107","1788936","2023-03-15 12:00:00"
"2022.02.28","435644583","0","5970349","349455978","1064296","0","4522","1558718","2023-03-15 12:00:00"
"2022.03.01","436850225","0","5977690","351375763","1205642","0","7341","1919785","2023-03-15 12:00:00"
"2022.03.02","438808282","0","5986790","353872474","1958057","0","9103","2496711","2023-03-15 12:00:00"
"2022.03.03","440422361","0","5995041","355849969","1614079","0","8251","1977508","2023-03-15 12:00:00"
"2022.03.04","442041785","0","6003540","357767829","1619424","0","8499","1917860","2023-03-15 12:00:00"
"2022.03.05","443647557","0","6011456","359257272","1605772","0","7916","1489447","2023-03-15 12:00:00"
"2022.03.06","444749910","0","6014712","360259889","1102353","0","3256","1002617","2023-03-15 12:00:00"
"2022.03.07","446346041","0","6020710","362203155","1596131","0","5998","1943266","2023-03-15 12:00:00"
"2022.03.08","447723252","0","6028268","364177740","1377211","0","7558","1974585","2023-03-15 12:00:00"
"2022.03.09","449284689","0","6036302","365782981","1649594","0","8034","1605241","2023-03-15 12:00:00"
"2022.03.10","451389908","0","6043760","368058236","2105219","0","12798","2277412","2023-03-15 12:00:00"
"2022.03.11","453190266","0","6051335","369667544","1888565","0","7575","1609308","2023-03-15 12:00:00"
"2022.03.12","454919657","0","6057158","370936037","1729391","0","11541","1271388","2023-03-15 12:00:00"
"2022.03.13","456404952","0","6061293","372081964","1485295","0","4135","1146129","2023-03-15 12:00:00"
"2022.03.14","457720780","0","6064286","373452869","1315828","0","2993","1370905","2023-03-15 12:00:00"
"2022.03.15","459526596","0","6065726","375020442","1805816","0","4213","1567771","2023-03-15 12:00:00"
"2022.03.16","461242468","0","6071836","376581737","1715872","0","6110","1561295","2023-03-15 12:00:00"
"2022.03.17","463430729","0","6078610","378042560","2249074","0","7358","1463049","2023-03-15 12:00:00"
"2022.03.18","465388087","0","6085212","379467648","1957358","0","6602","1425108","2023-03-15 12:00:00"
"2022.03.19","466927437","0","6083884","380384854","1627818","0","4018","917206","2023-03-15 12:00:00"
"2022.03.20","468829759","0","6094142","381710368","1902322","0","10258","1325514","2023-03-15 12:00:00"
"2022.03.21","469997756","0","6097099","388592818","1167997","0","2957","6882450","2023-03-15 12:00:00"
"2022.03.22","471176039","0","6094995","389611229","1266808","0","3242","1018411","2023-03-15 12:00:00"
"2022.03.23","473425122","0","6117868","391347396","2249083","0","22873","1736167","2023-03-15 12:00:00"
"2022.03.24","475220598","0","6123793","392734612","1795476","0","5925","1387216","2023-03-15 12:00:00"
"2022.03.25","476217382","0","6126841","393382402","996784","0","3048","647790","2023-03-15 12:00:00"
"2022.03.26","478523154","0","6136905","394796395","2305772","0","10064","1413993","2023-03-15 12:00:00"
"2022.03.27","479966830","0","6140528","396484041","1443676","0","3623","1687646","2023-03-15 12:00:00"
"2022.03.28","480665686","0","6136748","397544188","828410","0","2170","1060147","2023-03-15 12:00:00"
"2022.03.29","482287098","0","6145162","398509490","1621412","0","8414","965473","2023-03-15 12:00:00"
"2022.03.30","484057138","0","6145057","401752390","1976304","0","5810","3245454","2023-03-15 12:00:00"
"2022.03.31","485740755","0","6156731","402929310","1683617","0","11674","1176920","2023-03-15 12:00:00"
"2022.04.01","487418975","0","6161235","404229557","1678220","0","4504","1300247","2023-03-15 12:00:00"
"2022.04.02","488270422","0","6158498","405194587","1095021","0","3225","965063","2023-03-15 12:00:00"
"2022.04.03","489577389","0","6167692","406323553","1306967","0","9194","1128966","2023-03-15 12:00:00"
"2022.04.04","490056708","0","6163559","407146115","567977","0","1219","822562","2023-03-15 12:00:00"
"2022.04.05","491319877","0","6167263","408726667","1263169","0","3704","1580552","2023-03-15 12:00:00"
"2022.04.06","492682670","0","6176748","410005743","1362793","0","9485","1281862","2023-03-15 12:00:00"
"2022.04.07","493890725","0","6184766","411381058","1208055","0","8018","1375315","2023-03-15 12:00:00"
"2022.04.08","495274360","0","6188744","412410997","1383635","0","3978","1030044","2023-03-15 12:00:00"
"2022.04.09","496305460","0","6192036","413370057","1031100","0","3719","959080","2023-03-15 12:00:00"
"2022.04.10","497066773","0","6194389","423447751","761313","0","2353","10077694","2023-03-15 12:00:00"
"2022.04.11","497511956","0","6190441","428405701","533923","0","1405","4957950","2023-03-15 12:00:00"
"2022.04.12","498399730","0","6197872","429254505","887774","0","7431","848804","2023-03-15 12:00:00"
"2022.04.13","499734613","0","6202159","430878222","1334883","0","4287","1623799","2023-03-15 12:00:00"
"2022.04.14","500494972","0","6205844","431705542","760359","0","3685","827320","2023-03-15 12:00:00"
"2022.04.15","501398000","0","6209296","432720788","903028","0","3452","1015246","2023-03-15 12:00:00"
"2022.04.16","502217212","0","6212495","433627856","819212","0","3199","907154","2023-03-15 12:00:00"
"2022.04.17","502327014","0","6207360","434363159","546964","0","1460","735303","2023-03-15 12:00:00"
"2022.04.18","503143362","0","6215153","435052304","816348","0","7793","689157","2023-03-15 12:00:00"
"2022.04.19","503682708","0","6216892","436099820","539346","0","1739","1047516","2023-03-15 12:00:00"
"2022.04.20","504451421","0","6220288","437171693","768713","0","3396","1071873","2023-03-15 12:00:00"
"2022.04.21","505399776","0","6224425","438253689","948355","0","4137","1081996","2023-03-15 12:00:00"
"2022.04.22","505868077","0","6222062","439029805","882528","0","3645","776301","2023-03-15 12:00:00"
"2022.04.23","507009305","0","6231462","439724793","1141228","0","9400","735471","2023-03-15 12:00:00"
"2022.04.24","507528799","0","6233910","440271175","519494","0","2448","586711","2023-03-15 12:00:00"
"2022.04.25","507464769","0","6228352","440891343","373283","0","1033","620168","2023-03-15 12:00:00"
"2022.04.26","508503301","0","6237527","441761349","1038532","0","9175","870006","2023-03-15 12:00:00"
"2022.04.27","509147831","0","6240143","442351109","644530","0","2616","589783","2023-03-15 12:00:00"
"2022.04.28","509820976","0","6243940","443429616","673145","0","3797","1078518","2023-03-15 12:00:00"
"2022.04.29","510491752","0","6246849","444213874","670776","0","2917","784258","2023-03-15 12:00:00"
"2022.04.30","511164338","0","6250678","444964142","672586","0","3829","750142","2023-03-15 12:00:00"
"2022.05.01","511553061","0","6251993","445462667","388723","0","1319","506827","2023-03-15 12:00:00"
"2022.05.02","511829081","0","6253047","445927882","276020","0","1054","465215","2023-03-15 12:00:00"
"2022.05.03","512281975","0","6254655","446767726","452894","0","1608","839844","2023-03-15 12:00:00"
"2022.05.04","512845915","0","6257012","447387759","563940","0","2357","620033","2023-03-15 12:00:00"
"2022.05.05","513496460","0","6255765","448051765","739524","0","4106","668414","2023-03-15 12:00:00"
"2022.05.06","513971494","0","6258095","448600802","475034","0","2330","549038","2023-03-15 12:00:00"
"2022.05.07","514588665","0","6260528","449104809","617171","0","2433","504008","2023-03-15 12:00:00"
"2022.05.08","514907266","0","6261445","449490353","318601","0","917","385610","2023-03-15 12:00:00"
"2022.05.09","515112695","0","6261859","449769528","205429","0","414","279175","2023-03-15 12:00:00"
"2022.05.10","515601039","0","6263733","450382561","488344","0","1874","613033","2023-03-15 12:00:00"
"2022.05.11","516317671","0","6278222","451069575","716632","0","14489","687014","2023-03-15 12:00:00"
"2022.05.12","516938979","0","6268698","451740676","621308","0","2163","671101","2023-03-15 12:00:00"
"2022.05.13","517469621","0","6270651","452156625","530642","0","1953","416722","2023-03-15 12:00:00"
"2022.05.14","517978938","0","6272671","452597154","509317","0","2022","440529","2023-03-15 12:00:00"
"2022.05.15","518473443","0","6273733","452474952","494505","0","1062","395507","2023-03-15 12:00:00"
"2022.05.16","518706807","0","6274311","468864712","233364","0","578","16390716","2023-03-15 12:00:00"
"2022.05.17","519133113","0","6275998","469930726","426306","0","1689","1066014","2023-03-15 12:00:00"
"2022.05.18","521646155","0","6290117","470543231","2513042","0","14119","612505","2023-03-15 12:00:00"
"2022.05.19","522258504","0","6292396","471116051","612349","0","2285","572820","2023-03-15 12:00:00"
"2022.05.20","522695594","0","6293953","471623365","437090","0","1557","507322","2023-03-15 12:00:00"
"2022.05.21","523203802","0","6296084","472130650","508208","0","2131","507285","2023-03-15 12:00:00"
"2022.05.22","523485209","0","6296877","472467013","281407","0","793","336365","2023-03-15 12:00:00"
"2022.05.23","523697853","0","6297666","472916649","212644","0","789","449636","2023-03-15 12:00:00"
"2022.05.24","524130378","0","6299066","473430555","432525","0","1400","513906","2023-03-15 12:00:00"
"2022.05.25","522697359","0","6288731","474110211","477609","0","1633","679691","2023-03-15 12:00:00"
"2022.05.26","523232020","0","6291177","474543865","534661","0","2446","433654","2023-03-15 12:00:00"
"2022.05.27","523450465","0","6292040","474746243","406840","0","1495","518270","2023-03-15 12:00:00"
"2022.05.28","523859689","0","6293512","475155158","409224","0","1472","408932","2023-03-15 12:00:00"
"2022.05.29","524279750","0","6294670","475443505","420061","0","1158","288353","2023-03-15 12:00:00"
"2022.05.30","524406339","0","6295043","476117146","149416","0","373","673641","2023-03-15 12:00:00"
"2022.05.31","524740741","0","6296108","476592648","334402","0","1065","475534","2023-03-15 12:00:00"
"2022.06.01","525294591","0","6297882","477187218","553850","0","1774","594570","2023-03-15 12:00:00"
"2022.06.02","525628158","0","6299123","476294855","516499","0","1870","407932","2023-03-15 12:00:00"
"2022.06.03","526057623","0","6300644","477398812","429465","0","1521","1103961","2023-03-15 12:00:00"
"2022.06.04","526683849","0","6302620","477755614","626226","0","1976","356802","2023-03-15 12:00:00"
"2022.06.05","526905200","0","6303288","478009290","221351","0","668","287180","2023-03-15 12:00:00"
"2022.06.06","527062197","0","6303688","478313071","156997","0","400","303781","2023-03-15 12:00:00"
"2022.06.07","527500711","0","6304721","478734796","438514","0","1033","421725","2023-03-15 12:00:00"
"2022.06.08","527958278","0","6306401","479221738","457567","0","1680","486942","2023-03-15 12:00:00"
"2022.06.09","529350693","0","6309513","483266663","1471834","0","3129","4044956","2023-03-15 12:00:00"
"2022.06.10","530202702","0","6310665","483628036","852009","0","1152","361380","2023-03-15 12:00:00"
"2022.06.11","530763384","0","6312295","484040337","560682","0","1630","412301","2023-03-15 12:00:00"
"2022.06.12","530983861","0","6312869","485614696","220477","0","574","1574406","2023-03-15 12:00:00"
"2022.06.13","531253589","0","6313363","485977743","269728","0","494","363047","2023-03-15 12:00:00"
"2022.06.14","531619763","0","6314135","486516678","366174","0","772","538935","2023-03-15 12:00:00"
"2022.06.15","532338045","0","6315936","486963307","718282","0","1801","553350","2023-03-15 12:00:00"
"2022.06.16","532944738","0","6318220","487638548","606693","0","2284","675241","2023-03-15 12:00:00"
"2022.06.17","533380978","0","6319187","487902422","436240","0","967","263874","2023-03-15 12:00:00"
"2022.06.18","534018297","0","6320682","488221103","637319","0","1495","510899","2023-03-15 12:00:00"
"2022.06.19","534218379","0","6321192","488530130","200082","0","510","309035","2023-03-15 12:00:00"
"2022.06.20","534418353","0","6321573","489018568","199974","0","381","488438","2023-03-15 12:00:00"
"2022.06.21","535078492","0","6322631","489492590","660139","0","1058","474217","2023-03-15 12:00:00"
"2022.06.22","535899448","0","6324304","490906595","820956","0","1673","1414005","2023-03-15 12:00:00"
"2022.06.23","536519494","0","6325991","491281999","620046","0","1687","375718","2023-03-15 12:00:00"
"2022.06.24","537396932","0","6327960","491712951","877438","0","1969","430952","2023-03-15 12:00:00"
"2022.06.25","538121002","0","6329573","492112248","724070","0","1613","399301","2023-03-15 12:00:00"
"2022.06.26","538420224","0","6330140","492408099","299222","0","567","295903","2023-03-15 12:00:00"
"2022.06.27","538687740","0","6330636","492746038","267516","0","496","337939","2023-03-15 12:00:00"
"2022.06.28","539534497","0","6331928","494314117","846757","0","1292","1568079","2023-03-15 12:00:00"
"2022.06.29","540514640","0","6333663","494970287","980143","0","1735","656170","2023-03-15 12:00:00"
"2022.06.30","541427092","0","6335880","495783548","912452","0","2217","813261","2023-03-15 12:00:00"
"2022.07.01","542209379","0","6337327","496215814","782287","0","1447","433089","2023-03-15 12:00:00"
"2022.07.02","543170138","0","6339388","496691059","960759","0","2061","475245","2023-03-15 12:00:00"
"2022.07.03","543579358","0","6340070","497098609","409220","0","682","407550","2023-03-15 12:00:00"
"2022.07.04","543714068","0","6339910","497500715","227120","0","460","406499","2023-03-15 12:00:00"
"2022.07.05","544685900","0","6341491","498106545","971832","0","1581","605846","2023-03-15 12:00:00"
"2022.07.06","545806019","0","6343447","498827352","1120119","0","1956","720841","2023-03-15 12:00:00"
