School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
4089,51094,Middleton Public School,Medlyn St,Parkes ,2870,6862 1864,middleton-p.school@det.nsw.edu.au,https://middleton-p.schools.nsw.gov.au,6862 5310,172.0,42.0,np,861,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-01-01,Parkes (A),Orange,Orange,Riverina,Rural South and West,Mitchell,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.14775,148.173061,North Western NSW,Central West,2023-08-22
4092,48604,Hannans Road Public School,Hannans Rd,Riverwood ,2210,9153 8170,hannansrd-p.school@det.nsw.edu.au,https://hannansrd-p.schools.nsw.gov.au,9584 1420,102.0,np,78.0,937,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-01-01,Canterbury-Bankstown (A),Oatley,Lakemba,Banks,Metropolitan South,Beverly Hills,Riverwood,9408 8900,"Union St, Riverwood 2210","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.945271,151.057599,South Western Sydney,Sydney - Inner South West,2023-08-22
4095,46143,Mount Ousley Public School,31 McGrath Street,Fairy Meadow,2519,4285 4211,mtousley-p.school@det.nsw.edu.au,https://mtousley-p.schools.nsw.gov.au,4284 3142,175.0,4.0,26.0,1060,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Wollongong (C),Keira,Keira,Cunningham,Regional South,Wollongong,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.398869,150.88825,Southern NSW,Illawarra,2023-08-22
4097,48715,Tuggerawong Public School,Cadonia Rd,Tuggerawong ,2259,4392 1542,tuggerawon-p.school@det.nsw.edu.au,https://tuggerawon-p.schools.nsw.gov.au,4393 1650,210.0,12.0,np,957,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-01-01,Central Coast (C),Wyong,Wyong,Dobell,Regional North,Central Coast,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.279824,151.485605,Hunter/Central Coast,Central Coast,2023-08-22
4100,51101,Forbes North Public School,Thomson Street,Forbes,2871,6852 2187,forbesnth-p.school@det.nsw.edu.au,https://forbesnth-p.schools.nsw.gov.au,6852 1452,236.0,42.0,np,852,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-10-01,Forbes (A),Orange,Orange,Riverina,Rural South and West,Cowra,Orange,02 6392 8400,"Level 1, 60-62 McNamara Lane, Orange 2800","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.369929,148.001032,North Western NSW,Central West,2023-08-22
4101,49915,Murwillumbah East Public School,Charles St,Murwillumbah ,2484,6672 6781,murwillume-p.school@det.nsw.edu.au,https://murwillume-p.schools.nsw.gov.au,6672 5583,208.0,11.0,14.0,956,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-06-01,Tweed (A),Lismore,Lismore,Richmond,Rural North,Wollumbin,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.320856,153.405267,North Coast,Richmond - Tweed,2023-08-22
4103,47749,Telopea Public School,Chestnut Avenue,Telopea,2117,9638 1296,telopea-p.school@det.nsw.edu.au,https://telopea-p.schools.nsw.gov.au,9638 0197,101.0,8.0,59.0,1006,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1956-09-01,Parramatta (C),Epping,Parramatta,Parramatta,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.797032,151.04364,Western Sydney,Sydney - Parramatta,2023-08-22
4106,50171,Nowra Hill Public School,Naval Air Station,Nowra ,2541,4421 5671,nowrahill-p.school@det.nsw.edu.au,https://nowrahill-p.schools.nsw.gov.au,4423 2148,131.0,11.0,6.0,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1867-01-01,Shoalhaven (C),Kiama,Kiama,Gilmore,Regional South,South Coast,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.93542,150.566223,Southern NSW,Southern Highlands and Shoalhaven,2023-08-22
4110,48672,Central Mangrove Public School,1708 Wisemans Ferry Rd,Central Mangrove,2250,4373 1156,centmangro-p.school@det.nsw.edu.au,https://centmangro-p.schools.nsw.gov.au,4373 1051,39.0,np,17.0,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-09-01,Central Coast (C),Gosford,Gosford,Robertson,Regional North,Mooney Mooney,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Inner Regional Australia,-33.295626,151.244425,Hunter/Central Coast,Central Coast,2023-08-22
4111,49924,Tweed Heads South Public School,Heffron St,Tweed Heads South ,2486,07 5524 3408,tweedhdest-p.school@det.nsw.edu.au,https://tweedhdest-p.schools.nsw.gov.au,07 5524 3466,152.0,40.0,15.0,855,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1958-03-01,Tweed (A),Tweed,Tweed,Richmond,Rural North,Tweed Coast,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.195346,153.539048,North Coast,Richmond - Tweed,2023-08-22
4112,50625,Deniliquin South Public School,Sloane St,Deniliquin ,2710,03 5881 2045,deniliqsth-p.school@det.nsw.edu.au,https://deniliqsth-p.schools.nsw.gov.au,03 5881 5079,212.0,15.0,4.0,951,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1956-09-01,Edward River (A),Murray,Murray,Farrer,Rural South and West,Deniliquin,Deniliquin,03 5898 3700,"Harfleur St, Deniliquin 2710","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Inner Regional Australia,-35.537609,144.955826,Southern NSW,Murray,2023-08-22
4116,47832,Blacktown West Public School,Lancaster St,Blacktown ,2148,9622 2285,blacktownw-p.school@det.nsw.edu.au,https://blacktownw-p.schools.nsw.gov.au,9621 7918,421.0,6.0,71.0,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-07-01,Blacktown (C),Blacktown,Blacktown,Chifley,Metropolitan South and West,Bungarribee,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.770441,150.893057,Western Sydney,Sydney - Blacktown,2023-08-22
4117,48716,Warnervale Public School,179-201 Warnervale Rd,Hamlyn Terrace,2259,4392 1358,warnervale-p.school@det.nsw.edu.au,https://warnervale-p.schools.nsw.gov.au,4393 1647,559.0,15.0,15.0,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-09-01,Central Coast (C),Wyong,Wyong,Dobell,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.251778,151.469227,Hunter/Central Coast,Central Coast,2023-08-22
4118,49500,Moree East Public School,Adelaide St,Moree ,2400,6752 1798,moreeeast-p.school@det.nsw.edu.au,https://moreeeast-p.schools.nsw.gov.au,6752 1553,211.0,86.0,np,677,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1959-01-01,Moree Plains (A),Northern Tablelands,Northern Tablelands,Parkes,Connected Communities,Connected Communities Team 3,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.476982,149.840238,North Western NSW,New England and North West,2023-08-22
4121,50021,Albion Park Rail Public School,Gow Avenue,Albion Park Rail,2527,4256 1287,albionpkr-p.school@det.nsw.edu.au,https://albionpkr-p.schools.nsw.gov.au,4257 1912,350.0,24.0,10.0,897,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Shellharbour (C),Kiama,Kiama,Whitlam,Regional South,Lake Illawarra South,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.56755,150.798668,Southern NSW,Illawarra,2023-08-22
4122,48646,Miranda North Public School,162B The Boulevarde,Miranda ,2228,9524 6842,mirandanth-p.school@det.nsw.edu.au,https://mirandanth-p.schools.nsw.gov.au,9540 4814,344.0,2.0,21.0,1058,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-01-01,Sutherland Shire (A),Miranda,Miranda,Cook,Metropolitan South and West,Sutherland,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.031992,151.11273,Sydney,Sydney - Sutherland,2023-08-22
4123,47745,Rydalmere East Public School,Spurway St,Ermington ,2115,9638 2250,rydalmeree-p.school@det.nsw.edu.au,https://rydalmeree-p.schools.nsw.gov.au,9638 0191,130.0,6.0,55.0,1008,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1955-01-01,Parramatta (C),Parramatta,Parramatta,Bennelong,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.817144,151.05818,Western Sydney,Sydney - Parramatta,2023-08-22
4124,48649,Yowie Bay Public School,Wonga Rd,Yowie Bay ,2228,9525 0315,yowiebay-p.school@det.nsw.edu.au,https://yowiebay-p.schools.nsw.gov.au,9540 4795,415.0,np,16.0,1094,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1956-01-01,Sutherland Shire (A),Cronulla,Cronulla,Cook,Metropolitan South and West,Port Hacking,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.048155,151.102761,Sydney,Sydney - Sutherland,2023-08-22
4125,47744,Ermington West Public School,Vignes St,Ermington ,2115,9638 5302,ermingtonw-p.school@det.nsw.edu.au,https://ermingtonw-p.schools.nsw.gov.au,9638 0196,144.0,10.0,73.0,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1955-05-01,Parramatta (C),Parramatta,Parramatta,Bennelong,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan North,Major Cities of Australia,-33.805894,151.058368,Western Sydney,Sydney - Parramatta,2023-08-22
4126,50202,Campbelltown North Public School,Thomas St & Rudd Rd,Campbelltown ,2560,4625 1788,campbelltn-p.school@det.nsw.edu.au,https://campbelltn-p.schools.nsw.gov.au,4627 1278,377.0,7.0,47.0,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-05-01,Campbelltown (C),Campbelltown,Campbelltown,Macarthur,Regional South,Campbelltown,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.061201,150.826589,South Western Sydney,Sydney - Outer South West,2023-08-22
4127,50410,Queanbeyan West Public School,Morton St,Queanbeyan ,2620,6297 2020,queanbeyaw-p.school@det.nsw.edu.au,https://queanbeyaw-p.schools.nsw.gov.au,6299 4284,474.0,12.0,30.0,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-01-01,Queanbeyan-Palerang Regional (A),Monaro,Monaro,Eden-Monaro,Rural South and West,Queanbeyan,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Major Cities of Australia,-35.348418,149.21574,Southern NSW,Capital Region,2023-08-22
4129,46440,Heaton Public School,Janet St,Jesmond ,2299,4952 6022,heaton-p.school@det.nsw.edu.au,https://heaton-p.schools.nsw.gov.au,4952 6718,167.0,13.0,60.0,937,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1909-07-01,Newcastle (C),Wallsend,Wallsend,Newcastle,Regional North,Callaghan,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.899751,151.695069,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4131,50299,Young North Public School,William St,Young ,2594,6382 2579,youngnorth-p.school@det.nsw.edu.au,https://youngnorth-p.schools.nsw.gov.au,6382 3002,312.0,18.0,12.0,910,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1952-01-01,Hilltops (A),Cootamundra,Cootamundra,Riverina,Rural South and West,Temora,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-34.311036,148.305408,Southern NSW,Capital Region,2023-08-22
4132,48963,Arcadia Vale Public School,Glade St,Arcadia Vale,2283,4975 1181,arcadiaval-p.school@det.nsw.edu.au,https://arcadiaval-p.schools.nsw.gov.au,4975 4237,130.0,18.0,6.0,966,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-09-01,Lake Macquarie (C),Lake Macquarie,Lake Macquarie,Hunter,Regional North,Lake Macquarie West,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.060231,151.582044,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4136,49035,Garden Suburb Public School,Prospect Rd,Garden Suburb ,2289,4943 4898,gardensub-p.school@det.nsw.edu.au,https://gardensub-p.schools.nsw.gov.au,4942 1552,215.0,11.0,12.0,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-10-01,Lake Macquarie (C),Charlestown,Charlestown,Shortland,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.947882,151.682275,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4138,50715,Penrith South Public School,172-190 Jamison Rd,Penrith,2750,4721 3160,penrithsth-p.school@det.nsw.edu.au,https://penrithsth-p.schools.nsw.gov.au,4731 1011,468.0,14.0,20.0,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Penrith (C),Penrith,Penrith,Lindsay,Metropolitan South and West,Penrith,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.763901,150.700637,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
4142,48578,Bankstown West Public School,William St,Bankstown,2200,9790 6158,bankstownw-p.school@det.nsw.edu.au,https://bankstownw-p.schools.nsw.gov.au,9796 7782,325.0,2.0,93.0,1000,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1931-05-01,Canterbury-Bankstown (A),Bankstown,Bankstown,Blaxland,Metropolitan South and West,Chipping Norton,Riverwood,9408 8900,"Union St, Riverwood 2210",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.915528,151.019639,South Western Sydney,Sydney - Inner South West,2023-08-22
4144,50489,Turvey Park Public School,31 Halloran Street,Wagga Wagga ,2650,6925 2589,turveypark-p.school@det.nsw.edu.au,https://turveypark-p.schools.nsw.gov.au,6925 1663,353.0,14.0,26.0,921,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1953-01-01,Wagga Wagga (C),Wagga Wagga,Wagga Wagga,Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.129059,147.357531,Southern NSW,Riverina,2023-08-22
4147,47594,Erskineville Public School,Swanson St,Erskineville ,2043,9557 5206,erskinevil-p.school@det.nsw.edu.au,https://erskinevil-p.schools.nsw.gov.au,9550 4593,357.0,3.0,47.0,1132,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-11-01,Sydney (C),Newtown,Heffron,Sydney,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.900881,151.186112,Sydney,Sydney - City and Inner South,2023-08-22
4148,50690,Castlereagh Public School,87-101 Post Office Rd,Castlereagh,2749,4776 1197,castlereag-p.school@det.nsw.edu.au,https://castlereag-p.schools.nsw.gov.au,4776 1535,104.0,10.0,8.0,963,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1858-05-01,Penrith (C),Londonderry,Londonderry,Lindsay,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.667028,150.675968,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
4149,55985,North Haven Public School,670 Ocean Drive,NORTH HAVEN,2443,6559 9261,northhaven-p.school@det.nsw.edu.au,https://northhaven-p.schools.nsw.gov.au,6559 6475,211.0,10.0,6.0,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1957-01-01,Port Macquarie-Hastings (A),Port Macquarie,Port Macquarie,Lyne,Regional North and West,Hastings,Port Macquarie,6586 6900,"Findlay Ave, Port Macquarie 2444",Mid North Coast & Northern NSW,Mid North Coast,Manning,Inner Regional Australia,-31.633807,152.819763,North Coast,Mid North Coast,2023-08-22
4151,48621,Tower Street Public School,74 Tower St,Panania ,2213,9773 6017,towerst-p.school@det.nsw.edu.au,https://towerst-p.schools.nsw.gov.au,9792 3905,164.0,6.0,57.0,993,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Canterbury-Bankstown (A),East Hills,East Hills,Banks,Metropolitan South and West,Bankstown,Riverwood,9408 8900,"Union St, Riverwood 2210",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.956383,151.007373,South Western Sydney,Sydney - Inner South West,2023-08-22
4155,49010,Edgeworth Heights Public School,Ridley St,Edgeworth,2285,4958 1180,edgeworthh-p.school@det.nsw.edu.au,https://edgeworthh-p.schools.nsw.gov.au,,358.0,16.0,5.0,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-01-01,Lake Macquarie (C),Cessnock,Cessnock,Hunter,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.924431,151.609209,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4157,47750,Yates Avenue Public School,Yates Ave,Dundas Valley,2117,9874 6302,yatesave-p.school@det.nsw.edu.au,https://yatesave-p.schools.nsw.gov.au,9804 6260,128.0,np,57.0,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1958-01-01,Parramatta (C),Epping,Parramatta,Parramatta,Metropolitan North,Carlingford,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.795608,151.058398,Western Sydney,Sydney - Parramatta,2023-08-22
4160,47771,Kent Road Public School,126 Kent Rd,Marsfield,2122,9878 2884,kentroad-p.school@det.nsw.edu.au,https://kentroad-p.schools.nsw.gov.au,,889.0,1.0,85.0,1144,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Ryde (C),Ryde,Ryde,Bennelong,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.787415,151.108936,Northern Sydney,Sydney - Ryde,2023-08-22
4161,48538,Liverpool West Public School,79-81 Hoxton Park Rd,Liverpool ,2170,9602 8062,liverpoolw-p.school@det.nsw.edu.au,https://liverpoolw-p.schools.nsw.gov.au,9822 5093,612.0,4.0,87.0,908,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1958-01-01,Liverpool (C),Liverpool,Liverpool,Fowler,Metropolitan South and West,Liverpool,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.927101,150.907691,South Western Sydney,Sydney - South West,2023-08-22
4162,47824,Seven Hills West Public School,Lucas Rd & Sackville St,Seven Hills ,2147,9622 2136,sevenhillw-p.school@det.nsw.edu.au,https://sevenhillw-p.schools.nsw.gov.au,9831 6437,313.0,5.0,70.0,996,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1958-01-01,Blacktown (C),Winston Hills,Blacktown,Greenway,Metropolitan South and West,Bungarribee,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.765987,150.921605,Western Sydney,Sydney - Blacktown,2023-08-22
4163,54965,Elermore Vale Public School,Jubilee Rd,Wallsend ,2287,4955 9016,elermoreva-p.school@det.nsw.edu.au,https://elermoreva-p.schools.nsw.gov.au,4950 2195,305.0,11.0,17.0,992,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1957-09-01,Newcastle (C),Wallsend,Wallsend,Newcastle,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.915589,151.666815,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4164,47739,Truscott Street Public School,Truscott St,North Ryde ,2113,9878 1264,truscottst-p.school@det.nsw.edu.au,https://truscottst-p.schools.nsw.gov.au,9878 5794,276.0,0.0,67.0,1130,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-01-01,Ryde (C),Lane Cove,Ryde,Bennelong,Metropolitan North,Ryde,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.794097,151.130918,Northern Sydney,Sydney - Ryde,2023-08-22
4165,47768,Epping North Public School,Boundary Rd,North Epping ,2121,9876 5254,eppingnth-p.school@det.nsw.edu.au,https://eppingnth-p.schools.nsw.gov.au,9868 5745,453.0,np,48.0,1160,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Hornsby (A),Epping,Epping,Bennelong,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.757643,151.095425,Northern Sydney,Sydney - Ryde,2023-08-22
4166,47835,Marayong Public School,Davis Rd,Blacktown ,2148,9622 2394,marayong-p.school@det.nsw.edu.au,https://marayong-p.schools.nsw.gov.au,9831 3795,542.0,7.0,62.0,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1959-01-01,Blacktown (C),Blacktown,Blacktown,Chifley,Metropolitan North,Quakers Hill,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.756609,150.895304,Western Sydney,Sydney - Blacktown,2023-08-22
4168,50447,Lavington East Public School,518 Daly Street,Lavington,2641,6025 1157,lavingtone-p.school@det.nsw.edu.au,https://lavingtone-p.schools.nsw.gov.au,02 6040 2332,284.0,12.0,25.0,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Albury (C),Albury,Albury,Farrer,Rural South and West,Albury,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-36.039323,146.948942,Southern NSW,Murray,2023-08-22
4173,50483,Kooringal Public School,Lake Albert Rd,Wagga Wagga ,2650,6922 6443,kooringal-p.school@det.nsw.edu.au,https://kooringal-p.schools.nsw.gov.au,6926 2034,434.0,17.0,11.0,958,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Wagga Wagga (C),Wagga Wagga,Wagga Wagga,Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.148828,147.373239,Southern NSW,Riverina,2023-08-22
4177,49776,Albert Park Public School,344 Keen Street,East Lismore ,2480,6621 3259,albertpk-p.school@det.nsw.edu.au,https://albertpk-p.schools.nsw.gov.au,6622 0560,92.0,29.0,9.0,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1942-01-01,Lismore (C),Lismore,Lismore,Page,Rural North,Lismore,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.821563,153.272498,North Coast,Richmond - Tweed,2023-08-22
