,博主名称,博主主页,关注数,粉丝数,博文链接,发布内容,Unnamed: 6,图片数量,是否存在图片,是否存在视频,发布时间,转发数,评论数,点赞数,confidence,score,sentiment
265,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1MlR4OkO?rl=0#cmtfrm,#身边暖警# 【不能做了好事还扣钱！快递员救人后配送超时民警开暖心证明 】近日，宁波绕城高速上，一辆大货车发生事故，驾驶员被困车内，过路的快递车司机高永建及时出手相助并帮助指挥交通。高速交警得知这一情况后，为高永建向公司开出情况说明，并建议公司对高永建进行奖励。 宁波公安的微博视频,信息类,,,有,05月22日 16:57,155.0,2.0,4.0,0.387753,0.724489,2
266,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1N8WAsyy?uid=2493592183&rl=0#cmtfrm,#身边暖警# 【不能做了好事还扣钱！快递员救人后配送超时民警开暖心证明 】近日，宁波绕城高速上，一辆大货车发生事故，驾驶员被困车内，过路的快递车司机高永建及时出手相助并帮助指挥交通。高速交警得知这一情况后，为高永建向公司开出情况说明，并建议公司对高永建进行奖励。 宁波公安的微博视频,信息类,,,有,05月22日 18:58,1.0,2.0,1.0,0.387753,0.724489,2
267,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1N0Z7h5c?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【关爱未成年人成长】在《未成年人保护法》 修订两周年之际，长宁公安分局天山路派出所会同多部门共同举行普法宣传主题活动。期间，民警通过趣味竞赛、普法宣讲等方式积极向参与群众普及 《未成年人保护法》相关知识，为小朋友的健康成长添上一份关爱与保障。@警民直通车_长宁,信息类,4.0,有,,05月22日 18:39,,1.0,1.0,0.971742,0.987284,2
268,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1MLyBFFr?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【他为啥发飙？】你清醒点吧！自己酒驾还怪别人。经检测，该司机体内酒精含量为27mg/100ml，属于饮酒驾驶。警民直通车-徐汇站的微博视频,信息类,,,有,05月22日 18:01,,1.0,1.0,0.998349,0.000743117,0
269,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1Myamgjk?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【白车：你不要过来啊！ 】一辆小货车因驾驶员的操作失误导致出现“U型漂移”，在过弯时撞上了一旁停放的小轿车。佘北派出所民警很快到场处置完这起面包车全责的交通事故。在这里小编要提醒各位驾驶员，上海即将进入雨季，雨天路滑驾车需格外小心，避免出现“水滑”现象。警民直通车-松江的微博视频,信息类,,,有,05月22日 17:28,,1.0,4.0,0.968519,0.0141665,0
270,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1Mo1cQB3?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【蹒跚老人过马路 执勤民警上演暖心一幕】近日，杨浦公安分局大桥派出所民警徐苏苏在路口执勤时发现一位步履蹒跚的老人晃晃悠悠地欲过马路，随即主动上前提供帮助，上演暖心一幕。警民直通车-杨浦的微博视频,信息类,,,有,05月22日 17:03,3.0,2.0,4.0,0.999056,0.999575,2
271,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1MdtjzKF?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 为切实提高人民群众对反有组织犯罪工作的参与度和知晓率，虹口公安分局江湾派出所极通过展示宣传板、发放宣传资料、现场答疑解惑等形式，向群众宣传《反有组织犯罪法》相关法律知识，提升大家的法治意识。@虹口公安分局,信息类,9.0,有,,05月22日 16:37,,1.0,1.0,0.788561,0.0951478,0
272,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1LYR13tt?uid=2493592183&rl=0#cmtfrm,#主题教育# 【大手牵小手 奏响青年文明号！】好奇警用武器装备？憧憬警营文化生活？想和警察蜀黍来一场力量比拼？零距离接触警队“汪星人”？警营开放，青年文明号在这里奏响！警民直通车_普陀的微博视频,信息类,,,有,05月22日 16:01,,1.0,2.0,0.585016,0.813257,2
273,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1LAv3bGV?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【你要的“证章”这里都有？】 有无犯罪记录证明、在职证明、营业执照、学历学位证书、四六级证书......各类证章仅需缴纳“手续费”便可轻松搞定。近日，青浦警方成功破获一起伪造、买卖国家机关印章案，6名犯罪嫌疑人被依法采取刑事强制措施。青浦警坛的微博视频,信息类,,,有,05月22日 15:01,2.0,1.0,1.0,0.562989,0.196655,0
274,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1LjY1GWw?uid=2493592183&rl=0#cmtfrm,#砺剑行动# 【发布会预告】明日上午十点，上海市公安局将召开新闻发布会，通报上海警方严厉打击医保诈骗 守护人民群众“看病钱”的有关情况，敬请关注！,信息类,,有,,05月22日 14:20,1.0,1.0,1.0,0.460512,0.242769,0
275,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1Lcya3ym?uid=2493592183&rl=0#cmtfrm,#主题教育# 【携手共话安全 体验特警小哥哥们的一天】沉浸式体验特警工作，零距离接触特警装备，近日，上海市公安局静安分局特警支队开展警营开放日活动，与市民朋友们“携手共话安全”！ @警民直通车-静安,信息类,6.0,有,,05月22日 14:02,24.0,15.0,26.0,0.966898,0.985104,2
276,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1KOBlkE7?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【将防范宣传 深入每个“角落”】近日，嘉定公安马陆派出所与辖区在建工地、学校开展共建签约仪式，深入开展电信诈骗防范宣讲活动，不断提高市民群众对电信网络诈骗的预防和辨识力，增强了大家识骗、防骗、拒骗意识，为全社会增添“一把安全锁”。@嘉定公安,信息类,9.0,有,,05月22日 13:03,,2.0,2.0,0.96755,0.0146027,0
277,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1Kpr9xsm?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【一个粗心，锅裂了】近日，长宁公安分局仙霞路派出所民警接到居民反映，称闻到一股浓郁焦味，随即赶赴现场。经联系，民警得知系由于屋主外出忘记关火导致，于是在征得同意后立马进屋处置，所幸现场并未造成严重后果。警方在此提示，人离火熄，不留安全隐患！警民直通车_长宁的微博视频,信息类,,,有,05月22日 12:01,,1.0,3.0,0.999551,0.000201929,0
278,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1K1ugqQ4?uid=2493592183&rl=0#cmtfrm,#暖心警事#【都没少！太感谢了！】吴先生夫妇带着孩子乘车时，手忙脚乱之际遗失了背包。奉贤分局青村派出所巡逻民警发现后及时联系到他。见包里的8000现金以及婴幼儿用品都还在，吴先生夫妇十分感谢民警的帮助！警民直通车-奉贤的微博视频,信息类,,,有,05月22日 11:02,141.0,37.0,139.0,0.998695,0.999413,2
279,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1JCJh53n?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【警惕网络虚假信息类诈骗！】上海金山一男子俞某两年前在网上报名了培训班，缴纳学费后因故放弃了考试。近日，俞某被一陌生人拉进一个群，称可以为其退学费，但要求其下载APP来操作。俞某登录该APP想要进行退款，幸好民警及时找到了他，明确告知其这是网络虚假信息类诈骗，成功避免了损失。金山警务百事通的微博视频,信息类,,,有,05月22日 10:01,17.0,93.0,133.0,0.999493,0.000228165,0
280,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1J1N7OAl?uid=2493592183&rl=0#cmtfrm,#早安# #除隐患 铸平安#【反诈日历】安全账户是骗局，“公检法”不会让你转账！@虹口公安分局,信息类,,有,,05月22日 08:30,1.0,29.0,17.0,0.767931,0.104431,0
281,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1FqreI8v?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安##主题教育#【携手共筑防护网 反诈宣传不停歇】近日，普陀公安分局长寿路派出所联合辖区居委进行防范电信网络诈骗宣传。蜀黍们通过开展反诈小课堂、发放宣传手册等方式，守护好居民的“钱袋子”～警民直通车_普陀的微博视频,信息类,,,有,05月21日 23:19,53.0,3.0,157.0,0.836047,0.0737789,0
282,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1EZScAFF?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【特别的日子 特别的祝福】“5.20”之际，长宁公安分局人口管理办公室民警前往长宁区婚姻登记处开展居住证管理、户籍政策、婚育一件事、一网通办线上办理等业务咨询，为新人送上祝福的同时 ，提供暖心的服务。@警民直通车_长宁,信息类,4.0,有,,05月21日 22:14,,1.0,2.0,0.998366,0.999265,2
283,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1EU4yv7y?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【老人出门不慎摔倒，暖心民警送其回家】“民警同志，我站不起来了”，松江公安分局佘北派出所民警，在接到市民王阿婆的求助后，迅速到场伸出援手。得知老人是因身体不适而摔倒在地，为其做了初步检查确认无碍后，平安将其送回家中。@警民直通车-松江,信息类,4.0,有,,05月21日 22:00,,1.0,2.0,0.97474,0.988633,2
284,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1EHTys2D?uid=2493592183&rl=0#cmtfrm,#除隐患铸平安# 【顺手牵花？】爱花是一种雅趣，养花更是一种修为，但为了赏花把别人的花“偷拿”到自己家欣赏，就要受到法律制裁了......警民直通车-浦东的微博视频,信息类,,,有,05月21日 21:30,1.0,2.0,3.0,0.693097,0.484655,1
285,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1EvIwcQz?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【客车变“宿舍”？】近日，崇明公安分局交警支队民警在陈海公路鼓浪屿路执勤时，查获核载6人的车竟然躺了10个人……警秀崇明的微博视频,信息类,,,有,05月21日 21:00,3.0,5.0,3.0,0.832224,0.0754993,0
286,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1EmN50v4?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【收养的猫狗破坏邻家菜地引发矛盾】好心的高阿姨收留了32只流浪“四脚兽”，无奈调皮的小动物们经常“光顾”邻家顾阿婆的菜地，导致两家经常发生矛盾。得知情况后，民警主动介入，给二人提供了两全之策，最终化解了双方矛盾。@警秀崇明,信息类,4.0,有,,05月21日 20:38,5.0,2.0,6.0,0.153788,0.619205,2
287,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1E7nb4L3?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【反诈宣传进企业】近日，黄浦公安分局外滩治安派出所民警深入辖区开展防范电信网络诈骗宣讲会。外滩辖区内的万国建筑群多为大型企业服务金融公司，民警通过实际案例有针对性地进行反诈宣传，发放宣传单科普新型电信诈骗套路，提高工作人员的防范电信诈骗意识，守好人民群众的“钱袋子”。@警民直通车-黄浦,信息类,9.0,有,,05月21日 20:00,54.0,53.0,101.0,0.995563,0.00199652,0
288,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1DJ0ERf2?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【遵守交通规则 安全文明出行】近日，闵行公安分局交警支队组织警力，在地铁站点、热门商圈周边，对非机动车相关违法行为进行查处，加强交通秩序维护。警方提示：遵守交通规则，安全文明出行。@警民直通车-闵行,信息类,8.0,有,,05月21日 19:00,1.0,1.0,4.0,0.167202,0.625241,2
289,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1DkFgp5X?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【“热心”网友教炒股，哪有这种好事？】近日，金山区亭林镇的市民王女士在网上认识了一好友，不仅“热心”教她炒股，还把账号交给她使用。金山分局亭林派出所民辅警收到预警后，立即上门劝阻，明确告知其这是典型的投资理财类诈骗，所谓的“热心”网友只是为了博取信任，诱导其进行充值。经过两人的接力宣传，最终打消了王女士继续投资的念头。 金山警务百事通的微博视频,信息类,,,有,05月21日 18:00,54.0,49.0,104.0,0.998868,0.00050933,0
290,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1DcxtGz0?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【我车子被人弄坏……诶不是么？】“我电瓶车被别人弄坏了！”奉贤分局齐贤派出所民警接到群众报警，立即帮阿姨仔细检查电瓶车，结果发现车子没坏，坏的只是…… 警民直通车-奉贤的微博视频,信息类,,,有,05月21日 17:40,211.0,52.0,203.0,0.992986,0.00315608,0
291,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CWjgkF5?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 近日，杨浦公安分局五角场派出所民警来到辖区三门路幼儿园，为孩子们带来一场既生动又有趣的交通安全课。用通俗易懂的话语教授孩子们掌握交通安全知识，培养他们树立正确的交通安全意识。警民直通车-杨浦的微博视频,信息类,,,有,05月21日 17:00,207.0,1.0,238.0,0.982551,0.992148,2
292,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1AGCFyjG?rl=0#cmtfrm,【习近平向康复国际百年庆典致贺信】#学习强警# 5月21日，国家主席习近平向康复国际百年庆典致贺信，并在全国助残日之际，向全国广大残疾人及其亲属，向广大残疾人工作者致以亲切问候，向关心支持中国残疾人事业的国际组织和各方人士表示衷心感谢。 习近平向康复国际百年庆典致贺信,信息类,,,,05月21日 11:15,213.0,3.0,5.0,0.996577,0.998459,2
293,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTUDjv9?uid=2493592183&rl=0#cmtfrm,【习近平向康复国际百年庆典致贺信】#学习强警# 5月21日，国家主席习近平向康复国际百年庆典致贺信，并在全国助残日之际，向全国广大残疾人及其亲属，向广大残疾人工作者致以亲切问候，向关心支持中国残疾人事业的国际组织和各方人士表示衷心感谢。 习近平向康复国际百年庆典致贺信,信息类,,,,05月21日 16:54,1.0,,2.0,0.996577,0.998459,2
294,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1Bljoaim?rl=0#cmtfrm,【#湖南43岁民警被嫌疑人刺伤不幸牺牲#】#致敬公安英雄# 5月20日上午8时许，湖南洪江市公安局安江派出所教导员杨碧冰在处置警情过程中，不顾个人安危，挺身而出制止嫌疑人的违法行为，在与其搏斗过程中被嫌疑人持刀刺伤，经紧急送医全力抢救无效，于20日15时许不幸牺牲，年仅43岁。目前，犯罪嫌疑人杨某永因涉嫌故意杀人罪被刑事拘留，案件正在侦办中。公安机关将坚决维护法律权威，严惩违法犯罪行为。 43岁民警在处置警情时被嫌疑人持刀刺伤，不幸牺牲,信息类,,,,05月21日 12:56,172.0,5.0,6.0,0.969081,0.0139137,0
295,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTQhXOq?uid=2493592183&rl=0#cmtfrm,【#湖南43岁民警被嫌疑人刺伤不幸牺牲#】#致敬公安英雄# 5月20日上午8时许，湖南洪江市公安局安江派出所教导员杨碧冰在处置警情过程中，不顾个人安危，挺身而出制止嫌疑人的违法行为，在与其搏斗过程中被嫌疑人持刀刺伤，经紧急送医全力抢救无效，于20日15时许不幸牺牲，年仅43岁。目前，犯罪嫌疑人杨某永因涉嫌故意杀人罪被刑事拘留，案件正在侦办中。公安机关将坚决维护法律权威，严惩违法犯罪行为。 43岁民警在处置警情时被嫌疑人持刀刺伤，不幸牺牲,信息类,,,,05月21日 16:53,,1.0,5.0,0.969081,0.0139137,0
296,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1AGV16dO?rl=0#cmtfrm,#致敬公安英雄#【“工作生活中遇到困难，我第一个想到他” 追记兵团第三师喀什垦区公安局看守所三级警长努尔兰·努尔阿洪】2022年9月14日，新疆生产建设兵团公安局第三师喀什垦区公安局看守所三级警长努尔兰·努尔阿洪在阿克陶县皮拉力乡团结村开展“访民情、惠民生、聚民心”工作时突发疾病，不幸因公牺牲，年仅34岁。近日，努尔兰·努尔阿洪被公安部追授全国公安系统二级英雄模范。 “工作生活中遇到困难，我第一个想到他”,信息类,,,,05月21日 11:16,155.0,2.0,3.0,0.978464,0.990309,2
297,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTLcaHX?uid=2493592183&rl=0#cmtfrm,#致敬公安英雄#【“工作生活中遇到困难，我第一个想到他” 追记兵团第三师喀什垦区公安局看守所三级警长努尔兰·努尔阿洪】2022年9月14日，新疆生产建设兵团公安局第三师喀什垦区公安局看守所三级警长努尔兰·努尔阿洪在阿克陶县皮拉力乡团结村开展“访民情、惠民生、聚民心”工作时突发疾病，不幸因公牺牲，年仅34岁。近日，努尔兰·努尔阿洪被公安部追授全国公安系统二级英雄模范。 “工作生活中遇到困难，我第一个想到他”,信息类,,,,05月21日 16:53,,,2.0,0.978464,0.990309,2
298,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1BlHjbxy?rl=0#cmtfrm,#扎实开展主题教育#【往实里走往深里走往心里走 山东青海宁夏深入开展主题教育】近日，山东、青海、宁夏等地公安机关深入开展学习贯彻习近平新时代中国特色社会主义思想主题教育，推动党员民警将焕发出来的学习、工作热情转化为攻坚克难、干事创业的强大动力，持续推动主题教育往实里走、往深里走、往心里走。#公安机关深入开展主题教育# 往实里走往深里走往心里走 山东青海宁夏深入开展主题教育,信息类,,,,05月21日 12:57,300.0,2.0,3.0,0.999682,0.999857,2
299,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTGfbNc?uid=2493592183&rl=0#cmtfrm,#扎实开展主题教育#【往实里走往深里走往心里走 山东青海宁夏深入开展主题教育】近日，山东、青海、宁夏等地公安机关深入开展学习贯彻习近平新时代中国特色社会主义思想主题教育，推动党员民警将焕发出来的学习、工作热情转化为攻坚克难、干事创业的强大动力，持续推动主题教育往实里走、往深里走、往心里走。#公安机关深入开展主题教育# 往实里走往深里走往心里走 山东青海宁夏深入开展主题教育,信息类,,,,05月21日 16:53,,,1.0,0.999682,0.999857,2
300,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1BlQ6JZJ?rl=0#cmtfrm,【专题节目《我是人民警察》将在央视播出】#警徽荣耀# 为推动公安机关学习贯彻习近平新时代中国特色社会主义思想主题教育深入开展，认真贯彻党的二十大精神和习近平总书记关于新时代公安工作的重要论述，铸牢忠诚警魂，实干担当为民，大力弘扬公安英模精神，展示公安队伍奋进新征程、建功新时代的良好形象，10集专题节目《我是人民警察》将于5月22日至26日每天19时22分，在中央电视台社会与法频道播出，每天播出2集，每集18分钟，敬请关注。 专题节目《我是人民警察》将在央视播出,信息类,,,,05月21日 12:57,,7.0,,0.996234,0.998305,2
301,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTqtRzw?uid=2493592183&rl=0#cmtfrm,【专题节目《我是人民警察》将在央视播出】#警徽荣耀# 为推动公安机关学习贯彻习近平新时代中国特色社会主义思想主题教育深入开展，认真贯彻党的二十大精神和习近平总书记关于新时代公安工作的重要论述，铸牢忠诚警魂，实干担当为民，大力弘扬公安英模精神，展示公安队伍奋进新征程、建功新时代的良好形象，10集专题节目《我是人民警察》将于5月22日至26日每天19时22分，在中央电视台社会与法频道播出，每天播出2集，每集18分钟，敬请关注。 专题节目《我是人民警察》将在央视播出,信息类,,,,05月21日 16:52,,,1.0,0.996234,0.998305,2
302,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1v9TBbLm?rl=0#cmtfrm,【#老人爬出窗外老民警徒手爬楼解救#】#身边暖警# 近日，北京大兴，一居民楼的三层阳台上，一名患有阿尔茨海默症的老人爬上了自家窗外的空调室外机平台。因为老人家属着急外出，又怕老人走丢，所以暂时将其反锁家中。紧急关头，同住一栋楼的老民警程贵根，不顾自身危险，徒手从一层窗外护栏爬上了三层空调外机平台。他一手护住老人，一手托举老人的腿，将老人从窗外成功送入屋里。 北京日报都视频的微博视频,信息类,,,有,05月20日 21:11,151.0,1.0,2.0,0.988055,0.994625,2
303,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTkiKNW?uid=2493592183&rl=0#cmtfrm,【#老人爬出窗外老民警徒手爬楼解救#】#身边暖警# 近日，北京大兴，一居民楼的三层阳台上，一名患有阿尔茨海默症的老人爬上了自家窗外的空调室外机平台。因为老人家属着急外出，又怕老人走丢，所以暂时将其反锁家中。紧急关头，同住一栋楼的老民警程贵根，不顾自身危险，徒手从一层窗外护栏爬上了三层空调外机平台。他一手护住老人，一手托举老人的腿，将老人从窗外成功送入屋里。 北京日报都视频的微博视频,信息类,,,有,05月21日 16:52,,,2.0,0.988055,0.994625,2
304,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1v9TBbLm?rl=0#cmtfrm,【#老人爬出窗外老民警徒手爬楼解救#】#身边暖警# 近日，北京大兴，一居民楼的三层阳台上，一名患有阿尔茨海默症的老人爬上了自家窗外的空调室外机平台。因为老人家属着急外出，又怕老人走丢，所以暂时将其反锁家中。紧急关头，同住一栋楼的老民警程贵根，不顾自身危险，徒手从一层窗外护栏爬上了三层空调外机平台。他一手护住老人，一手托举老人的腿，将老人从窗外成功送入屋里。 北京日报都视频的微博视频,信息类,,,有,05月20日 21:11,151.0,1.0,2.0,0.988055,0.994625,2
305,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTe6wlg?uid=2493592183&rl=0#cmtfrm,【#老人爬出窗外老民警徒手爬楼解救#】#身边暖警# 近日，北京大兴，一居民楼的三层阳台上，一名患有阿尔茨海默症的老人爬上了自家窗外的空调室外机平台。因为老人家属着急外出，又怕老人走丢，所以暂时将其反锁家中。紧急关头，同住一栋楼的老民警程贵根，不顾自身危险，徒手从一层窗外护栏爬上了三层空调外机平台。他一手护住老人，一手托举老人的腿，将老人从窗外成功送入屋里。 北京日报都视频的微博视频,信息类,,,有,05月21日 16:52,,,1.0,0.988055,0.994625,2
306,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1zL19tZr?rl=0#cmtfrm,【#民警暖心照顾嫌疑人7岁女儿#】#身边暖警# 5月14日，温州民警抓捕嫌疑人时，得知对方7岁的女儿只能独自在家无人照顾。便将小姑娘带回所里照顾：“别怕，我们只是问你爸爸一些事情。”民警还开启“奶娃”模式，帮女孩扎头发、陪着看动画片，让女孩放松了下来。点赞暖心执法！ 美丽浙江的微博视频,信息类,,,有,05月21日 08:53,159.0,1.0,5.0,0.99965,0.999842,2
307,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CTaAQJv?uid=2493592183&rl=0#cmtfrm,【#民警暖心照顾嫌疑人7岁女儿#】#身边暖警# 5月14日，温州民警抓捕嫌疑人时，得知对方7岁的女儿只能独自在家无人照顾。便将小姑娘带回所里照顾：“别怕，我们只是问你爸爸一些事情。”民警还开启“奶娃”模式，帮女孩扎头发、陪着看动画片，让女孩放松了下来。点赞暖心执法！ 美丽浙江的微博视频,信息类,,,有,05月21日 16:52,,,1.0,0.99965,0.999842,2
308,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1zqYyrsD?rl=0#cmtfrm,【#你只管加油剩下的交给交警#！】#身边暖警# 5月16日10时许，山东省公安厅交管局五支队沂水大队接到求助，一重症儿童跨市就医途经济青高速请求交警协助。“你只管加油就可以了，剩下的交给高速交警”。11时45分许，在临沂、淄博、济南3地交警的接力下，历城二大队民警最终将群众安全送往省立医院东院区，圆满完成了危重症儿童救助任务。齐鲁晚报的微博视频,信息类,,,有,05月21日 08:04,153.0,1.0,8.0,0.0133934,0.556027,2
309,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CT74l8Q?uid=2493592183&rl=0#cmtfrm,【#你只管加油剩下的交给交警#！】#身边暖警# 5月16日10时许，山东省公安厅交管局五支队沂水大队接到求助，一重症儿童跨市就医途经济青高速请求交警协助。“你只管加油就可以了，剩下的交给高速交警”。11时45分许，在临沂、淄博、济南3地交警的接力下，历城二大队民警最终将群众安全送往省立医院东院区，圆满完成了危重症儿童救助任务。齐鲁晚报的微博视频,信息类,,,有,05月21日 16:52,,,1.0,0.0133937,0.556027,2
310,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1t8hyzDb?rl=0#cmtfrm,#身边暖警#【泪目！#妻子患癌想离婚缉毒警丈夫断然拒绝#】警嫂吴薇（化名）在两年前查出身患癌症，因担心成为丈夫的拖累提出离婚，被丈夫断然拒绝。她曾在日记里写下：“我想我应该离开你……”她的丈夫，云南文山边境管理支队民警赵刚（化名）由于工作特殊，不能常陪妻子身边，但只要有时间就会打电话给妻子鼓励她，并抽出时间陪妻子去化疗。如今，吴薇已获得临床治愈。网友：经历过和病魔斗争的爱情更坚韧，更可贵，愿他们平安！#警嫂在抗癌日记中对丈夫说我应该离开你# 新华社的微博视频,信息类,,,有,05月20日 16:02,149.0,2.0,5.0,0.97757,0.989907,2
311,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1CSZiQUn?uid=2493592183&rl=0#cmtfrm,#身边暖警#【泪目！#妻子患癌想离婚缉毒警丈夫断然拒绝#】警嫂吴薇（化名）在两年前查出身患癌症，因担心成为丈夫的拖累提出离婚，被丈夫断然拒绝。她曾在日记里写下：“我想我应该离开你……”她的丈夫，云南文山边境管理支队民警赵刚（化名）由于工作特殊，不能常陪妻子身边，但只要有时间就会打电话给妻子鼓励她，并抽出时间陪妻子去化疗。如今，吴薇已获得临床治愈。网友：经历过和病魔斗争的爱情更坚韧，更可贵，愿他们平安！#警嫂在抗癌日记中对丈夫说我应该离开你# 新华社的微博视频,信息类,,,有,05月21日 16:51,,,1.0,0.97757,0.989907,2
