id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4818403708371163,M7ILoz7IL,6347293376,敏珠诶,就要喊姐！今天疯狂喊姐@李紫婷MiMi嘿嘿！好巧今天是第998天了，如果早点收到通知其实会在第999天在节目录制现场看舞台了今年是不是真的没有机会看演出了疫情给我滚出中国L敏珠诶的微博视频,,,李紫婷MiMi,,11,44,86,2022-09-27 20:07,iPhone客户端,,"http://f.video.weibocdn.com/o0/tHicNvAilx07ZxTqoiww01041200Sx8C0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241842&ssig=CjKM%2F9DAV6&KID=unistore,video",
4818412343662226,M7IZkfmIa,2209943702,阿甘家的珍妮-,烂疫情国庆回不了家了,,,,,5,17,122,2022-09-27 20:41,iPhone 13 Pro Max,['https://wx3.sinaimg.cn/large/83b91096gy1h6lg4eq9fjj23301tsqv5.jpg'],,
4818443927294710,M7JOguBGC,3406899294,JOY就是乔伊姐姐,如图，Get到一个很有意思的购物观点～我今年买东西秉持的观点是：要买就买立刻能用上的东西，用不上的再便宜也不买。不管是宝宝的东西还是自己的东西，都践行这个原则（疫情原因吃的除外）。也是吃过一些亏才得出的教训。之前购物节凑满减啥的买了一些东西，最后没用上，看着就很浪费，有的放久了都不记得自己买过了……甚至出现重复购买，这笔钱远比省的钱多。现在物流很快，有的快的当天或者第二天就能收到，所以没必要去囤，家里空间也有限。而且你们有没有发现，现在购物活动是越来越多了，隔一段时间就有，完全不用担心会错过的。,,,,,7,13,48,2022-09-27 22:46,iPhone X,"['https://wx3.sinaimg.cn/large/cb11285egy1h6lizhy04dj21uc11cwnj.jpg', 'https://wx4.sinaimg.cn/large/cb11285egy1h6lizkxfokj21uc11cjzl.jpg', 'https://wx4.sinaimg.cn/large/cb11285egy1h6lizloaazj21uc11cqbi.jpg', 'https://wx1.sinaimg.cn/large/cb11285egy1h6lizgip7tj21uc11cgtv.jpg', 'https://wx4.sinaimg.cn/large/cb11285egy1h6lizmpsn2j21uc11cwg8.jpg', 'https://wx1.sinaimg.cn/large/cb11285egy1h6liznc808j21uc11cgtw.jpg', 'https://wx3.sinaimg.cn/large/cb11285egy1h6lizo0dzyj21uc11c75m.jpg', 'https://wx4.sinaimg.cn/large/cb11285egy1h6lizoxe2fj21uc11cgn9.jpg', 'https://wx2.sinaimg.cn/large/cb11285egy1h6lizpwd9wj21uc11c7d5.jpg']",,
4818405075191226,M7INBlMts,2708476577,港真DE,财政司司长陈茂波出席一个论坛时表示，对外联系是香港的命脉和其中一项重要优势，疫情影响保留人才，但随着本港恢复对外连接，相信人才将会重返香港。他认为，香港仍是人才的理想生活地点，相信当短期困难过去，长期前景仍然良好。#香港旅游##香港旅行#,,,,"香港旅游,香港旅行",3,17,88,2022-09-27 20:12,中国超话,['https://wx4.sinaimg.cn/large/a17012a1gy1h6lf9zbwvbj20qy0sagm4.jpg'],,
4818422229896321,M7JfgFwu5,5273937341,泡菜那些事,🔥🔥韩网1000楼热帖🔥🔥日本重启自由行免签入境韩国赴日机票订单量激增8倍据韩媒报道，日本将从10月11日起放宽因新冠疫情采取的入境限制措施，对短期入境人员重启免签措施，并且允许赴日旅游的海外游客自由行。此前包括韩国在内的90多个国家的游客可免签入境日本，最多可停留90天，但2020年3月日本政府以新冠防疫为由加强入境限制，停止了免签入境制度。消息一经传出，从韩国飞往日本各大城市的机票订单激增8倍，仁川飞大阪的机票订单相比上月同期更是暴涨了1270%。这一现象随即引发了韩国网民的沸腾热议。cr.theqoo,,,,,12,16,207,2022-09-27 21:20,新版微博 weibo.com,"['https://wx2.sinaimg.cn/large/005KUU1vgy1h6lgtpb7lhj30rs0qlqd5.jpg', 'https://wx1.sinaimg.cn/large/005KUU1vgy1h6lgu30345j30sc161jx0.jpg', 'https://wx3.sinaimg.cn/large/005KUU1vgy1h6lh92nh6xj30rs1e0gu2.jpg', 'https://wx3.sinaimg.cn/large/005KUU1vgy1h6lh933yzmj30rs1e07ep.jpg', 'https://wx2.sinaimg.cn/large/005KUU1vgy1h6lh93hqp3j30rs1e0gxm.jpg', 'https://wx1.sinaimg.cn/large/005KUU1vgy1h6lh93vm7zj30rs1e049b.jpg', 'https://wx3.sinaimg.cn/large/005KUU1vgy1h6lh9487ufj30rs1e0n8u.jpg', 'https://wx1.sinaimg.cn/large/005KUU1vgy1h6lh94jy04j30rs1e0wph.jpg', 'https://wx3.sinaimg.cn/large/005KUU1vgy1h6lh9584a6j30rs1e0gw2.jpg']",,
4818406044337493,M7IPaicnz,3223834091,懒羊羊漫游日记,福原爱近况曝光，精神憔悴面部消瘦，她在采访中表示，这两三年自己最困难的时候，感谢中国朋友们给她的鼓励，幸运的是都挺过来了。她希望疫情赶快过去，可以跟大家见面。了解福原爱是从她的纪录片开始的#福原爱#L懒羊羊漫游日记的微博视频,,,,福原爱,4,9,108,2022-09-27 20:16,微博视频号,,"http://f.video.weibocdn.com/o0/EvUkYTdBlx07ZxU9hGoU01041200cNBv0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241842&ssig=b5RGZU%2BJhP&KID=unistore,video",
4818069261913114,M7A3Y81GG,1734530730,大河报,【#郑州发布通知紧急排查风险人员#】郑州市新冠肺炎疫情防控指挥部关于紧急排查风险人员的通报　　9月26日，我市在外地返郑人员24小时落地检中发现一名核酸检测阳性人员，该人员曾出入我市部分公共场所，在郑活动轨迹较多，为防范疫情传播风险，现将具体情况通报如下：　　9月24日，16:00自驾从平顶山汝州返回郑州，17:00—20:00在华润大厦28楼郑州金夫人婚纱摄影活动，20:20—20:40在金伯利钻石店（人民路店）活动，21:00—22:00在锅大侠火锅店（德化街店）就餐，22:59返回盈嘉美地小区9号楼休息。　　9月25日，15:17—15:20在二里岗地铁站停留，16:30—18:10在无限城购物中心活动，18:30—18:55乘坐地铁1号线转地铁2号线从二七广场站到二里岗站，后返回盈嘉美地9号楼，20:13—20:32乘地铁2号线转地铁1号从二里岗站到二七广场站，21:09—22:00在左右六道巷（德化风情购物公园1层）活动，22:24返回盈嘉美地小区9号楼休息。　　9月26日，闭环转运至定点医院。　　目前，流调、检测、消杀等相关工作均在有序进行，对已排查出的密切接触者和密接的密接进行了核酸检测并全部进行集中和居家隔离管控，对外环境进行核酸采样和全面消杀。　　为切实保障广大市民健康，提醒与上述人员在相同时间段、相关地点有相同活动轨迹的市民，请第一时间向当地社区或疫情防控部门报备，并配合做好个人核酸检测、隔离管控等相关措施。　　再次提醒广大市民，目前全国、全省疫情形势严峻复杂，输入性风险时刻存在，防控工作绝不能松懈。每个人都要成为自己健康的第一责任人，请大家自觉遵守疫情防控各项规定，强化个人防护意识，乘坐公共交通工具、前往公共场所时，落实规范佩戴口罩、使用场所码、常态化核酸检测等疫情防控措施，规范接种新冠疫苗，共筑免疫屏障。　　如需咨询，请拨打“郑州市12345政务服务便民热线”或关注“郑在办·郑在抗疫”公众号平台在网上咨询。郑州市新冠肺炎疫情防控指挥部办公室2022年9月26日,,,,郑州发布通知紧急排查风险人员,4,16,33,2022-09-26 21:58,,['https://wx1.sinaimg.cn/large/001TnUG6ly1h6kcq1o8g4j60u00u0dht02.jpg'],,
4818062375650836,M7zSRnI2w,3675736060,西子丹聊斋,#凭啥把居民购买的大米鸡蛋倒入垃圾桶#坐标：黑龙江佳木斯。疫情管控期间，小区居民从外面购买了大米和鸡蛋，被工作人员没收后倒入垃圾桶，还大声喊道：“外面来的东西全部销毁！”L西子丹聊斋的微博视频,,,,凭啥把居民购买的大米鸡蛋倒入垃圾桶,40,78,245,2022-09-26 21:30,微博视频号,,"http://f.video.weibocdn.com/u0/wiPXJGIZgx07ZwonYQVO01041200jLpJ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241853&ssig=KGMqOwsu7s&KID=unistore,video",
4818071208855061,M7A76B9Bz,1743400230,翟医师,加拿大正式宣布10月1日起取消所有的疫情防控要求：不再要求疫苗接种证明，没打疫苗的也不再要求自我隔离，不再随机检测，不再要求飞机/火车上戴口罩。O网页链接,,,,,64,32,306,2022-09-26 22:05,,['https://wx2.sinaimg.cn/large/67ea2d26gy1h6kcuvrod1j20zo1xsnae.jpg'],,
4818066331144492,M7zZf4NJy,5414784105,题材哥,【中信建投政策研究】近期重要政策观点更新（疫情防控、中美关系、房地产）近2个月，国际方面，俄乌冲突出现重要边际变化，我国外交活动较为频繁。国内方面，宏观经济出现回暖迹象，但根基仍不牢固。针对当前市场最为关心的问题，结合我们对10月大会的前瞻性分析，核心观点如下：疫情防控政策：1.疫情终将过去，当前较为严格的地方防控政策是在算“政治账”。2.纵向比较7.28和5.5政治局表述，前者表述明显弱化。3.香港疫情防控政策变化具有重要示范效应中美关系。一方面，中美关系已发生根本性变化，不会再回到过去。另一方面，当前种种迹象表明，双方正在努力修复关系，试图避免进一步持续恶化，背后是大国之间的战略博弈。房地产政策。1.近日青岛、苏州相关政策“一日游”表明，“房住不炒”红线丝毫没有放松；2.随着国家的强力出手，“断供”、“保交楼”可能引发的系统性金融风险正在逐步出清。相关报告：关注当下，更着眼未来——7月中央政治局会议解读疫情防控科学精准，宏观政策用足用好——暨上半年政策回顾与下半年政策走势展望。,,,,,12,34,344,2022-09-26 21:46,新版微博 weibo.com,,,
4818051948089206,M7zC2xWn4,3217274662,爱喝蜜雪冰陈女士,#宁波疫情防控#话说在前面，我也是一个因疫情影响国庆可能不能正常回家的大学生但他也只是一个很久没有回家的留学生，在经符合规定的隔离后为什么还要受到这么多人的指责和谩骂，被恶意传谣恶意揣测像犯了什么天大的罪孽？真的很担心一些国人的精神状态是的你们都是防疫战士,,,,宁波疫情防控,5,64,335,2022-09-26 20:49,HUAWEI P40 5G,,,
4818058998976355,M7zNpBF9V,5999808923,-叽里呱啦bb,#宁波疫情#真的有人关心过大学生的心理状况吗我觉得现在大学生的精神状况比新冠更容易击垮大学生,,,,宁波疫情,4,30,189,2022-09-26 21:17,iPhone客户端,,,
4818071858713172,M7A89AyH2,1229253383,财入门,天津这一轮疫情防控也是比较艰难了，比较疲惫了，好在没有轻易采取静默措施，之前说滨海新区全域静态管理的通告已经删除了，据当地的网友反馈，已经能够正常的出入，地铁也恢复正常了，高速也开了。这是一个正确的决定，大家不要取笑，不要笑话。肯定是下面的人决定采取静态管理，上面的人否决了下面的这个决定，所以最终的这个决定就是不全域静态。滨海新区那么大范围，全都静态影响太大了，而且真的有必要吗？如果这样管控，那跟西部边远地区一样了，是一种倒退了。#天津疫情防控#,,,,天津疫情防控,104,1119,12010,2022-09-26 22:08,,"['https://wx1.sinaimg.cn/large/4944eb07ly1h6kcxrcgggj20qo19z415.jpg', 'https://wx1.sinaimg.cn/large/4944eb07ly1h6kcxrlu9yj20ou1al40m.jpg', 'https://wx2.sinaimg.cn/large/4944eb07ly1h6kcxry9qnj20oz1ac401.jpg', 'https://wx4.sinaimg.cn/large/4944eb07ly1h6kcxse6o8j20qd1bxwg9.jpg']",,
4818064875192549,M7zWTlMON,2025231343,北京人捍卫北京城,#官方通报防疫人员将居民大米倒垃圾桶#【#佳木斯通报防疫人员将大米倒垃圾桶#：居民私自转送对涉事工作人员批评教育】9月26日，网传黑龙江佳木斯防疫工作人员倾倒大米。佳木斯市郊区疫情防控指挥部通报此事称，经调查核实，红旗街道社区工作人员发现有居民未按防控要求私自转送大米和鸡蛋，认为外来物资有传播病毒的风险，出于提醒居民安全防疫的目的，将大米丢进垃圾桶，将鸡蛋捣碎，并拍摄视频。目前，已对涉事工作人员进行严肃批评教育，对相关领导启动追责问责程序。（沸点视频）L沸点视频的微博视频,,,,"官方通报防疫人员将居民大米倒垃圾桶,佳木斯通报防疫人员将大米倒垃圾桶",22,65,36,2022-09-26 21:40,微博视频号,,"http://f.video.weibocdn.com/o0/hGgiLyfAlx07Zw4UtcJW0104120069OV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241853&ssig=ZOWdNreg9S&KID=unistore,video",
4818042984599558,M7znAjiyq,3208025673,小澈年年糕,#宁波疫情#人家遵守了7+3回来就想出去走走没惹你们任何人。。。手里的justice就是让你们网暴别人。。而不去思考究竟错的是谁真是合格的韭菜,,,,宁波疫情,4,100,454,2022-09-26 20:13,iPhone客户端,,,
4818051268613519,M7zAWA8LJ,5723104672,格格娱生,#宁波疫情防控#宁波海曙区发现1例新冠病毒阳性感染者，系境外回国人员，省外解除隔离后回到宁波，轨迹涉及餐馆，医院等。#宁波疫情##大学生国庆节假期安排#L最好的我正能量的微博视频,,,,"宁波疫情防控,宁波疫情,大学生国庆节假期安排",20,23,33,2022-09-26 20:46,微博视频号,,"http://f.video.weibocdn.com/o0/DTuZSHAVlx07ZwlmuLra010412003log0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241853&ssig=1TT93y1XTb&KID=unistore,video",
4817692844888379,M7qgQkvGP,6516025212,餓Rrrr_,潮斯9.25潮斯老婆视频糖点不完全合集我想大家都能快快乐乐的磕cp快快乐乐的在ch里磕糖老婆最近也可能是太累状态不好多多体谅中秋节回不去加上老家疫情老婆多多少少会被情绪影响慢慢陪伴他吧L餓Rrrr_的微博视频,,,,,5,21,358,2022-09-25 21:02,潮斯超话,,"http://fb.video.weibocdn.com/o8/xutkYgm9lx07ZuLyAB4Y010412017Opq0E018.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241861&ssig=z8HV5S7KEe&KID=unistore,video",
4817689924604455,M7qc8jjPp,1697417637,凯乐西多士,天津疫情防控真牛啊这是真实存在的吗,,,,,7,14,191,2022-09-25 20:50,🤍🔝iPhone 13,"['https://wx3.sinaimg.cn/large/652c89a5ly1h6j55lp3a6j20oi0wodmf.jpg', 'https://wx4.sinaimg.cn/large/652c89a5ly1h6j55lyd6ij20k50f874c.jpg']",,
4817719104378171,M7qXcimXF,2425296002,向OO,疫情解封后的第一次巡演，和广州人民一起活在爱里面彩虹合唱团,,广州·星海音乐厅,,,2,15,112,2022-09-25 22:46,彩虹合唱团超话,"['https://wx1.sinaimg.cn/large/908f1482gy1h6j8g5v3vhj21400u0wet.jpg', 'https://wx2.sinaimg.cn/large/908f1482gy1h6j8gszaulj21400u0wnp.jpg', 'https://wx2.sinaimg.cn/large/908f1482gy1h6j8g4nqdgj20u0140gmm.jpg', 'https://wx2.sinaimg.cn/large/908f1482gy1h6j8g2x7b6j21910u0k1p.jpg', 'https://wx4.sinaimg.cn/large/908f1482gy1h6j8grycgxj21400u0q7z.jpg', 'https://wx3.sinaimg.cn/large/908f1482gy1h6j8g3z44aj21910u0tix.jpg', 'https://wx3.sinaimg.cn/large/908f1482gy1h6j8g152muj20u0190tb8.jpg', 'https://wx3.sinaimg.cn/large/908f1482gy1h6j8g06izvj20u0140tft.jpg', 'https://wx3.sinaimg.cn/large/908f1482gy1h6j8g223t3j20u0163gt7.jpg']",,
4817702773070127,M7qwRcSGb,5345445834,影楼狐狸,想起一个特别好笑的19年20年那会儿因为疫情时团只能在家，又因为微博搬家所以必须每天发微博这样子但是峻霖从开始到未来发微博都挺勤快的，分享欲很高，后来搬家结束了也一直在发霖以食为天相关，然后就被队友粉形容成小红书博主，说他上不了台面不像明星结果他们口中的“网红博主”踏入了211学府还在发霖以食为天😂又要气坏咯,,,,,11,19,203,2022-09-25 21:41,微博轻享版,,,
4817708548623897,M7qGaAbt7,1266334520,杜银玲,在疫情and聋人节这特殊的日子里咱企鹅老师给首医上了第一堂手语课~自己梳理的PPT讲的老专业了好棒！首医新一届同学们一个个带电脑齐聚教室认真听讲认真学手语的样子可可爱爱期待更多宝宝在手语界get更多可能性~,,,,,2,7,58,2022-09-25 22:04,iPhone客户端,"['https://wx2.sinaimg.cn/large/4b7abb38ly1h6j6bsripej23402c0kjo.jpg', 'https://wx3.sinaimg.cn/large/4b7abb38ly1h6j6bu2a91j23402c0qiy.jpg', 'https://wx2.sinaimg.cn/large/4b7abb38ly1h6j6bvrx4dj22c03401kx.jpg', 'https://wx2.sinaimg.cn/large/4b7abb38ly1h6j6bx7ms4j23402c0tst.jpg', 'https://wx2.sinaimg.cn/large/4b7abb38ly1h6j6c18ejcj23402c0qnn.jpg', 'https://wx1.sinaimg.cn/large/4b7abb38ly1h6j72g2885j23402c01kx.jpg', 'https://wx1.sinaimg.cn/large/4b7abb38ly1h6j6c1krpyj20x90m5jz2.jpg', 'https://wx1.sinaimg.cn/large/4b7abb38ly1h6j6br5tpnj20xb0m510c.jpg', 'https://wx1.sinaimg.cn/large/4b7abb38ly1h6j6c1t714j20x90m545a.jpg']",,
4817693566570243,M7qi0rzdF,6892712944,陇原政法,【尹弘在甘南州调研时强调：扛牢政治责任维护社会大局和谐稳定，为党的二十大胜利召开营造良好环境】9月24日至25日，省委书记、省人大常委会主任尹弘在甘南州调研时强调，要全面落实党中央“疫情要防住、经济要稳住、发展要安全”的要求，坚决扛牢“保一方平安、护一方稳定”的政治责任，坚持底线思维，凝聚工作合力，抓实抓细防风险、保安全、护稳定各项工作，全力以赴维护社会大局和谐稳定，为党的二十大胜利召开营造良好环境。尹弘先后来到合作市、临潭县等地，深入交通卡口、乡村、综治中心和宗教场所，实地调研检查常态化疫情防控、基层治理、安全生产、产业发展、民族宗教工作情况，听取干部群众意见建议，并主持召开座谈会研究部署重点工作。尹弘指出，为党的二十大胜利召开营造国泰民安的社会环境，是我们必须担好的重大政治任务。要站在政治和全局高度，进一步深化思想认识，切实增强责任感紧迫感，主动担当、再接再厉，以更高标准、更严要求、更实举措，更好维护政治安全、社会安定、人民安宁。尹弘强调，要充分认清复杂形势，密切关注动态变化，增强居安思危的忧患意识，把风险估计得更充分一些，把预案做得更周密一些，高度重视平时积累，时刻保持激活状态，避免出现仓促上阵，着力防范化解重大风险。要夯实基层基础，充分发挥基层党组织的主心骨作用，完善和落实基层社会治理体系，关口前移、重心下沉，建好市域、基层、网格“三道防线”，持续加强信息化平台建设和大数据智能化应用，创新社会治安综合治理，推进矛盾纠纷排查化解，把风险隐患消灭在萌芽状态。要扎实做好民族宗教工作，促进各民族交流交往交融，深化民族团结进步共建，广泛凝聚共识和力量。尹弘强调，要保持高度警惕，从严从紧落实常态化疫情防控措施，进一步完善交通卡口防控、响应处置等机制，把好外防输入关口，牢牢守住不发生规模性疫情的底线。要始终绷紧安全生产这根弦，加强督导检查，深入排查整治重点领域潜在风险隐患，坚决防范遏制重特大事故发生。要加强正面宣传，结合涉藏州县发生的翻天覆地变化，广泛宣传新时代十年党和国家事业取得巨大成就，在“润物细无声”中引导各族群众坚定不移听党话、跟党走。要压实各方责任，坚持守土有责、守土尽责，切实做到在各种风险挑战面前敢为善为，推动维护社会和谐稳定各项措施落地见效。尹弘强调，要坚持以人民为中心的发展思想，创新思路做法，克服疫情对劳务输转、乡村旅游带来的影响，着力解决群众最关心最直接最现实的利益问题。要立足资源禀赋，把生态保护、产业培育同群众就业、脱贫成果巩固、乡村振兴、民族团结更好统筹起来，相互促进、相得益彰，让农牧民群众的生活更加幸福美好。刘长根、俞成辉参加调研。（新甘肃·甘肃日报记者张富贵）来源：新甘肃客户端,,,,,24,23,35,2022-09-25 21:05,新版微博 weibo.com,"['https://wx1.sinaimg.cn/large/007wt7vqly1h6j5komlq3j30u00krjtv.jpg', 'https://wx2.sinaimg.cn/large/007wt7vqly1h6j5kosqeuj30u00kvq4z.jpg', 'https://wx1.sinaimg.cn/large/007wt7vqly1h6j5koxpa2j30u00ka0w6.jpg']",,
4817709500467667,M7qHI1XF1,6502531152,上海滩蚂蚁哥,互联网行业的红利，大概也要在疫情下的经济下行环境中落幕了吧,,,,,4,8,53,2022-09-25 22:08,,['https://wx4.sinaimg.cn/large/00763XoIly1h6j7dkzr6qj30u00uuwjm.jpg'],,
4817690373916735,M7qcRgqV9,5231431966,拜仁慕尼村,【帕瓦尔:在疫情封锁期间跟抑郁症作斗争】帕瓦尔在最近采访中说到:这真的很艰难啊，我独自一人在异国他乡，我过得真的很糟糕。在我的脑海里，真的感觉很不好。一开始，我告诉自己这没什么，一切都会过去的，但是并没有。当我去训练，我很不开心，我告诉自己必须做点什么。我是一个人-虽然我拥有带有健身房的漂亮大房子，但是我也需要跟其他人联系沟通，我每天睡醒后，都吃不下东西。我试图分散自己的注意力，做饭、看电视，但是我看Netflix不能超过两分钟，注意力完全不能集中。我不喜欢“抑郁”这个词，但是没办法事实就是如此。我试图把这些隐藏起来，但是今天（现在）我感觉好多了。谈到自己的未来和所踢位置:我想要踢的是中后卫，我会在不久后做出决定，但今天我不会回答这个问题。在国家队，教练可以把我放在任何位置，我都会踢的。（天啊不管未来卷的决定是什么，只要能快乐的踢球，怎样都好）#帕瓦尔##拜仁#拜仁,,,,"帕瓦尔,拜仁",64,21,215,2022-09-25 20:52,拜仁超话,['https://wx2.sinaimg.cn/large/005I2yqWly1h6j57iod4kj30xc0jadgy.jpg'],,
4817686305442560,M7q6imPRe,7305809841,拜仁动态,【帕瓦尔：疫情封锁期间与抑郁症作斗争】帕瓦尔透露他在疫情封锁期间与抑郁症斗争：“那很艰难。我一个人，在另一个国家。我真的感觉不舒服。在我的脑海里，我并不好。刚开始的时候，你告诉自己这没什么，会过去的，但是并没有。”“当你去训练，你不开心，你必须做点什么。我是人——虽然我有一个非常漂亮的房子，有健身房，我需要与其他人接触。我醒了，我没胃口。”“我努力转移注意力，做饭，看电视剧。但我不能看Netflix超过两分钟。我不喜欢抑郁这个词，但事实就是如此。我试图在其他人面前隐藏，今天我感觉好多了。”#拜仁#,,,,拜仁,16,4,23,2022-09-25 20:36,拜仁动态超话,['https://wx2.sinaimg.cn/large/007YqqSBly1h6j4q5slmkj30pw0g60sw.jpg'],,
4817315521370082,M7gsg5Kq6,5833086961,小新自宅江户川,虽然上海疫情的时候日企一度宣称可能会“不得不将生产制造开始向其他地区和国外转移”，但据日本商会发布的第13版《中国经济与日本企业2022年白皮书》显示，在华日资企业业绩有明显恢复，不仅超出疫情爆发前的水平，还达到历史最高水平。今年1-8月，日本对华投资同比增长26.8%。,,,,,7,17,63,2022-09-24 20:03,微博 weibo.com,,,
4817343551379625,M7hbt5MU1,3163693955,唐哲同学,【老照片】2017年，陕西。疫情前两年，摄影师范扬老师在周至县秦岭大山深处厚畛子镇殷家坪拍摄的老农民。大爷气质纯朴，看着也是憨厚至极。周至县这几年，很多农户朋友种植猕猴桃发了财致了富，不知道大爷家这几年过得怎么样。看这样子每天小酒儿肯定是有喝的，叶子烟也没少抽。,,,,,9,7,58,2022-09-24 21:54,荣耀50 Pro 5G,['https://wx2.sinaimg.cn/large/bc922383gy1h6i1dkddrvj21tb2iou11.jpg'],,
4817341567997669,M7h8gxyyF,7776748637,灵灵美图波特,📣冰冰老师小课堂开课了📣呦罗本，听说你们对我的自拍很感兴趣👂🏻所以我就委托我的助手（本波特）来和大家简述一下第一课✌🏻大家知道的吧，疫情期间一定要戴好口罩😷然后这么一拍那么一拍就可以啦!🤗大家一起来试试呀👏🏻,,,,,43,17,184,2022-09-24 21:46,❄️🐇Android,"['https://wx1.sinaimg.cn/large/008uirzDly1h6i10nljysj30nc3l37wj.jpg', 'https://wx4.sinaimg.cn/large/008uirzDly1h6i10z9o69j316o6bh4qt.jpg', 'https://wx3.sinaimg.cn/large/008uirzDly1h6i1155vwnj30nc3geb2b.jpg', 'https://wx1.sinaimg.cn/large/008uirzDly1h6i118bwtrj30nc2lbe82.jpg', 'https://wx3.sinaimg.cn/large/008uirzDly1h6i11lmdwej30sh6bk7wl.jpg', 'https://wx2.sinaimg.cn/large/008uirzDly1h6i11yjh4lj316o4qm4qv.jpg', 'https://wx4.sinaimg.cn/large/008uirzDly1h6i1267ijwj316o6bh7wp.jpg', 'https://wx1.sinaimg.cn/large/008uirzDly1h6i12fenydj316o6bhhe1.jpg', 'https://wx2.sinaimg.cn/large/008uirzDly1h6i13xdxvdj30y66bku14.jpg']",,
4817317277993696,M7gv5xxwA,2670418493,关爱Coolguy健康成长,这B疫情。。。。。提起来就气和宝一样遗憾L关爱Coolguy健康成长的微博视频,,,,,73,14,2014,2022-09-24 20:10,刘耀文超话,,"http://f.video.weibocdn.com/o0/JJgvXlKelx07Zt75hG3C01041200aYNd0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241873&ssig=QmKByxz1us&KID=unistore,video",
