,Annual Mean Annual MRT (C),,,,,Annual Mean Solar Gains ,,,,,Volumne Flow Rate ,,,,,Total Ventilation Heat Gain [W],,,,,Total Ventilation Heat Loss [W],,,,,Daylight - Glare percentage ,,,,,Cooing Energy Uses,,,,,Lighting Energy Uses,,,,,Total Energy Uses,,,,
49.0,29.094995,29.173144999999998,30.09212,26.586660000000002,24.331435,911.9657270499999,1054.50110245,940.3486912999999,754.53920535,671.3275960999999,4.3961776995,4.672272456,5.5425623025,8.8941059895,6.0694967915,7.899898388,7.1614017125,7.8857081935,12.562916948000002,4.635756150000001,546.3184524,641.98989335,573.03679905,494.7805383,451.6511395,0.084362594,0.074235344,0.07333760950000001,0.125490624,0.1266709785,162183.99305,138617.72639999999,217322.59785000002,187206.6965,64013.80011,170.86211300000002,166.43068085,182.54724399999998,185.8660679,244.44935034999997,162354.8552,138784.15704999998,217505.14505,187392.56255,64258.24946
49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,29.173446666666667,29.288880000000002,30.19230333333333,26.65888,24.39570333333333,979.6175075666666,1142.6452007333335,1019.7644370666667,814.0796437333333,728.0133634666666,4.396247015666667,4.672400475,5.542658965,8.894179449666668,6.069563297666666,7.425244213333333,6.498566302333333,6.609094358,11.212030426333333,4.637628835,576.1752862,683.4388781333333,608.0367306,520.2811740333333,476.3606324,0.06771063100000001,0.06011045,0.061221580666666664,0.10161360700000001,0.10205548366666667,162546.73070000001,139046.4329,217627.6608333333,187393.58073333334,64150.64540666667,160.78682843333334,157.06502696666666,171.92477193333335,170.39911473333333,220.33830503333334,162707.5175333333,139203.49793333336,217799.5856,187563.97983333332,64370.98371333333
50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,28.818105000000003,28.77292,29.735660000000003,26.32069,24.09082,668.0784052,742.23177895,651.4393692,534.9478665,462.2810268,4.395907744,4.67181923,5.5422006755,8.893825151000001,6.0692427225,9.1547519465,8.659145348,11.48209484,16.85078788,4.5615703629999995,437.4515755,493.4663746,443.44570445,398.30710195,357.04867455,0.1063078955,0.08952846249999999,0.0872354075,0.1405364155,0.1461836995,160845.92705,137054.3321,216169.31055,186499.61435,63481.846765,178.62895175,172.32577064999998,191.5564749,193.72609519999997,268.58899165,161024.55599999998,137226.6579,216360.867,186693.34045000002,63750.43576
51.5,28.7707,28.70769,29.68511,26.28034,24.05761,631.9973694,696.9454266,613.9588027,504.3942288,435.4622451,4.395863366,4.67173739,5.542150363,8.893786629,6.069209085,10.0150607,9.911068106,12.83025781,17.84927152,4.656548178,421.9576941,473.2334105,427.8094421,385.3947919,345.2982665,0.105425673,0.0913339,0.087021595,0.140427388,0.14683053,160656.9148,136843.8714,216032.2018,186390.5171,63402.6744,179.102364,172.6962055,191.8182625,194.312944,269.0614229,160836.0171,137016.5676,216224.02,186584.8301,63671.73583
52.0,28.75179,28.67978,29.66399,26.26329,24.04899,613.9198873,674.5102253,595.0623652,487.439513,421.4588754,4.395850699,4.67169855,5.54212766,8.893770055,6.06919837,10.34595766,10.41744744,13.52194135,18.32515835,4.669026801,415.5633105,464.5911868,421.5751928,380.3288659,342.1951811,0.135421262,0.131690739,0.143681847,0.216964675,0.2076326,160597.4999,136785.5435,216003.0234,186360.603,63396.19721,210.7093996,205.2069863,224.2695563,244.8591774,329.2924756,160808.2093,136990.7505,216227.293,186605.4621,63725.48968
52.5,29.044815,29.10501,30.026775,26.53517,24.281930000000003,863.8423101999999,996.3324944999999,882.5235002,709.7908497,628.03217915,4.396118285,4.672190029499999,5.5424882775,8.894049801,6.069442279,7.910703525,7.1240074775,7.902595567500001,12.862782286,4.5605826625,524.3868184,613.7460417499999,546.03844125,473.989584,430.68679845,0.074988972,0.06372132550000001,0.06489202449999999,0.102158744,0.10672703750000001,161910.50795,138309.41125,217071.98930000002,187056.1642,63894.415349999996,161.97925325,157.5420164,173.5383376,170.1938611,225.51933405,162072.48725,138466.9533,217245.5276,187226.35804999998,64119.93468
53.0,28.95133,28.969775,29.887785,26.432525,24.182675,772.80947425,880.3983049000001,764.70732845,622.2812201500001,541.01203185,4.3960290685,4.672068013500001,5.54235995,8.89393864,6.069332845,7.2391759385,5.663762760499999,7.465003168999999,14.075645365,4.339484869,482.6691249,556.32786125,490.83834279999996,434.32578495,389.90207829999997,0.0784075875,0.060960068000000006,0.063288433,0.07839075449999999,0.106080207,161395.07945000002,137694.5319,216572.99805,186789.41445,63685.195495,158.34153285,154.24288045,170.8737483,162.48914235,220.2059141,161553.42095,137848.77474999998,216743.87175,186951.90360000002,63905.401405
53.5,28.79448,28.73866,29.7091,26.30098,24.07522,647.5959412,717.086354,629.5840258,517.2973602,446.1643638,4.395884809,4.671769899,5.542173758,8.893805161,6.069226515,9.676381197,9.528896876,12.25845658,17.38711901,4.598525311,429.478323,483.3098425,435.2521112,391.8359296,351.3533129,0.098808999,0.100254885,0.107333761,0.166593982,0.163001294,160755.7865,136961.693,216104.7225,186449.5886,63451.4189,189.2243099,183.3600337,202.7021105,210.038114,290.0935309,160945.0108,137145.053,216307.4246,186659.6267,63741.51243
54.0,28.84027,28.804045000000002,29.758485,26.3384,24.104695,683.7065494999999,763.23722205,667.12662395,547.2387929,472.7081108,4.395922381,4.6718477015,5.5422267165,8.8938399785,6.06925451,8.897038367499999,8.277188755000001,10.9806826795,16.496380495,4.5275227870000005,444.7138314,503.60576525,450.57634105,403.9002431,361.89933399999995,0.10399206,0.0870858115,0.086914689,0.133776712,0.143919793,160936.23715,137164.7503,216231.1446,186548.98935,63517.347565000004,178.16352404999998,172.66797985,191.1100391,192.9409718,265.8127446,161114.4007,137337.41825,216422.2546,186741.93035,63783.16031
54.5,29.41916,29.64054,30.49712,26.88951,24.59798,1191.69644,1413.112436,1264.86085,1003.206592,904.9690724,4.396480445,4.672805785,5.542968821,8.894423073,6.069778149,5.76796259,4.328099444,2.793268355,7.26824579,4.622740899,669.9998377,810.6743106,716.6001282,602.2851979,554.9413199,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163691.1418,140374.5395,218579.9232,188006.23,64601.06949,141.6818652,139.4935483,151.8892418,142.051486,175.2869777,163832.8236,140514.033,218731.8124,188148.2815,64776.35647
55.0,29.41755,29.63834,30.49504,26.8879,24.59647,1190.125168,1411.227241,1263.00337,1001.770007,903.5818364,4.396479484,4.67280304,5.542967857,8.894421213,6.069776344,5.769479483,4.328510844,2.79576839,7.27640989,4.619983341,669.2991463,809.7641087,715.7337371,601.630406,554.2938145,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163682.3968,140364.7119,218572.0699,188001.5573,64597.48708,141.681871,139.4935733,151.8892545,142.0517082,175.2871134,163824.0787,140504.2055,218723.9592,188143.609,64772.77419
55.5,28.958885000000002,28.981569999999998,29.906435000000002,26.446665,24.198320000000002,780.2129371999999,891.95673875,778.7539443000001,631.8532921,551.04696785,4.396035831500001,4.672070252,5.542375778,8.893954389000001,6.06935133,7.745488867000001,6.838365072,8.0262631425,13.844337215,4.391402343,487.1956432,563.9412135499999,498.96866125,439.77028970000003,396.19920585,0.0725628585,0.0740229395,0.0833867865,0.12069341450000001,0.12074169900000001,161456.13675,137784.21495,216649.63515,186821.528,63717.580474999995,169.319263,164.94105854999998,182.20030045,180.63349945,244.0370748,161625.45604999998,137949.15600000002,216831.83545,187002.16155000002,63961.617549999995
56.0,28.98263,29.01637,29.92352,26.45937,24.20385,797.1438953,913.5259623,791.1649172,642.695643,558.9972434,4.396056199,4.672117789,5.54239684,8.893967389,6.069354547,6.913099107,5.304763836,6.704503928,13.51692229,4.300971019,493.5670044,572.0876152,502.3495388,443.1282977,397.6092609,0.057565064,0.0528887,0.06115031,0.071958133,0.093790427,161526.4107,137853.2871,216668.2056,186860.4136,63734.17005,153.684381,150.3379139,166.139714,156.7843385,209.1005022,161680.0951,138003.625,216834.3453,187017.198,63943.27055
56.5,29.00042,29.04369,29.94629,26.47583,24.21847,811.295334,933.0722803,807.9709066,655.226149,570.6284586,4.396076281,4.672149213,5.542427345,8.893986913,6.069369576,6.747256858,5.159069399,6.275739872,13.11346658,4.2745554,499.9208287,581.435225,509.7918216,448.5310321,402.922475,0.057565064,0.053313509,0.061577935,0.072176188,0.093790427,161603.8882,137948.2816,216731.8615,186900.49,63764.78767,153.6722271,150.3178987,166.1332105,156.7069563,209.0803934,161757.5604,138098.5995,216897.9947,187057.1969,63973.86807
57.0,28.953405,28.97038,29.88589,26.433304999999997,24.18127,772.8748353999999,880.64865105,762.81199895,621.7867609,539.2860181,4.396026548,4.672060363,5.542352493999999,8.8939347305,6.069331857,7.263411896,5.758557347,7.731015144500001,14.25765283,4.352606157,483.12190295,556.9868721,490.5471956,434.66517995000004,389.4535912,0.079620644,0.06202209,0.0638229635,0.0789358915,0.10532557149999999,161398.54755000002,137701.3126,216567.06945,186797.6238,63688.62534499999,158.41363404999998,154.4505442,171.02570415,163.02978754999998,220.4710022,161556.96120000002,137855.76315,216738.09515,186960.6536,63909.09635
57.5,28.87641,28.8528,29.79708,26.37007,24.12853,711.1169678,798.2114651,695.6041296,570.9721412,492.6242171,4.395949531,4.671907409,5.542251865,8.893870971,6.069278611,8.43289269,7.834952908,10.16863925,15.83922959,4.478023361,456.7660826,519.9937142,462.8473797,414.026284,370.3861098,0.105646228,0.081138488,0.068419927,0.114042739,0.131522208,161080.4403,137332.9498,216332.2384,186635.4464,63575.00464,172.6952728,167.101415,185.1524069,183.3294854,252.9279664,161253.1356,137500.0512,216517.3908,186818.7759,63827.93261
58.0,28.90551,28.89562,29.82842,26.39343,24.14842,732.9152162,827.3333914,718.5134031,588.6599707,508.538758,4.395979356,4.671960272,5.542291606,8.893891949,6.069295363,7.95379985,6.956468437,9.399312244,15.32227866,4.424672292,466.3531689,533.2004281,472.6755601,421.6482591,377.507047,0.10608734,0.076890399,0.067350866,0.115133014,0.131306598,161196.2618,137466.9341,216416.7926,186697.5283,63621.32956,172.5891061,166.7842981,185.0333372,182.8126783,252.6762014,161368.8509,137633.7184,216601.8259,186880.3409,63874.00576
58.5,29.012495,29.0592,29.96623,26.492019999999997,24.23441,822.6607339,947.69545375,824.2774018,667.7829298500001,582.93685895,4.396082041,4.6721621295,5.542437947,8.894000251000001,6.0693853055,7.0462498235,5.7681810715,6.8291747965,12.922255700000001,4.335450363,505.5689629,589.3614287,518.3482893,454.77922205,409.40958485,0.0803925895,0.06085386599999999,0.062112465000000006,0.08678587,0.1015523935,161673.01535,138037.69535,216808.63455000002,186942.30315,63799.245924999996,158.33380035,154.33843695000002,170.79535184999997,163.35880585,219.2860276,161831.3491,138192.0338,216979.4299,187105.66194999998,64018.531955
59.0,28.83183,28.78887,29.74813,26.33307,24.09995,674.930261,752.2696236,657.4268141,540.0990702,465.1845549,4.395919103,4.671823947,5.542202569,8.893831604,6.069251193,9.227577192,9.014237699,11.40168849,16.69978193,4.53729968,441.9384324,500.1919793,447.6175787,402.0283062,360.0697098,0.10189678,0.098130841,0.106692324,0.163323157,0.156964209,160909.7411,137146.7408,216214.6837,186540.6139,63515.54036,187.6890701,181.6740839,201.2812613,207.295788,286.3653832,161097.4302,137328.4149,216415.9649,186747.9097,63801.90575
59.5,28.87373,28.84672,29.79372,26.36982,24.12981,707.0043545,793.1469057,691.4268006,568.0141565,489.3863012,4.395948654,4.671901542,5.542247401,8.893869624,6.069279953,8.571541333,8.150760728,10.3382927,15.89212577,4.465903221,455.8854377,518.7921494,462.0820808,413.940894,370.784349,0.102558447,0.096219201,0.106478512,0.163977322,0.156532988,161077.518,137335.1909,216337.3786,186639.6721,63586.41321,187.1048985,181.5111985,201.1083174,206.7815185,285.8738423,161264.6229,137516.7021,216538.4869,186846.4536,63872.28705
60.0,29.19634666666667,29.325006666666667,30.204709999999995,26.66980666666667,24.39546,986.1860792333333,1156.7597806,1018.9825619,815.7419187666668,724.3147475,4.396259479,4.672460799333333,5.542675594333335,8.894187615333331,6.069560084666667,6.254645851,4.793964754666667,4.612697849333333,10.130053216999999,4.414680366333333,578.2676697,688.4346044666667,605.4171459333334,519.5350352666666,472.949713,0.06506396133333334,0.04856981033333333,0.04817903233333334,0.069704899,0.080422596,162564.23260000002,139075.94216666665,217581.45833333334,187412.57013333333,64151.676360000005,149.54578146666668,146.46191413333335,160.833201,151.60014796666667,196.0567063,162713.77836666667,139222.4040666667,217742.29153333334,187564.17023333334,64347.73306666667
60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0,29.010015,29.056559999999998,29.96962,26.49525,24.238889999999998,821.59033075,948.1419414499999,827.17754785,669.3807016999999,585.05236055,4.3960796815,4.6721551405,5.5424342875,8.8940044725,6.069391352,7.441309240000001,6.543109038,7.333681123,13.0395805355,4.385511831500001,505.97673324999994,591.0036548,520.9392249,456.50031824999996,411.5672857,0.0756506395,0.0689252335,0.0780414795,0.111098997,0.110931436,161682.09345,138062.6323,216835.5342,186950.1207,63809.72275,165.01325805,160.69891560000002,177.43351575,173.98139635,233.18498275000002,161847.10675,138223.33120000002,217012.9677,187124.10210000002,64042.90773
61.5,28.919475,28.91733,29.84519,26.407159999999998,24.157715000000003,742.85514315,842.9302936500001,730.3919421,598.4407627,516.37408645,4.3959928470000005,4.6719874715,5.542309671,8.89390384,6.0693073779999995,7.858840238,6.9501018175,9.1787934295,15.13740327,4.4198142775,471.02750305,540.9900995999999,478.17309825,426.0649872,380.87270355,0.114468461,0.0755097705,0.063288433,0.09943305699999999,0.123221216,161248.69985,137542.56305,216457.27435,186734.67839999998,63644.268144999995,167.06589255,162.1020121,179.85239075,175.1916498,240.44716075,161415.7657,137704.66509999998,216637.12670000002,186909.87005,63884.71531
62.0,29.05701,29.1311,30.01791,26.52958,24.26424,855.6047089,996.300043,860.997958,695.5874958,607.0853049,4.396136855,4.672267994,5.542501783,8.894042052,6.069416681,6.376413073,4.806651906,5.301136247,12.06761586,4.226446715,520.2278,612.1364808,533.983534,466.6829888,419.8471729,0.056021173,0.053101105,0.059226,0.072830353,0.089047003,161846.9562,138256.1196,216932.8965,187037.8897,63866.61354,152.9869863,149.8395509,165.4402891,155.7417543,207.2321673,161999.9432,138405.9592,217098.3368,187193.6314,64073.84571
62.5,28.85916,28.8326,29.78044,26.35881,24.1177,694.1052009,782.2022848,679.9091018,558.5722983,480.3214524,4.395933721,4.671878508,5.542233888,8.893862747,6.069268073,8.85062929,8.505421254,10.6998457,16.25767558,4.505908265,450.51365,514.331884,457.4971005,409.9831816,366.2454126,0.108072342,0.092183517,0.083386786,0.135630179,0.141440276,161004.4648,137279.123,216283.0441,186604.6485,63554.53594,176.5710568,171.500048,190.3029395,189.8093494,261.9004106,161181.0359,137450.623,216473.3471,186794.4579,63816.43636
63.0,28.985295,29.021385,29.929415,26.467280000000002,24.20936,796.2471254,917.42383875,793.4977907,645.4985944499999,559.95835605,4.3960645475,4.672126247,5.542404373,8.8939726525,6.069360275,7.179859992,6.040304516,7.3461679135,13.68105643,4.328624877499999,494.45086564999997,575.8879211,505.4024713,445.93758205,399.73286335,0.084913983,0.063827528,0.0622193715,0.0850414305,0.105648987,161532.3063,137890.19495,216686.06170000002,186883.238,63752.294819999996,159.72735455,155.74958865000002,172.37565565,165.13780305,223.0983247,161692.03365,138045.9445,216858.4373,187048.37585,63975.39314
63.5,29.32667,29.51768,30.37882,26.79833,24.51192,1101.358724,1307.243474,1159.076686,921.3777786,825.55261,4.396378179,4.672662821,5.542838589,8.894323575,6.069681588,5.76533512,4.322171965,2.976225233,7.873339829,4.46100673,629.4937458,760.0447269,668.1363632,565.6082872,518.3846018,0.045875607,0.034197111,0.038272397,0.059310946,0.062095731,163190.7812,139819.8415,218132.8236,187743.5046,64400.01672,142.4626564,140.204434,152.826682,143.0157423,177.6990017,163333.2439,139960.0459,218285.6503,187886.5204,64577.71572
64.0,28.98873,29.02897,29.92923,26.46723,24.20738,797.062666,920.4604423,792.480435,645.0403564,558.7564282,4.396068899,4.672125367,5.54240976,8.893970777,6.069360021,6.888108044,5.366550752,7.070535802,13.76621412,4.304115154,494.6407661,576.7974226,504.5725964,445.6946854,398.8153499,0.064843405,0.057561597,0.064357494,0.072394243,0.101121173,161530.2347,137889.6843,216672.7478,186885.9489,63751.04535,156.0728173,152.6667873,168.8638517,159.3574825,214.617893,161686.3075,138042.3511,216841.6116,187045.3064,63965.66324
64.5,29.081,29.17045,30.05147,26.55413,24.28499,875.2258828,1025.338938,886.3264103,714.6185219,624.6885124,4.396156054,4.67230508,5.542537907,8.894066638,6.069437342,6.247369915,4.685272858,4.905431706,11.57914834,4.222574138,528.9874763,626.0897583,545.45113,475.0205224,427.6548456,0.04675783,0.048428207,0.060508873,0.074356738,0.079128935,161951.3815,138393.7852,217026.3219,187099.1118,63910.45394,149.8026035,146.8468499,162.0501938,151.8243584,198.7046004,162101.1841,138540.6321,217188.3721,187250.9362,64109.15854
65.0,29.239874999999998,29.397485,30.26428,26.71228,24.43151,1020.2177817,1208.1353574999998,1062.09536555,847.57559595,753.6298719,4.396300222000001,4.6725494229999995,5.542737036,8.894234448999999,6.069594567,5.889148194000001,4.409114709,3.5247919309999998,9.048182641,4.357657361999999,593.4397804,712.9878678,624.50304345,533.23130625,485.88306380000006,0.0467578295,0.038763806,0.048642292000000004,0.0665067595,0.0678094005,162745.1594,139313.91245,217734.98690000002,187513.1304,64224.79229,144.94613975,142.3010421,155.80408649999998,145.85389320000002,184.59819614999998,162890.10555,139456.21345,217890.791,187658.98424999998,64409.390484999996
65.5,28.90227,28.89935,29.83273,26.39973,24.14933,726.8387989,829.3251272,718.4839168,589.7776138,507.1909769,4.395972228,4.671964864,5.54229256,8.893902163,6.069301292,8.196719029,7.654908524,9.62086377,15.4680168,4.448093831,464.6565768,536.072188,474.1263904,423.2562197,377.6302964,0.113806793,0.077527613,0.064143682,0.099869167,0.123975852,161167.0265,137485.64,216412.3507,186712.1191,63626.54164,167.6360358,162.6366394,180.4612401,175.8026223,241.5042082,161334.6626,137648.2767,216592.812,186887.9217,63868.04585
66.0,28.944825,28.96436,29.881145,26.434669999999997,24.178620000000002,760.4714012,874.6737206,755.10154415,617.63650535,532.678408,4.3960275455,4.672049383,5.5423525485,8.8939378455,6.069329373,7.5264304795,6.494003021999999,8.462464164,14.68408251,4.3830505235,479.0860917,556.44225465,489.482479,434.8790373,388.3099219,0.09241288049999999,0.067544605,0.06403677599999999,0.08536851300000001,0.113734368,161339.2966,137684.88014999998,216540.9683,186803.78,63691.502725,162.1519257,157.8640078,174.99914295,168.11113849999998,228.90769319999998,161501.4485,137842.7441,216715.9674,186971.8911,63920.41042
66.5,29.1368,29.25654,30.12965,26.61124,24.33659,923.1797226,1091.141055,947.2883886,760.2463921,668.2712665,4.396206527,4.672410563,5.542614625,8.894128347,6.069491604,6.016399583,4.496057711,4.14651645,10.41310279,4.230099622,550.3400034,657.5191574,572.916375,494.975765,447.3505682,0.049625055,0.044180119,0.06115031,0.074792848,0.074816731,162211.2998,138713.7574,217262.3837,187241.4803,64017.66278,147.7211038,144.6774945,159.2052592,149.0266562,192.2748298,162359.0209,138858.4349,217421.589,187390.507,64209.93761
67.0,29.10266,29.20701,30.08362,26.57805,24.30596,892.5674974,1052.152859,910.3161257,732.7333377,641.4344046,4.39617552,4.672355666,5.542567173,8.894094094,6.069458386,6.124331574,4.582535879,4.594014793,11.13448731,4.214099486,536.8758744,639.1539135,556.5357648,483.2454855,435.5386293,0.04675783,0.048428207,0.059867436,0.075010903,0.078913325,162044.5865,138520.2094,217117.2768,187158.5803,63955.33641,149.7897945,146.844898,162.0284648,151.8070463,198.5018384,162194.3763,138667.0543,217279.3053,187310.3874,64153.83825
67.5,28.96406,28.99718,29.906245,26.45368,24.194515,774.4654459999999,896.6740239999999,773.0575446,631.52861515,544.98204675,4.3960489345,4.6720862035,5.542391971,8.893951748,6.069342131,7.201406582,5.928418669999999,7.965432076999999,14.342105570000001,4.346703926,485.27195919999997,566.671599,497.51799565,441.15783469999997,394.04360425,0.094067049,0.066694987,0.0637160575,0.08536851300000001,0.1139499785,161411.93540000002,137781.1767,216605.50405,186853.1145,63728.023955,162.07704335,157.75836055,174.94748479999998,167.94160584999997,228.85271775,161574.01245,137938.93505,216780.4515,187021.05605,63956.87667
68.0,29.1942,29.34058,30.20869,26.66981,24.39037,974.8423532,1158.071528,1011.619435,808.7787078,715.250177,4.396261143,4.672497206,5.542686219,8.89418778,6.069550851,5.875004646,4.390973863,3.604867241,9.424772545,4.273042886,573.308274,689.3166598,601.8527286,516.2287577,468.4820168,0.045434495,0.043118097,0.047893949,0.069341474,0.067917206,162492.8465,139046.4996,217517.5175,187392.2796,64131.12074,145.0713346,142.4809266,155.8116528,146.1063507,184.9764273,162637.9178,139188.9806,217673.3292,187538.386,64316.09717
68.5,28.995435,29.048740000000002,29.954495,26.487940000000002,24.225695,801.0681103,934.9395109499999,809.0927879999999,657.87077055,569.9668036,4.3960689375,4.672155619,5.542435898,8.8939957895,6.069376927,7.1161355010000005,6.055687132,7.125786945,13.466620885,4.308868475500001,497.28793759999996,585.3890971,513.68866485,452.61798914999997,405.56295650000004,0.0800617555,0.0712616825,0.0694889885,0.100087222,0.110823631,161562.0473,137972.73325,216744.1374,186933.08825,63790.943375,163.3415115,159.17309375000002,176.2589872,169.9908911,230.55181315,161725.38880000002,138131.90635,216920.3964,187103.0791,64021.495185
69.0,29.11639,29.23149,30.10676,26.59559,24.32109,903.6295421,1070.043348,927.5355826,745.8916362,653.477448,4.396184112,4.672386736,5.542593892,8.894117486,6.069477635,6.052225933,4.521312298,4.387465445,10.86242894,4.209704809,541.8758105,647.8361734,564.590172,489.3035397,441.2420996,0.042346714,0.047790994,0.060295061,0.076537287,0.078913325,162103.7687,138604.0484,217181.2195,187202.415,63987.99461,149.6455933,146.7000309,161.8424145,151.5662402,197.95538,162253.4143,138750.7485,217343.0619,187353.9812,64185.94999
69.5,29.37378,29.58416,30.44163,26.8469,24.55668,1146.054474,1363.141468,1213.823791,963.64741,866.0931568,4.396430735,4.672748778,5.542901896,8.894375661,6.06973043,5.74377707,4.306178999,2.866420508,7.53263766,4.532303815,649.6096092,786.9540441,693.3909822,584.7599824,537.1639512,0.045434495,0.033347494,0.036775711,0.053859573,0.06037085,163436.5208,140105.8452,218358.101,187881.1443,64504.35842,141.7179375,139.5117093,151.9476316,142.0775929,175.3837164,163578.2387,140245.3569,218510.0486,188023.2219,64679.74214
70.0,29.098464999999997,29.204045,30.085165,26.581555,24.308529999999998,888.70819375,1050.3957118,911.53151675,734.571582,642.69558005,4.396174121,4.672339415,5.5425732960000005,8.89410271,6.0694611765,6.2148051355,4.70231712,4.9886711925,11.395036484999999,4.245249991,535.40920075,638.78353475,557.95971205,484.8972723,436.84090375,0.057785619499999996,0.051083262500000004,0.060615778999999995,0.07304840800000001,0.0863518755,162024.1873,138512.02415,217123.8708,187170.75014999998,63964.457435000004,151.63588794999998,148.4498993,163.69656364999997,153.76653155,202.71708230000002,162175.82315,138660.474,217287.56735,187324.51669999998,64167.174515
70.5,29.14553,29.27582,30.14862,26.62639,24.34893,929.4036873,1104.60991,960.8308594,770.9575928,677.5936005,4.396209088,4.672433154,5.542639603,8.89414699,6.06950775,5.96809447,4.446370496,4.026263349,10.26900887,4.223658456,553.2732778,664.2563075,579.5154584,500.2147898,452.0209317,0.046978386,0.044180119,0.060722685,0.075228958,0.074169901,162243.2982,138772.964,217309.8742,187280.0813,64045.87706,147.5908886,144.5864691,159.0512151,148.837762,191.9210749,162390.8891,138917.5504,217468.9255,187428.9191,64237.79813
71.0,28.940825,28.969929999999998,29.89366,26.447815,24.188035,753.94012625,876.0368999,761.02439415,623.8901554500001,536.59681125,4.3960215695,4.6720507885,5.542379771,8.89394906,6.0693351,7.5350533465,6.610411954,8.4518908555,14.678254725,4.367851636999999,476.6571795,558.1229804,493.54428715,439.0215225,391.55566805,0.10928539949999999,0.075191164,0.06457130650000001,0.0956170955,0.122358775,161306.81095,137694.50819999998,216563.2856,186836.7782,63717.158559999996,166.71115609999998,162.13214075,179.76473615,173.3804345,237.83072835000002,161473.5221,137856.64035,216743.05035,187010.1587,63954.989285
71.5,28.95996,28.99916,29.91513,26.46332,24.20101,769.4228707,896.6644403,777.7014852,636.7406202,548.4591356,4.396046977,4.672080465,5.542405742,8.893964749,6.069347698,7.25000973,6.071399832,7.99187142,14.34408795,4.342697292,483.2188256,567.2829322,500.4539229,444.2773503,396.3636935,0.104322894,0.072854715,0.062646996,0.081988661,0.113842173,161383.6251,137782.5711,216620.5077,186878.5529,63745.73281,162.4663462,158.1435184,175.4317155,167.529892,228.6869869,161546.0914,137940.7146,216795.9395,187046.0828,63974.41979
72.0,29.44751,29.68024,30.53381,26.918,24.62424,1218.526487,1446.675802,1297.158157,1028.179187,928.824264,4.39651065,4.672849532,5.543012021,8.894450462,6.069804891,5.757520033,4.326918887,2.759655757,7.145991655,4.665661928,682.261091,827.0345097,731.6489753,613.8120721,566.16562,0.045655051,0.033559898,0.036561899,0.053859573,0.060155239,163840.0289,140546.9294,218714.1086,188088.7776,64664.11598,141.6817246,139.4930028,151.888994,142.0240734,175.2764946,163981.7106,140686.4224,218865.9976,188230.8017,64839.39248
72.5,29.20411,29.35057,30.224465000000002,26.687765,24.40779,988.0182136000001,1171.74468785,1030.5047914000002,826.0731326499999,731.525437,4.3962786995,4.672498104000001,5.5427053425,8.894211713499999,6.0695718655,6.0670363775,4.584070787,4.3581432395,10.126132754,4.372296852,579.62090265,696.55158075,611.7793659,525.4042629,477.36404859999993,0.061755623999999995,0.0491716225,0.050245884000000005,0.0663977325,0.0834411385,162570.8372,139134.2804,217614.6113,187461.0986,64185.990659999996,150.06920315000002,147.0542471,161.69889495,152.0856503,197.82463615,162720.9064,139281.3347,217776.3102,187613.18420000002,64383.815295
73.0,29.21027,29.3697,30.23719,26.69294,24.41068,988.3388792,1180.045885,1033.600763,826.5335025,731.6781737,4.396271557,4.672532371,5.542715302,8.894217505,6.069571197,5.81443047,4.344115281,3.460760675,9.192429231,4.276590565,579.5052435,700.0946409,612.2129851,524.5792523,476.4496543,0.044772828,0.043118097,0.04896301,0.070431749,0.068348426,162565.0208,139150.2461,217601.0456,187453.1031,64177.30169,145.2643403,142.6423599,156.1283071,146.2582714,185.6905004,162710.2852,139292.8885,217757.1739,187599.3613,64362.99219
73.5,29.33031,29.53026,30.39018,26.80803,24.51962,1103.011151,1315.677991,1166.666633,927.6726113,830.9053011,4.396385654,4.672685794,5.542851207,8.894331937,6.069692779,5.734527812,4.296250439,2.949320123,7.850079307,4.449827681,630.4246609,764.5106912,672.155727,568.9792938,521.3359356,0.04411116,0.034409516,0.038913834,0.060837331,0.062311341,163197.6423,139852.3296,218156.0501,187768.156,64418.27762,142.6720148,140.3639878,153.052386,143.2470996,178.168092,163340.3143,139992.6936,218309.1025,187911.4031,64596.44571
74.0,29.10758,29.22708,30.104,26.59722,24.32168,893.6159054,1064.077388,922.7571718,744.5684765,651.1922926,4.396181912,4.672381868,5.542597476,8.894120647,6.069478253,6.052215976,4.500696565,4.449520562,11.0317259,4.186710759,537.7092685,645.5403111,563.2251624,489.6917139,441.2755016,0.052492281,0.05480034,0.061577935,0.076755342,0.08538163,162048.835,138568.3113,217159.5028,187208.5763,63993.93108,152.8898757,149.8485631,165.4003129,155.4524502,206.2661612,162201.7248,138718.1599,217324.9031,187364.0288,64200.19724
