,,Annual Mean Annual MRT (C),,,,,Annual Mean Solar Gains ,,,,,Volumne Flow Rate ,,,,,Total Ventilation Heat Gain [W],,,,,Total Ventilation Heat Loss [W],,,,,Daylight - Glare percentage ,,,,,Cooing Energy Uses,,,,,Lighting Energy Uses,,,,,Total Energy Uses,,,,,Embodied Carbon,,,,,
195,84.93013057,28.96988,29.05643,29.96407,26.49507,24.24059,771.2909839,928.51125,803.5451515,654.9569717,572.608837,4.396059489,4.672195505,5.542441595,8.894004744,6.069393227,6.786435719,5.097665154,6.593361293,13.53019644,4.217451348,484.4106238,583.4437169,513.3294718,453.5944043,409.9261349,0.109836789,0.072005098,0.068206115,0.104012211,0.130228547,161403.117,137923.546,216730.6604,186958.5687,63848.85618,170.9452992,165.9330594,183.7985648,176.6540995,245.2034978,161574.0623,138089.4791,216914.459,187135.2228,64094.05968,,,,,,
231,85.07290459,28.9824,29.07526,29.9782,26.5048,24.24926,781.456562,941.9953845,814.3941523,662.7889102,579.9228681,4.396076664,4.672213222,5.542455767,8.894019299,6.069402874,6.655355257,4.948272535,6.284523007,13.28195122,4.19603028,488.854747,589.7362866,517.9395301,456.8666341,413.1192864,0.109836789,0.072429907,0.068847552,0.104448321,0.130012937,161456.9545,137983.3332,216769.4347,186981.606,63866.2847,170.9107866,165.9126391,183.7811344,176.328736,245.133481,161627.8653,138149.2459,216953.2158,187157.9347,64111.41818,,,,,,
92,85.62494501,29.04644,29.17166,30.05657,26.55836,24.29554,836.2686564,1014.365433,875.9051969,707.1941056,621.7525113,4.39614163,4.672323314,5.542533938,8.89408029,6.069453096,6.214489582,4.516129773,4.853983445,11.90633033,4.133840124,512.7060855,623.3324091,544.1135284,474.9414104,430.3726572,0.0798412,0.065208156,0.064571306,0.082206716,0.103708495,161741.4196,138308.1813,216983.1568,187102.1272,63949.13056,158.8480546,154.9080433,171.6599283,161.9868946,219.8721641,161900.2676,138463.0893,217154.8167,187264.1141,64169.00272,,,,,,
191,85.77036606,29.16368,29.33149,30.20151,26.66342,24.38988,942.1621002,1142.886315,995.9628532,796.4460505,707.1087486,4.396244565,4.672494865,5.542680296,8.894182118,6.069552791,5.863669286,4.307079436,3.600688208,9.685664689,4.191144031,559.3585205,683.6865133,596.8653216,512.6239579,467.2369571,0.04411116,0.047153781,0.062860808,0.076101177,0.076972833,162313.6155,138941.551,217446.2881,187361.5029,64134.51184,149.1215335,146.0911378,160.9490561,150.3915248,195.8547084,162462.737,139087.6421,217607.2372,187511.8944,64330.36655,,,,,,
100,86.25934817,28.97171,29.06492,29.97072,26.497,24.24409,772.9067309,934.0660493,807.779002,656.40206,575.1544307,4.396062333,4.672211262,5.542451537,8.894007017,6.069395325,6.752101421,5.000296967,6.398669539,13.38329454,4.203632514,485.0733034,586.1126844,515.1640438,454.1008832,411.081013,0.110057345,0.072429907,0.069702801,0.104012211,0.130659767,161411.5368,137948.1099,216748.7554,186961.2792,63856.14698,171.0090768,166.0131372,183.8892802,176.6656364,245.3352767,161582.5458,138114.1231,216932.6447,187137.9449,64101.48226,,,,,,
1,86.45193172,29.40066,29.62556,30.48142,26.87708,24.58647,1171.781165,1397.70012,1247.897255,989.7369277,892.4531321,4.396468662,4.672789519,5.542951173,8.894405554,6.069766085,5.739721741,4.299862766,2.803297732,7.359090995,4.572279042,661.2193778,803.7588942,709.3495123,596.7527543,549.6730802,0.045434495,0.033135089,0.036775711,0.054077628,0.06037085,163578.6458,140280.8521,218499.6727,187965.0437,64574.27254,141.7178107,139.5112336,151.9454616,142.0621738,175.3803998,163720.3636,140420.3633,218651.6182,188107.1059,64749.65294,,-4070.622441,-5146.251041,-3891.919766,-3754.510733,-1632.557805
99,87.08432453,29.2535,29.44764,30.31165,26.74546,24.46557,1027.557241,1241.326295,1092.236739,869.0232608,777.4061884,4.396318261,4.672606691,5.542780765,8.894276065,6.069634119,5.724987803,4.27368366,3.122211369,8.51112337,4.309827178,596.9705756,730.019486,639.5161857,543.8743627,498.1866164,0.047419497,0.042693288,0.045755826,0.069341474,0.065976714,162780.5688,139450.9776,217839.6589,187582.3622,64296.01217,144.899895,142.3587712,155.5736952,145.8934803,184.4211864,162925.4687,139593.3364,217995.2326,187728.2557,64480.43336,,,,,,
275,87.3338845,28.9762,29.07735,29.98037,26.50094,24.24795,777.731136,943.3727384,815.251228,660.4935844,579.9249974,4.396073226,4.672223581,5.542458887,8.89401152,6.069400876,6.693902746,4.897409285,6.136223589,13.18992399,4.192898736,486.8227316,590.1756549,518.0393604,455.309509,412.4893297,0.102999559,0.067757009,0.063288433,0.086131705,0.114920224,161430.3165,137983.5033,216772.0786,186968.0806,63860.82668,164.0345516,159.6410701,176.6771228,167.9438222,230.5504624,161594.351,138143.1443,216948.7558,187136.0244,64091.37714,,,,,,
310,87.59037784,29.03075,29.15731,30.04495,26.54654,24.28828,822.4256556,1002.167884,864.7654134,696.7305106,613.6122007,4.396133482,4.672313392,5.542518316,8.894064476,6.06944214,6.279410665,4.536591163,4.957526926,12.07747025,4.123312909,506.6931421,617.9353046,539.6064967,470.6190801,427.3706368,0.100573445,0.067969414,0.06392987,0.08853031,0.111470461,161669.4363,138252.8187,216947.907,187069.9023,63934.94751,163.3760661,159.113051,176.112273,167.3129318,229.1019386,161832.8124,138411.9317,217124.0193,187237.2152,64164.04945,,,,,,
227,88.16419829,29.07632,29.22214,30.10202,26.58701,24.32313,863.6836089,1053.638631,911.7000624,731.3336965,646.499228,4.396171167,4.67239227,5.542580702,8.894101488,6.069481752,6.104038674,4.405394531,4.304393919,11.11039659,4.133508926,524.5354768,641.7340141,559.7870786,484.8019866,440.820896,0.055580062,0.055225149,0.061577935,0.080026167,0.08581285,161885.7948,138494.9608,217117.7462,187166.5215,64000.11611,153.7036328,150.3422957,165.8656144,155.7005717,206.9396419,162039.4985,138645.3031,217283.6119,187322.2221,64207.05575,,,,,,
292,88.20079277,29.02189,29.14652,30.03643,26.5394,24.28299,815.0846365,993.8598881,857.752979,690.867605,608.6894264,4.39612181,4.672306559,5.542508736,8.894058777,6.069438915,6.330485586,4.569362502,5.067868848,12.20707526,4.125773111,503.4415096,614.056202,536.5875216,468.1762508,425.3501162,0.109395677,0.067544605,0.06392987,0.08765809,0.114489004,161631.0337,138216.1205,216925.3535,187053.3302,63926.15232,165.3943625,160.7559283,177.906254,169.0190413,232.5710226,161796.4281,138376.8764,217103.2597,187222.3492,64158.72334,,,,,,
18,88.56858118,29.15889,29.33258,30.20323,26.66133,24.38991,938.3900105,1143.215242,996.1745188,794.5625599,707.0190386,4.396240225,4.672500942,5.542683788,8.894178694,6.069553291,5.884125396,4.300211792,3.572338732,9.654800625,4.190500199,557.5504365,683.9326612,597.0606996,511.6856048,467.1176255,0.050286723,0.046091759,0.059867436,0.075010903,0.072229409,162291.4936,138939.6851,217445.822,187350.8376,64131.08279,147.4257761,144.3502927,158.7100023,148.2703219,190.9054015,162438.9194,139084.0354,217604.532,187499.108,64321.98819,,,,,,
269,89.15930997,29.23122,29.42316,30.28905,26.72643,24.44932,1006.717129,1220.130361,1071.539795,852.084097,762.1109847,4.396302999,4.672585069,5.542762045,8.894255444,6.069615817,5.761524456,4.278119974,3.189614041,8.724775989,4.280340018,587.7013384,720.0758174,630.3546426,536.4601919,491.3993237,0.047860609,0.042693288,0.045755826,0.069341474,0.065976714,162664.8654,139339.3054,217753.8527,187527.4464,64258.95101,144.8943952,142.3614985,155.5738237,145.8949445,184.4230676,162809.7598,139481.6669,217909.4265,187673.3414,64443.37408,,,,,,
285,89.49219048,29.38898,29.61303,30.46966,26.8672,24.57787,1160.313128,1386.426163,1236.620764,980.4762397,884.0615401,4.396457836,4.672778487,5.542936707,8.894395594,6.069756486,5.73895621,4.290981874,2.816543092,7.412100305,4.550113154,656.0651845,798.4464483,704.2897831,592.6442233,545.9134591,0.045434495,0.033135089,0.036561899,0.054295683,0.06037085,163514.4831,140219.654,218450.9324,187934.0775,64553.06127,141.7178491,139.5113523,151.9454823,142.0647237,175.3808254,163656.201,140359.1653,218602.8778,188076.1422,64728.4421,,,,,,
59,89.68578944,29.2211,29.41121,30.27803,26.71753,24.44218,996.8137179,1209.575145,1061.281025,843.8757327,754.5417819,4.396292406,4.672573094,5.542753635,8.894243701,6.069609346,5.766963435,4.275034408,3.227375066,8.829075824,4.258203053,583.4080301,715.2144751,625.9372942,532.9923281,488.3482942,0.048963388,0.045879354,0.060295061,0.073920628,0.072229409,162611.3061,139285.559,217713.9482,187501.5082,64243.33095,147.2971476,144.3464456,158.6985435,148.2128711,190.8849182,162758.6032,139429.9055,217872.6468,187649.7211,64434.21586,,,,,,
337,90.22545807,28.98559,29.10125,30.00166,26.50913,24.25948,786.2231638,960.0922936,829.951012,667.1758609,589.0734491,4.396090101,4.672254644,5.542468568,8.894024089,6.06941694,6.579837781,4.726787485,5.58660218,12.73872045,4.152727518,490.3424598,598.0889078,524.4260022,457.7529793,416.4777882,0.101014557,0.067119796,0.06585418,0.082424771,0.112979733,161473.7665,138061.3112,216828.4655,186981.3745,63880.17485,163.4432676,159.2944139,176.2800491,167.4291916,228.9748204,161637.2098,138220.6056,217004.7456,187148.8037,64109.14967,,,,,,
494,90.42936934,29.02417,29.15666,30.04711,26.54214,24.28876,817.435924,1000.862966,864.6565387,693.0020758,612.917845,4.396125243,4.672320722,5.54252001,8.894057809,6.06944225,6.302608377,4.519222674,4.856297597,11.9741106,4.10956186,504.3663182,617.4341623,539.8005227,468.8866755,427.2851729,0.106528452,0.067119796,0.064357494,0.086567815,0.114489004,161643.0122,138249.8083,216953.2477,187053.502,63933.7343,165.4050446,160.7020865,177.919578,168.9376908,232.3971914,161808.4173,138410.5104,217131.1673,187222.4397,64166.13149,,,,,,
362,90.83144417,29.01449,29.14435,30.03719,26.53378,24.28212,809.4250179,991.3994739,856.5796615,686.281426,607.1768428,4.396115653,4.672305493,5.542505894,8.894048902,6.069440244,6.353784357,4.550303017,4.978682052,12.13336723,4.11395745,500.8006039,612.9955297,536.2361825,465.9778379,424.7453913,0.106528452,0.067757009,0.064357494,0.08591365,0.114273394,161599.6351,138205.2745,216924.1305,187033.1461,63920.42084,165.4097189,160.7875204,177.9214087,168.9422823,232.4053238,161765.0448,138366.062,217102.0519,187202.0883,64152.82616,,,,,,
412,91.32391271,29.32178,29.53519,30.39588,26.80804,24.52471,1093.968014,1316.938034,1167.338952,925.4517492,832.6680903,4.396392287,4.672699745,5.542862106,8.894331154,6.069699796,5.72263617,4.27607515,2.916696873,7.835971113,4.423104462,626.4864328,765.8170888,673.2700166,568.4934567,522.9541712,0.043890604,0.034834325,0.039769083,0.059965111,0.06058646,163146.4732,139847.9509,218154.5663,187755.2964,64425.35306,142.6615584,140.3887007,153.1064682,143.1816957,178.0719306,163289.1348,139988.3396,218307.6727,187898.4781,64603.42499,,,,,,
455,91.68299658,29.03565,29.17712,30.06526,26.55234,24.2995,826.8384162,1015.593947,877.7495439,700.8958345,621.5941266,4.396138835,4.672347465,5.542541145,8.894068785,6.069455222,6.226462624,4.455155206,4.584294634,11.64719792,4.097810329,508.537419,624.4838286,545.6896116,472.1462657,431.1276239,0.099911778,0.066694987,0.064785119,0.08547754,0.111254851,161692.4927,138315.578,216998.777,187069.3264,63947.57818,163.4129846,159.002569,175.9930642,166.9579876,228.4052739,161855.9056,138474.5806,217174.77,187236.2844,64175.98345,,,,,,
11,92.10777864,29.11353,29.28043,30.15781,26.62181,24.35933,897.1076509,1099.16535,955.4344549,760.2243097,677.1619453,4.396199925,4.672446458,5.542630299,8.894141798,6.069511771,5.993212947,4.333853769,3.8182133,10.21558825,4.138071274,539.3167788,663.4215646,579.4101756,496.9660835,454.5970217,0.053153948,0.052251487,0.062433184,0.077191452,0.082147477,162066.4767,138720.0827,217288.9483,187240.6724,64063.85016,152.2913712,149.1651014,164.3097186,154.0714685,204.097157,162218.7681,138869.2478,217453.258,187394.7439,64267.94732,,,,,,
430,92.29551514,29.29026,29.49885,30.36162,26.78022,24.50042,1062.899805,1284.47283,1135.179137,899.6733508,808.8205901,4.396359015,4.672656249,5.542831423,8.894305186,6.069671798,5.726893158,4.269038687,2.982001166,8.080292463,4.363078242,612.6971041,750.6489587,659.063904,557.2780115,512.5030725,0.044772828,0.038870008,0.044045328,0.06694287,0.064251833,162975.4836,139675.8495,218018.9569,187671.0142,64366.7321,144.0823114,141.5562325,154.6654719,144.6708966,181.9854407,163119.5659,139817.4057,218173.6224,187815.6851,64548.71754,,,,,,
9,92.85707237,29.40515,29.63297,30.48901,26.8817,24.59181,1176.342676,1403.975019,1254.371072,993.927847,897.1999045,4.396475425,4.672797469,5.54296171,8.89441302,6.069772399,5.744627287,4.301606479,2.798201201,7.324740488,4.58041543,663.2580368,806.8202047,712.3591224,598.622174,551.9206704,0.045434495,0.033135089,0.036561899,0.054295683,0.06037085,163603.8645,140313.7075,218527.4721,187976.0976,64584.97339,141.7178385,139.5111992,151.9453919,142.0498634,175.3799298,163745.5824,140453.2187,218679.4175,188118.1474,64760.35332,,,,,,
482,93.14777085,29.23707,29.43542,30.30235,26.73288,24.45829,1012.380442,1229.672115,1081.674867,857.4232877,769.3512006,4.396312559,4.672593701,5.542769755,8.894257571,6.069625915,5.765035666,4.269368657,3.137050727,8.583601652,4.284800473,590.2421365,724.7319403,635.1499604,538.7748871,494.8780097,0.050286723,0.042268479,0.045755826,0.069341474,0.065761104,162696.1217,139387.0433,217795.8553,187536.6925,64272.10367,144.9083672,142.3614503,155.5735574,145.8910562,184.4249307,162841.03,139529.4047,217951.4289,187682.5835,64456.5286,,,,,,
142,93.24466207,28.99915,29.13151,30.02837,26.52042,24.27458,796.820571,980.4032332,847.5195964,675.2991887,599.9150519,4.39610652,4.672289244,5.542493651,8.894032375,6.069428733,6.462321,4.564599318,4.99615,12.20196777,4.10614535,495.1656502,607.904299,532.4310083,461.0198204,421.5586639,0.09925011,0.066907392,0.064998931,0.083951156,0.113626563,161530.8701,138149.928,216890.7139,186990.6627,63897.22151,163.9857731,159.5182269,176.5679,167.5992431,229.5791115,161694.8558,138309.4462,217067.2818,187158.262,64126.80062,,,,,,
394,93.6396887,29.41672,29.64659,30.50202,26.89196,24.60125,1187.893832,1416.132618,1266.568386,1003.514598,906.2494971,4.396482137,4.672811393,5.542977118,8.894424723,6.069780582,5.749880409,4.307734606,2.786574159,7.268239199,4.602910271,668.4549006,812.5760898,717.9175888,602.8782016,556.0264654,0.045434495,0.033135089,0.036561899,0.054077628,0.06037085,163668.3629,140379.4284,218580.3261,188007.1369,64607.47644,141.717818,139.5110909,151.945347,142.049161,175.3793769,163810.0808,140518.9395,218732.2714,188149.1861,64782.85581,,,,,,
271,94.31337405,29.30486,29.5177,30.3801,26.79359,24.51315,1077.515805,1300.988454,1151.880436,912.0199009,821.1292219,4.396377698,4.672677126,5.542848636,8.894320086,6.069688545,5.721187257,4.272264815,2.942995927,7.941248288,4.392818879,619.1212601,758.391368,666.5231745,562.6087357,517.9052349,0.043890604,0.035046729,0.039769083,0.059965111,0.06080207,163055.8618,139762.0451,218089.0221,187707.9753,64394.13085,142.6549262,140.3889519,153.106452,143.1818571,178.0724841,163198.5167,139902.4341,218242.1286,187851.1571,64572.20333,,,,,,
375,94.4038094,29.12702,29.30312,30.18011,26.63499,24.37317,909.8896407,1117.154642,973.1017355,771.3996416,689.6210603,4.39621486,4.672467885,5.54265461,8.894155118,6.069527418,5.974313583,4.313196263,3.656902278,9.886504634,4.151004636,544.8878973,671.9415407,587.3062078,501.5834345,459.9185063,0.048963388,0.047153781,0.063288433,0.077409507,0.075247952,162135.3916,138805.5945,217356.6885,187265.709,64084.16923,149.2185403,146.0757202,160.8800066,150.1960382,195.5558665,162284.6102,138951.6702,217517.5685,187415.9051,64279.72509,,,,,,
267,94.89344372,29.30073,29.51337,30.37619,26.79006,24.51029,1073.510286,1297.070666,1148.090425,908.7579901,818.3027324,4.39637319,4.672673344,5.542847719,8.894315345,6.069682686,5.728779004,4.271858013,2.949961899,7.965189354,4.385834302,617.3675422,756.5668723,664.8667587,561.1706078,516.6627822,0.04411116,0.034834325,0.039769083,0.059965111,0.06080207,163033.8246,139741.0537,218072.972,187696.5132,64386.42334,142.6491682,140.384685,153.0891704,143.1702098,178.0340856,163176.4737,139881.4384,218226.0611,187839.6834,64564.45742,,,,,,
266,95.23301942,29.05636,29.21545,30.10188,26.57227,24.32129,846.1104277,1044.762572,905.5648488,717.4601351,640.537118,4.396152553,4.672370974,5.54257897,8.89408893,6.069474944,6.153184749,4.395348661,4.163908924,10.96868212,4.09127572,516.8896012,638.2000707,557.9907306,478.7549161,439.1491274,0.073445082,0.060747664,0.067992303,0.076973397,0.099611902,161792.8414,138449.0516,217100.291,187100.9495,63975.51382,157.7655867,153.8675147,170.2071912,159.8679608,216.0721655,161950.607,138602.9191,217270.4982,187260.8175,64191.58599,,,,,,
220,95.52642494,29.08555,29.25316,30.13594,26.59853,24.34422,872.2583756,1075.32617,934.228582,739.7126916,661.2455019,4.396179709,4.672414901,5.542614573,8.894114662,6.069498977,6.062441779,4.355191607,3.922396823,10.45925934,4.104532997,528.4191443,652.5530203,570.5625124,488.1820889,448.1718736,0.069254521,0.058836024,0.064571306,0.075665068,0.096162139,161933.9025,138599.8851,217210.663,187167.0151,64021.88298,156.1997621,152.5111524,168.3373089,158.0525168,212.4005095,162090.1023,138752.3963,217379.0003,187325.0676,64234.28349,,,,,,
261,95.99363474,29.44534,29.67968,30.53351,26.91707,24.62413,1216.325109,1445.793326,1296.280566,1027.0538,928.3259124,4.396507634,4.672850408,5.543010617,8.894450904,6.069804515,5.757113706,4.323346055,2.757971847,7.148433622,4.660759654,681.2808184,826.6951227,731.3774061,613.3840454,566.0468188,0.045655051,0.033559898,0.036561899,0.052769298,0.060155239,163827.5477,140540.4132,218709.6759,188083.9914,64662.86112,141.6817325,139.4930035,151.8889513,141.9789804,175.2762517,163969.2295,140679.9062,218861.5648,188225.9704,64838.13737,,,,,,
219,96.40452311,28.98086,29.1186,30.02058,26.50559,24.26886,781.5896991,968.4092017,838.0051691,662.3596567,591.9376968,4.396090288,4.67226619,5.542496637,8.894010148,6.069423276,6.614837456,4.58848005,4.985841283,12.22959275,4.080479669,488.6953535,602.7476433,528.9226899,455.5555889,418.8787565,0.107410675,0.07115548,0.074406671,0.098560837,0.125269513,161456.0211,138095.8939,216865.3834,186940.5151,63875.83308,171.0487384,166.0048607,183.7599283,175.4174201,243.7123284,161627.0698,138261.8987,217049.1433,187115.9325,64119.54541,,,,,,
245,96.80698085,29.30584,29.52083,30.38392,26.79514,24.51579,1078.786222,1303.489288,1154.848959,913.3955101,823.2783754,4.396378515,4.672679901,5.54285099,8.894322054,6.069688758,5.725729925,4.273509393,2.932850255,7.907355087,4.394888294,619.6915137,759.6202215,667.953139,563.1993374,518.9515553,0.04411116,0.034834325,0.039769083,0.059965111,0.06080207,163062.9901,139775.2334,218102.2106,187708.9949,64396.89302,142.6491538,140.3846439,153.0890484,143.1695228,178.0336272,163205.6392,139915.618,218255.2997,187852.1644,64574.92664,,,,,,
444,97.11130717,28.98618,29.1285,30.02956,26.51082,24.27442,786.1228661,975.5736633,844.5490075,666.4188889,596.3562534,4.396102733,4.672274365,5.542504216,8.894016694,6.069428328,6.57824594,4.561657831,4.860434165,12.06342543,4.071960529,490.698119,606.1885243,531.8797993,457.2543189,420.8724033,0.107410675,0.07115548,0.074834295,0.099651112,0.125269513,161479.9433,138130.2234,216889.2825,186948.3981,63882.68196,171.0462244,166.0029892,183.7579425,175.3960902,243.491182,161650.9895,138296.2264,217073.0404,187123.7941,64126.17315,,,,,,
461,97.38308449,29.41962,29.65069,30.50626,26.89477,24.60429,1190.897806,1419.703721,1270.336869,1006.128353,909.0321107,4.396486307,4.672819604,5.542980132,8.894428046,6.069784058,5.753747196,4.309636123,2.78190759,7.249424923,4.608756635,669.7977521,814.2900937,719.671325,604.034336,557.3239178,0.045434495,0.033135089,0.036561899,0.054077628,0.06037085,163685.2418,140398.7532,218596.9366,188014.299,64613.48225,141.7178252,139.5110754,151.9453202,142.0488132,175.3791778,163826.9597,140538.2642,218748.8819,188156.3478,64788.86143,,,,,,
311,97.777037,28.99357,29.14133,30.04083,26.51784,24.28027,793.2278199,985.6646631,853.7602392,672.7250229,602.7143414,4.396114066,4.672287381,5.542516546,8.89402643,6.069435411,6.543027882,4.541485473,4.701173474,11.85254874,4.074243497,493.5641779,610.7181066,535.6342786,459.5497626,423.0657859,0.098808999,0.066694987,0.065212743,0.084605321,0.115135834,161511.7726,138168.7182,216915.3426,186959.0696,63886.72906,164.2316695,159.5218005,176.5566067,167.2637247,229.3163146,161676.0043,138328.24,217091.8992,187126.3334,64116.04537,,,,,,
400,98.01480119,29.20447,29.4032,30.27512,26.70598,24.43875,982.4079678,1200.988785,1055.242783,833.2521491,749.6149373,4.396283552,4.672562633,5.542749626,8.894227501,6.069600779,5.819332197,4.280786675,3.212114982,8.800497121,4.237474786,576.8722528,711.4243653,623.7801965,528.2148082,486.4539129,0.048522276,0.04566695,0.053880693,0.071522024,0.070935748,162532.0419,139236.8268,217689.345,187448.5218,64216.78279,146.1191685,143.2484967,157.0698251,146.843748,187.4900325,162678.1611,139380.0753,217846.4148,187595.3655,64404.27282,,,,,,
87,98.51914715,29.37544,29.60094,30.45969,26.85641,24.57042,1147.374204,1375.068307,1226.106953,970.305631,876.1761738,4.396447552,4.672761982,5.542929419,8.894388633,6.069747473,5.737801292,4.288013642,2.827280182,7.455547565,4.524660317,650.2317708,793.2225685,699.7969754,588.1835297,542.5290123,0.045434495,0.033347494,0.036561899,0.054295683,0.06037085,163442.5999,140157.8483,218406.3735,187894.6938,64529.05838,141.7179421,139.5115278,151.9454424,142.0642019,175.3810849,163584.3178,140297.3598,218558.319,188036.758,64704.43947,,,,,,
16,98.64056848,29.05543,29.22341,30.11274,26.57391,24.32769,846.7161601,1050.374756,912.8010325,718.9090934,645.2044515,4.396164618,4.67236588,5.542598966,8.894087437,6.069479124,6.176060082,4.402185676,4.043759473,10.71231331,4.083088114,516.9919788,640.9418205,561.4295392,479.091491,441.33342,0.076312307,0.06011045,0.06777849,0.072830353,0.09767141,161794.967,138475.1787,217130.8015,187090.341,63974.75893,157.2701534,153.5335473,169.7212024,159.1576867,214.9798586,161952.2371,138628.7122,217300.5227,187249.4987,64189.73879,,,,,,
47,99.359764,29.30778,29.52477,30.38864,26.79752,24.51915,1081.070239,1306.800702,1158.78512,915.6144353,826.174912,4.39637615,4.672682722,5.542857363,8.894324715,6.0696916,5.735718989,4.276212893,2.922430672,7.867087227,4.399189958,620.6450994,761.1954905,669.7970171,564.145842,520.316892,0.04411116,0.035046729,0.039982895,0.060183166,0.06058646,163075.487,139793.5127,218119.7055,187712.5889,64401.29672,142.6491534,140.3846497,153.0872874,143.1689949,178.0356051,163218.1361,139933.8974,218272.7928,187855.7579,64579.33233,,,,,,
21,99.67081432,29.36777,29.59269,30.45222,26.84989,24.56499,1139.946674,1367.633454,1218.930382,964.2590392,870.8393835,4.396439149,4.672753391,5.542924071,8.894382897,6.06974092,5.738903028,4.287615818,2.837791972,7.491482458,4.510932503,646.8859681,789.7254215,696.6009709,585.4901926,540.1539616,0.045434495,0.033347494,0.036561899,0.054513737,0.06037085,163401.3003,140118.2024,218375.7187,187873.6534,64514.5828,141.7179712,139.511615,151.9454566,142.0645191,175.3813986,163543.0182,140257.714,218527.6642,188015.7179,64689.9642,,,,,,
259,99.90469409,29.31284,29.53081,30.39451,26.80207,24.5234,1086.087171,1312.149298,1164.212383,919.8214145,830.2043107,4.396380947,4.672688711,5.542861448,8.894328943,6.069696647,5.739189497,4.277284472,2.913636076,7.826172616,4.408175762,622.8827911,763.7139345,672.2249552,565.9849999,522.127361,0.04411116,0.035046729,0.039982895,0.060183166,0.06058646,163103.1462,139822.0946,218142.988,187725.7539,64410.87539,142.6424594,140.3845874,153.0872663,143.1686964,178.0353111,163245.7887,139962.4792,218296.0752,187868.9226,64588.9107,,,,,,
398,100.1757536,29.14798,29.33938,30.21842,26.6572,24.3992,930.4028918,1146.124381,1003.545991,790.1932508,711.4481194,4.396240261,4.672486331,5.542694783,8.894170861,6.06955896,5.932014367,4.307633668,3.423672526,9.354726317,4.164272077,553.868353,685.773768,601.2180928,509.5656855,469.9534142,0.047198941,0.047153781,0.062219371,0.076101177,0.076110392,162247.8899,138953.9721,217482.5975,187304.6727,64120.6678,149.2373154,146.1118197,160.9060541,150.2303652,195.6218438,162397.1272,139100.084,217643.5036,187454.9031,64316.28964,,,,,,
63,100.6226754,29.08474,29.26381,30.15092,26.6014,24.35286,873.7322466,1083.211096,944.6963665,742.4112442,668.3022061,4.396189329,4.672406167,5.542634227,8.894114961,6.069511585,6.088478089,4.372142406,3.772916816,10.13805667,4.104478347,528.7761508,656.2590652,575.3905126,488.9168519,451.212126,0.056241729,0.053950722,0.062860808,0.071522024,0.083225528,161939.0846,138637.2436,217251.9205,187153.1177,64018.11341,152.8478997,149.5880035,164.7522069,154.4337412,204.8859118,162091.9325,138786.8316,217416.6727,187307.5515,64222.99932,,,,,,
135,101.0518188,28.97936,29.13216,30.03767,26.50729,24.27746,782.9543209,977.8930058,849.4312707,664.3949938,598.891208,4.396097053,4.672261582,5.542510605,8.894021009,6.069430593,6.68853858,4.598749831,4.674399105,11.74371548,4.05838847,488.9852657,607.2045136,534.0679469,455.7042498,421.6631087,0.098588443,0.068606627,0.064785119,0.083078936,0.118154377,161456.6048,138132.8292,216902.8103,186916.6684,63865.22054,166.2054201,161.0837927,178.2835335,169.1062657,233.0913515,161622.8102,138293.913,217081.0938,187085.7746,64098.31189,,,,,,
452,101.3551599,29.17554,29.37332,30.25038,26.68211,24.42188,955.9016342,1174.647995,1031.485196,811.8575324,732.0145833,4.396265323,4.672520272,5.542722987,8.89420254,6.069582285,5.870824078,4.301406175,3.292597596,9.002775841,4.193146411,565.1817646,699.2265214,613.6477926,518.9578735,479.1796922,0.044772828,0.047366185,0.062219371,0.076319232,0.075894782,162387.7538,139101.3337,217597.0504,187370.3958,64168.19128,149.2149895,146.1109206,160.9033657,150.2203658,195.6075551,162536.9688,139247.4446,217757.9537,187520.6162,64363.79884,,,,,,
76,101.6686727,29.14454,29.33728,30.21803,26.65504,24.39911,927.7478258,1144.174638,1002.671214,788.3229552,710.7924381,4.396240281,4.67248508,5.542692181,8.894169489,6.069555867,5.941608805,4.315319581,3.42028426,9.335313808,4.158926761,552.6368994,684.89455,600.9404787,508.7271853,469.8120354,0.043008381,0.048215803,0.062433184,0.074356738,0.077404053,162233.6705,138944.8713,217481.3487,187293.8892,64115.41786,150.0288632,147.0119782,161.8721743,151.2099065,197.7933669,162383.6994,139091.8833,217643.2209,187445.0991,64313.21123,,,,,,
244,102.1723325,29.41076,29.64147,30.49823,26.8874,24.59845,1182.328987,1411.348189,1262.469012,999.2658706,903.1986882,4.396479963,4.672805409,5.542971833,8.89442057,6.069778663,5.754907,4.309013352,2.788623362,7.279716479,4.592472851,665.8963609,810.35691,716.1537262,600.9681418,554.7275464,0.045434495,0.033347494,0.036561899,0.054295683,0.06037085,163637.4033,140353.8697,218563.5208,187989.2651,64596.71475,141.7178679,139.5111855,151.9453279,142.0558764,175.3795077,163779.1212,140493.3809,218715.4661,188131.321,64772.09426,,,,,,
