年份,地级市,邻1,邻2,邻3
2013,乌鲁木齐市,伊犁哈萨克自治州,巴音郭楞蒙古自治州,昌吉回族自治州
2013,克拉玛依市,昌吉回族自治州,阿克苏地区,巴音郭楞蒙古自治州
2013,吐鲁番地区,博尔塔拉蒙古自治州,阿勒泰地区,哈密地区
2013,哈密地区,吐鲁番地区,博尔塔拉蒙古自治州,阿勒泰地区
2013,昌吉回族自治州,巴音郭楞蒙古自治州,克拉玛依市,阿克苏地区
2013,伊犁哈萨克自治州,巴音郭楞蒙古自治州,昌吉回族自治州,克拉玛依市
2013,塔城地区,喀什地区,阿克苏地区,哈密地区
2013,阿勒泰地区,博尔塔拉蒙古自治州,和田地区,吐鲁番地区
2013,博尔塔拉蒙古自治州,阿勒泰地区,吐鲁番地区,和田地区
2013,巴音郭楞蒙古自治州,昌吉回族自治州,克拉玛依市,阿克苏地区
2013,阿克苏地区,喀什地区,塔城地区,克拉玛依市
2013,克孜勒苏柯尔克孜自治州,和田地区,阿勒泰地区,博尔塔拉蒙古自治州
2013,喀什地区,塔城地区,阿克苏地区,克拉玛依市
2013,和田地区,阿勒泰地区,博尔塔拉蒙古自治州,吐鲁番地区
2014,北京市,
2014,天津市,
2014,长春市,吉林市,松原市,四平市
2014,吉林市,松原市,四平市,通化市
2014,四平市,通化市,松原市,辽源市
2014,辽源市,白城市,白山市,通化市
2014,通化市,四平市,辽源市,白城市
2014,白山市,白城市,辽源市,通化市
2014,松原市,四平市,通化市,吉林市
2014,白城市,辽源市,白山市,通化市
2014,上海市,
2014,南京市,无锡市,南通市,徐州市
2014,杭州市,宁波市,温州市,绍兴市
2014,南昌市,赣州市,九江市,上饶市
2014,景德镇市,萍乡市,鹰潭市,新余市
2014,萍乡市,新余市,景德镇市,抚州市
2014,九江市,赣州市,上饶市,宜春市
2014,新余市,萍乡市,抚州市,景德镇市
2014,鹰潭市,景德镇市,萍乡市,新余市
2014,赣州市,九江市,上饶市,宜春市
2014,吉安市,抚州市,宜春市,上饶市
2014,宜春市,上饶市,九江市,吉安市
2014,抚州市,新余市,萍乡市,吉安市
2014,上饶市,宜春市,九江市,赣州市
2014,济南市,烟台市,潍坊市,淄博市
2014,青岛市,烟台市,济南市,潍坊市
2014,淄博市,济宁市,临沂市,东营市
2014,枣庄市,菏泽市,滨州市,日照市
2014,东营市,临沂市,济宁市,泰安市
2014,烟台市,济南市,潍坊市,淄博市
2014,潍坊市,淄博市,济南市,济宁市
2014,济宁市,淄博市,临沂市,东营市
2014,泰安市,威海市,德州市,东营市
2014,威海市,德州市,泰安市,聊城市
2014,日照市,枣庄市,菏泽市,滨州市
2014,莱芜市,日照市,枣庄市,菏泽市
2014,临沂市,东营市,济宁市,淄博市
2014,德州市,聊城市,威海市,滨州市
2014,聊城市,德州市,滨州市,威海市
2014,滨州市,菏泽市,聊城市,枣庄市
2014,菏泽市,滨州市,枣庄市,聊城市
2014,长沙市,岳阳市,常德市,衡阳市
2014,株洲市,衡阳市,郴州市,常德市
2014,湘潭市,永州市,郴州市,邵阳市
2014,衡阳市,常德市,株洲市,岳阳市
2014,邵阳市,益阳市,永州市,娄底市
2014,岳阳市,常德市,衡阳市,株洲市
2014,常德市,衡阳市,岳阳市,株洲市
2014,张家界市,怀化市,娄底市,益阳市
2014,益阳市,邵阳市,娄底市,永州市
2014,郴州市,株洲市,湘潭市,衡阳市
2014,永州市,邵阳市,益阳市,娄底市
2014,怀化市,娄底市,益阳市,邵阳市
2014,娄底市,怀化市,益阳市,邵阳市
2014,广州市,深圳市,佛山市,东莞市
2014,韶关市,阳江市,清远市,梅州市
2014,深圳市,广州市,佛山市,东莞市
2014,珠海市,肇庆市,揭阳市,汕头市
2014,汕头市,揭阳市,肇庆市,珠海市
2014,佛山市,东莞市,惠州市,中山市
2014,江门市,湛江市,珠海市,肇庆市
2014,湛江市,茂名市,江门市,珠海市
2014,茂名市,湛江市,江门市,中山市
2014,肇庆市,珠海市,揭阳市,汕头市
2014,惠州市,中山市,茂名市,湛江市
2014,梅州市,潮州市,河源市,汕尾市
2014,汕尾市,河源市,云浮市,潮州市
2014,河源市,汕尾市,潮州市,云浮市
2014,阳江市,清远市,韶关市,梅州市
2014,清远市,阳江市,韶关市,梅州市
2014,东莞市,佛山市,惠州市,中山市
2014,中山市,惠州市,茂名市,湛江市
2014,潮州市,梅州市,河源市,汕尾市
2014,揭阳市,汕头市,肇庆市,珠海市
2014,云浮市,汕尾市,河源市,潮州市
2014,海口市,三亚市
2014,三亚市,海口市
2014,重庆市,
2014,商洛市,安康市,铜川市,汉中市
2014,银川市,石嘴山市,吴忠市,中卫市
2014,石嘴山市,吴忠市,中卫市,固原市
2014,吴忠市,石嘴山市,中卫市,固原市
2014,固原市,中卫市,吴忠市,石嘴山市
2014,中卫市,吴忠市,固原市,石嘴山市
2014,鄂尔多斯市,包头市,呼和浩特市,通辽市
2014,铁岭市,朝阳市,葫芦岛市,辽阳市
2014,沈阳市,大连市,鞍山市,营口市
2014,大连市,沈阳市,鞍山市,营口市
2014,鞍山市,营口市,锦州市,盘锦市
2014,抚顺市,盘锦市,锦州市,本溪市
2014,本溪市,抚顺市,盘锦市,丹东市
2014,丹东市,辽阳市,朝阳市,本溪市
2014,锦州市,盘锦市,抚顺市,营口市
2014,营口市,锦州市,盘锦市,抚顺市
2014,阜新市,葫芦岛市,铁岭市,朝阳市
2014,辽阳市,丹东市,朝阳市,铁岭市
2014,盘锦市,抚顺市,锦州市,本溪市
2014,朝阳市,辽阳市,丹东市,铁岭市
2014,葫芦岛市,阜新市,铁岭市,朝阳市
2014,镇江市,泰州市,扬州市,盐城市
2014,泰州市,镇江市,扬州市,盐城市
2014,宿迁市,连云港市,淮安市,镇江市
2014,嘉兴市,台州市,金华市,绍兴市
2014,宁波市,杭州市,温州市,绍兴市
2014,湖州市,衢州市,丽水市,舟山市
2014,绍兴市,温州市,台州市,嘉兴市
2014,舟山市,丽水市,衢州市,湖州市
2014,温州市,绍兴市,台州市,嘉兴市
2014,金华市,嘉兴市,台州市,绍兴市
2014,衢州市,丽水市,舟山市,湖州市
2014,台州市,嘉兴市,金华市,绍兴市
2014,丽水市,舟山市,衢州市,湖州市
2014,阜阳市,滁州市,蚌埠市,宿州市
2014,拉萨市,日喀则市,昌都市,山南市
2014,昌都市,山南市,林芝市,日喀则市
2014,山南市,林芝市,昌都市,那曲地区
2014,日喀则市,昌都市,山南市,林芝市
2014,那曲地区,林芝市,山南市,昌都市
2014,阿里地区,那曲地区,林芝市,山南市
2014,林芝市,山南市,那曲地区,昌都市
2014,西宁市,海西蒙古族藏族自治州,海东市,海南藏族自治州
2014,海东市,海西蒙古族藏族自治州,海南藏族自治州,海北藏族自治州
2014,海北藏族自治州,黄南藏族自治州,海南藏族自治州,玉树藏族自治州
2014,黄南藏族自治州,玉树藏族自治州,海北藏族自治州,果洛藏族自治州
2014,海南藏族自治州,海北藏族自治州,黄南藏族自治州,玉树藏族自治州
2014,果洛藏族自治州,玉树藏族自治州,黄南藏族自治州,海北藏族自治州
2014,玉树藏族自治州,黄南藏族自治州,果洛藏族自治州,海北藏族自治州
2014,海西蒙古族藏族自治州,海东市,海南藏族自治州,海北藏族自治州
2014,贵阳市,遵义市,毕节市,六盘水市
2014,六盘水市,毕节市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2014,遵义市,毕节市,贵阳市,六盘水市
2014,安顺市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州
2014,毕节市,六盘水市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2014,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,安顺市
2014,黔西南布依族苗族自治州,铜仁市,黔东南苗族侗族自治州,黔南布依族苗族自治州
2014,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市,黔南布依族苗族自治州
2014,黔南布依族苗族自治州,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市
2014,无锡市,南京市,南通市,徐州市
2014,徐州市,常州市,南通市,盐城市
2014,常州市,徐州市,南通市,盐城市
2014,苏州市,南京市,无锡市,南通市
2014,南通市,徐州市,常州市,盐城市
2014,连云港市,宿迁市,淮安市,镇江市
2014,淮安市,连云港市,宿迁市,镇江市
2014,盐城市,扬州市,泰州市,镇江市
2014,扬州市,盐城市,泰州市,镇江市
2014,石家庄市,唐山市,沧州市,邯郸市
2014,承德市,张家口市,秦皇岛市,衡水市
2014,张家口市,承德市,秦皇岛市,衡水市
2014,秦皇岛市,衡水市,承德市,张家口市
2014,唐山市,石家庄市,沧州市,邯郸市
2014,廊坊市,邢台市,张家口市,承德市
2014,保定市,邯郸市,沧州市,廊坊市
2014,沧州市,邯郸市,保定市,廊坊市
2014,衡水市,秦皇岛市,承德市,张家口市
2014,邢台市,张家口市,承德市,秦皇岛市
2014,邯郸市,保定市,沧州市,廊坊市
2014,呼和浩特市,包头市,通辽市,赤峰市
2014,包头市,鄂尔多斯市,呼和浩特市,通辽市
2014,呼伦贝尔市,赤峰市,通辽市,锡林郭勒盟
2014,兴安盟,乌海市,阿拉善盟,巴彦淖尔市
2014,通辽市,赤峰市,呼伦贝尔市,锡林郭勒盟
2014,赤峰市,通辽市,呼伦贝尔市,锡林郭勒盟
2014,锡林郭勒盟,乌兰察布市,巴彦淖尔市,乌海市
2014,乌兰察布市,巴彦淖尔市,锡林郭勒盟,乌海市
2014,巴彦淖尔市,乌兰察布市,锡林郭勒盟,乌海市
2014,乌海市,兴安盟,巴彦淖尔市,乌兰察布市
2014,阿拉善盟,兴安盟,乌海市,巴彦淖尔市
2014,合肥市,芜湖市,安庆市,马鞍山市
2014,淮北市,淮南市,铜陵市,亳州市
2014,亳州市,宣城市,淮南市,淮北市
2014,宿州市,蚌埠市,六安市,阜阳市
2014,蚌埠市,宿州市,阜阳市,六安市
2014,淮南市,淮北市,铜陵市,亳州市
2014,滁州市,阜阳市,蚌埠市,宿州市
2014,六安市,宿州市,蚌埠市,阜阳市
2014,马鞍山市,滁州市,阜阳市,蚌埠市
2014,芜湖市,安庆市,马鞍山市,滁州市
2014,宣城市,亳州市,淮南市,淮北市
2014,铜陵市,淮北市,淮南市,亳州市
2014,池州市,黄山市,铜陵市,淮北市
2014,安庆市,马鞍山市,滁州市,阜阳市
2014,黄山市,池州市,铜陵市,淮北市
2014,大同市,朔州市,晋城市,晋中市
2014,阳泉市,忻州市,大同市,朔州市
2014,长治市,临汾市,运城市,吕梁市
2014,晋城市,晋中市,朔州市,大同市
2014,朔州市,大同市,晋城市,晋中市
2014,晋中市,晋城市,朔州市,大同市
2014,运城市,临汾市,吕梁市,长治市
2014,忻州市,阳泉市,大同市,朔州市
2014,临汾市,运城市,吕梁市,长治市
2014,吕梁市,晋中市,晋城市,朔州市
2014,太原市,长治市,临汾市,运城市
2014,成都市,绵阳市,德阳市,宜宾市
2014,自贡市,内江市,资阳市,眉山市
2014,攀枝花市,广安市,遂宁市,眉山市
2014,泸州市,乐山市,凉山彝族自治州,资阳市
2014,德阳市,绵阳市,宜宾市,南充市
2014,绵阳市,德阳市,宜宾市,南充市
2014,广元市,雅安市,巴中市,遂宁市
2014,遂宁市,攀枝花市,广安市,眉山市
2014,内江市,资阳市,乐山市,自贡市
2014,乐山市,资阳市,内江市,泸州市
2014,南充市,宜宾市,德阳市,达州市
2014,眉山市,广安市,攀枝花市,自贡市
2014,宜宾市,南充市,德阳市,达州市
2014,广安市,眉山市,攀枝花市,遂宁市
2014,达州市,凉山彝族自治州,南充市,泸州市
2014,雅安市,巴中市,广元市,阿坝藏族羌族自治州
2014,巴中市,雅安市,广元市,阿坝藏族羌族自治州
2014,资阳市,乐山市,内江市,泸州市
2014,阿坝藏族羌族自治州,甘孜藏族自治州,巴中市,雅安市
2014,甘孜藏族自治州,阿坝藏族羌族自治州,巴中市,雅安市
2014,凉山彝族自治州,达州市,泸州市,乐山市
2014,兰州市,庆阳市,酒泉市,天水市
2014,嘉峪关市,金昌市,临夏回族自治州,陇南市
2014,金昌市,嘉峪关市,陇南市,定西市
2014,白银市,武威市,天水市,张掖市
2014,天水市,白银市,酒泉市,武威市
2014,武威市,白银市,张掖市,平凉市
2014,张掖市,平凉市,武威市,定西市
2014,平凉市,张掖市,武威市,定西市
2014,酒泉市,庆阳市,天水市,白银市
2014,庆阳市,酒泉市,天水市,白银市
2014,定西市,陇南市,金昌市,嘉峪关市
2014,陇南市,定西市,金昌市,嘉峪关市
2014,临夏回族自治州,嘉峪关市,金昌市,甘南藏族自治州
2014,甘南藏族自治州,临夏回族自治州,嘉峪关市,金昌市
2014,昆明市,曲靖市,玉溪市,红河哈尼族彝族自治州
2014,曲靖市,玉溪市,红河哈尼族彝族自治州,大理白族自治州
2014,玉溪市,红河哈尼族彝族自治州,大理白族自治州,曲靖市
2014,保山市,普洱市,临沧市,文山壮族苗族自治州
2014,昭通市,楚雄彝族自治州,文山壮族苗族自治州,大理白族自治州
2014,丽江市,德宏傣族景颇族自治州,西双版纳傣族自治州,迪庆藏族自治州
2014,普洱市,临沧市,保山市,文山壮族苗族自治州
2014,临沧市,普洱市,保山市,文山壮族苗族自治州
2014,楚雄彝族自治州,昭通市,文山壮族苗族自治州,大理白族自治州
2014,红河哈尼族彝族自治州,玉溪市,大理白族自治州,曲靖市
2014,文山壮族苗族自治州,昭通市,楚雄彝族自治州,保山市
2014,西双版纳傣族自治州,德宏傣族景颇族自治州,丽江市,迪庆藏族自治州
2014,大理白族自治州,楚雄彝族自治州,昭通市,文山壮族苗族自治州
2014,德宏傣族景颇族自治州,丽江市,西双版纳傣族自治州,迪庆藏族自治州
2014,怒江傈僳族自治州,迪庆藏族自治州,丽江市,德宏傣族景颇族自治州
2014,迪庆藏族自治州,怒江傈僳族自治州,丽江市,德宏傣族景颇族自治州
2014,西安市,榆林市,咸阳市,宝鸡市
2014,铜川市,商洛市,安康市,汉中市
2014,宝鸡市,延安市,渭南市,咸阳市
2014,咸阳市,宝鸡市,延安市,渭南市
2014,渭南市,延安市,宝鸡市,汉中市
2014,延安市,渭南市,宝鸡市,咸阳市
2014,汉中市,安康市,渭南市,延安市
2014,安康市,商洛市,汉中市,铜川市
2014,榆林市,咸阳市,宝鸡市,延安市
2014,福州市,泉州市,厦门市,漳州市
2014,厦门市,漳州市,龙岩市,三明市
2014,莆田市,三明市,龙岩市,宁德市
2014,三明市,龙岩市,莆田市,宁德市
2014,泉州市,福州市,厦门市,漳州市
2014,漳州市,厦门市,龙岩市,三明市
2014,南平市,宁德市,莆田市,三明市
2014,龙岩市,三明市,莆田市,宁德市
2014,宁德市,莆田市,南平市,三明市
2014,南宁市,柳州市,桂林市,玉林市
2014,柳州市,桂林市,玉林市,南宁市
2014,桂林市,柳州市,玉林市,梧州市
2014,梧州市,百色市,北海市,钦州市
2014,北海市,钦州市,贵港市,百色市
2014,防城港市,河池市,来宾市,崇左市
2014,钦州市,北海市,贵港市,百色市
2014,贵港市,钦州市,北海市,百色市
2014,玉林市,梧州市,百色市,桂林市
2014,百色市,北海市,钦州市,贵港市
2014,贺州市,来宾市,防城港市,河池市
2014,河池市,防城港市,崇左市,来宾市
2014,来宾市,防城港市,河池市,崇左市
2014,崇左市,河池市,防城港市,来宾市
2014,郑州市,洛阳市,南阳市,许昌市
2014,开封市,平顶山市,驻马店市,商丘市
2014,洛阳市,南阳市,许昌市,周口市
2014,平顶山市,驻马店市,商丘市,信阳市
2014,安阳市,信阳市,焦作市,商丘市
2014,鹤壁市,漯河市,三门峡市,濮阳市
2014,新乡市,周口市,焦作市,安阳市
2014,焦作市,安阳市,新乡市,信阳市
2014,濮阳市,三门峡市,开封市,漯河市
2014,许昌市,周口市,新乡市,焦作市
2014,漯河市,鹤壁市,三门峡市,濮阳市
2014,三门峡市,濮阳市,开封市,漯河市
2014,南阳市,许昌市,洛阳市,周口市
2014,商丘市,驻马店市,信阳市,平顶山市
2014,信阳市,安阳市,商丘市,驻马店市
2014,周口市,新乡市,许昌市,焦作市
2014,驻马店市,商丘市,平顶山市,信阳市
2014,哈尔滨市,大庆市,齐齐哈尔市,绥化市
2014,齐齐哈尔市,绥化市,牡丹江市,佳木斯市
2014,鸡西市,双鸭山市,黑河市,佳木斯市
2014,鹤岗市,伊春市,七台河市,大兴安岭地区
2014,双鸭山市,黑河市,鸡西市,鹤岗市
2014,大庆市,哈尔滨市,齐齐哈尔市,绥化市
2014,伊春市,鹤岗市,七台河市,大兴安岭地区
2014,佳木斯市,鸡西市,双鸭山市,黑河市
2014,七台河市,伊春市,鹤岗市,大兴安岭地区
2014,牡丹江市,绥化市,齐齐哈尔市,佳木斯市
2014,黑河市,双鸭山市,鸡西市,鹤岗市
2014,绥化市,齐齐哈尔市,牡丹江市,佳木斯市
2014,大兴安岭地区,七台河市,伊春市,鹤岗市
2014,武汉市,宜昌市,襄阳市,荆州市
2014,黄石市,十堰市,荆门市,孝感市
2014,十堰市,黄石市,荆门市,孝感市
2014,宜昌市,襄阳市,荆州市,黄冈市
2014,襄阳市,宜昌市,荆州市,黄冈市
2014,鄂州市,随州市,恩施土家族苗族自治州,咸宁市
2014,荆门市,孝感市,黄石市,十堰市
2014,孝感市,荆门市,黄冈市,荆州市
2014,荆州市,黄冈市,孝感市,荆门市
2014,黄冈市,荆州市,孝感市,荆门市
2014,咸宁市,十堰市,随州市,黄石市
2014,随州市,鄂州市,恩施土家族苗族自治州,咸宁市
2014,恩施土家族苗族自治州,鄂州市,随州市,咸宁市
2014,乌鲁木齐市,伊犁哈萨克自治州,巴音郭楞蒙古自治州,昌吉回族自治州
2014,克拉玛依市,阿克苏地区,喀什地区,昌吉回族自治州
2014,吐鲁番地区,博尔塔拉蒙古自治州,阿勒泰地区,和田地区
2014,哈密地区,吐鲁番地区,博尔塔拉蒙古自治州,阿勒泰地区
2014,昌吉回族自治州,巴音郭楞蒙古自治州,克拉玛依市,阿克苏地区
2014,伊犁哈萨克自治州,巴音郭楞蒙古自治州,昌吉回族自治州,克拉玛依市
2014,塔城地区,喀什地区,阿克苏地区,哈密地区
2014,阿勒泰地区,和田地区,博尔塔拉蒙古自治州,吐鲁番地区
2014,博尔塔拉蒙古自治州,吐鲁番地区,阿勒泰地区,和田地区
2014,巴音郭楞蒙古自治州,昌吉回族自治州,克拉玛依市,阿克苏地区
2014,阿克苏地区,喀什地区,克拉玛依市,塔城地区
2014,克孜勒苏柯尔克孜自治州,和田地区,阿勒泰地区,博尔塔拉蒙古自治州
2014,喀什地区,阿克苏地区,塔城地区,克拉玛依市
2014,和田地区,阿勒泰地区,博尔塔拉蒙古自治州,吐鲁番地区
2015,北京市,
2015,天津市,
2015,长春市,吉林市,松原市,四平市
2015,吉林市,松原市,四平市,通化市
2015,四平市,通化市,松原市,辽源市
2015,辽源市,白城市,白山市,通化市
2015,通化市,四平市,辽源市,白城市
2015,白山市,白城市,辽源市,通化市
2015,松原市,四平市,通化市,吉林市
2015,白城市,辽源市,白山市,通化市
2015,上海市,
2015,南京市,无锡市,南通市,徐州市
2015,杭州市,宁波市,温州市,绍兴市
2015,南昌市,赣州市,九江市,上饶市
2015,景德镇市,鹰潭市,萍乡市,新余市
2015,萍乡市,新余市,景德镇市,抚州市
2015,九江市,赣州市,上饶市,宜春市
2015,新余市,萍乡市,抚州市,景德镇市
2015,鹰潭市,景德镇市,萍乡市,新余市
2015,赣州市,九江市,上饶市,宜春市
2015,吉安市,抚州市,宜春市,上饶市
2015,宜春市,上饶市,九江市,吉安市
2015,抚州市,新余市,萍乡市,吉安市
2015,上饶市,宜春市,九江市,吉安市
2015,济南市,烟台市,潍坊市,淄博市
2015,青岛市,烟台市,济南市,潍坊市
2015,淄博市,济宁市,临沂市,东营市
2015,枣庄市,滨州市,日照市,菏泽市
2015,东营市,泰安市,临沂市,威海市
2015,烟台市,济南市,潍坊市,淄博市
2015,潍坊市,济南市,淄博市,济宁市
2015,济宁市,淄博市,临沂市,东营市
2015,泰安市,威海市,东营市,德州市
2015,威海市,泰安市,德州市,聊城市
2015,日照市,枣庄市,滨州市,菏泽市
2015,莱芜市,日照市,枣庄市,滨州市
2015,临沂市,济宁市,东营市,淄博市
2015,德州市,聊城市,威海市,菏泽市
2015,聊城市,德州市,菏泽市,滨州市
2015,滨州市,菏泽市,聊城市,枣庄市
2015,菏泽市,滨州市,聊城市,德州市
2015,长沙市,岳阳市,常德市,衡阳市
2015,株洲市,衡阳市,郴州市,常德市
2015,湘潭市,永州市,郴州市,邵阳市
2015,衡阳市,常德市,株洲市,岳阳市
2015,邵阳市,永州市,益阳市,娄底市
2015,岳阳市,常德市,衡阳市,株洲市
2015,常德市,衡阳市,岳阳市,株洲市
2015,张家界市,怀化市,娄底市,益阳市
2015,益阳市,邵阳市,娄底市,永州市
2015,郴州市,湘潭市,株洲市,衡阳市
2015,永州市,邵阳市,益阳市,娄底市
2015,怀化市,娄底市,益阳市,邵阳市
2015,娄底市,怀化市,益阳市,邵阳市
2015,广州市,深圳市,佛山市,东莞市
2015,韶关市,阳江市,清远市,梅州市
2015,深圳市,广州市,佛山市,东莞市
2015,珠海市,肇庆市,揭阳市,汕头市
2015,汕头市,揭阳市,肇庆市,珠海市
2015,佛山市,东莞市,惠州市,中山市
2015,江门市,湛江市,茂名市,珠海市
2015,湛江市,茂名市,江门市,珠海市
2015,茂名市,湛江市,江门市,珠海市
2015,肇庆市,珠海市,揭阳市,汕头市
2015,惠州市,中山市,茂名市,湛江市
2015,梅州市,潮州市,河源市,韶关市
2015,汕尾市,河源市,云浮市,潮州市
2015,河源市,汕尾市,云浮市,潮州市
2015,阳江市,清远市,韶关市,梅州市
2015,清远市,阳江市,韶关市,梅州市
2015,东莞市,佛山市,惠州市,中山市
2015,中山市,惠州市,茂名市,湛江市
2015,潮州市,梅州市,河源市,汕尾市
2015,揭阳市,汕头市,肇庆市,珠海市
2015,云浮市,汕尾市,河源市,潮州市
2015,海口市,三亚市,儋州市
2015,三亚市,儋州市,海口市
2015,儋州市,三亚市,海口市
2015,重庆市,
2015,商洛市,安康市,铜川市,汉中市
2015,银川市,石嘴山市,吴忠市,中卫市
2015,石嘴山市,吴忠市,中卫市,固原市
2015,吴忠市,石嘴山市,中卫市,固原市
2015,固原市,中卫市,吴忠市,石嘴山市
2015,中卫市,吴忠市,固原市,石嘴山市
2015,鄂尔多斯市,包头市,呼和浩特市,通辽市
2015,沈阳市,大连市,鞍山市,营口市
2015,大连市,沈阳市,鞍山市,营口市
2015,鞍山市,营口市,锦州市,盘锦市
2015,抚顺市,盘锦市,本溪市,锦州市
2015,本溪市,抚顺市,盘锦市,辽阳市
2015,丹东市,辽阳市,朝阳市,本溪市
2015,锦州市,盘锦市,抚顺市,本溪市
2015,营口市,锦州市,盘锦市,抚顺市
2015,阜新市,葫芦岛市,铁岭市,朝阳市
2015,辽阳市,丹东市,本溪市,朝阳市
2015,盘锦市,抚顺市,锦州市,本溪市
2015,铁岭市,葫芦岛市,朝阳市,阜新市
2015,朝阳市,铁岭市,丹东市,葫芦岛市
2015,葫芦岛市,铁岭市,朝阳市,阜新市
2015,镇江市,泰州市,扬州市,盐城市
2015,泰州市,镇江市,扬州市,盐城市
2015,宿迁市,连云港市,淮安市,镇江市
2015,宁波市,杭州市,温州市,绍兴市
2015,嘉兴市,台州市,金华市,绍兴市
2015,湖州市,衢州市,丽水市,舟山市
2015,绍兴市,温州市,台州市,嘉兴市
2015,舟山市,丽水市,衢州市,湖州市
2015,温州市,绍兴市,台州市,嘉兴市
2015,金华市,嘉兴市,台州市,绍兴市
2015,衢州市,丽水市,舟山市,湖州市
2015,台州市,嘉兴市,金华市,绍兴市
2015,丽水市,舟山市,衢州市,湖州市
2015,阜阳市,蚌埠市,宿州市,滁州市
2015,拉萨市,日喀则市,昌都市,山南市
2015,昌都市,山南市,林芝市,日喀则市
2015,山南市,林芝市,昌都市,那曲地区
2015,日喀则市,昌都市,山南市,林芝市
2015,那曲地区,林芝市,山南市,昌都市
2015,阿里地区,那曲地区,林芝市,山南市
2015,林芝市,山南市,那曲地区,昌都市
2015,西宁市,海西蒙古族藏族自治州,海东市,海南藏族自治州
2015,海东市,海西蒙古族藏族自治州,海南藏族自治州,海北藏族自治州
2015,海北藏族自治州,黄南藏族自治州,玉树藏族自治州,海南藏族自治州
2015,黄南藏族自治州,玉树藏族自治州,海北藏族自治州,果洛藏族自治州
2015,海南藏族自治州,海北藏族自治州,黄南藏族自治州,玉树藏族自治州
2015,果洛藏族自治州,玉树藏族自治州,黄南藏族自治州,海北藏族自治州
2015,玉树藏族自治州,黄南藏族自治州,果洛藏族自治州,海北藏族自治州
2015,海西蒙古族藏族自治州,海东市,海南藏族自治州,海北藏族自治州
2015,贵阳市,遵义市,毕节市,六盘水市
2015,六盘水市,毕节市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2015,遵义市,毕节市,贵阳市,六盘水市
2015,安顺市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州
2015,毕节市,六盘水市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2015,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,黔南布依族苗族自治州
2015,黔西南布依族苗族自治州,黔东南苗族侗族自治州,铜仁市,黔南布依族苗族自治州
2015,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市,黔南布依族苗族自治州
2015,黔南布依族苗族自治州,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市
2015,无锡市,南京市,南通市,徐州市
2015,徐州市,常州市,南通市,盐城市
2015,常州市,徐州市,南通市,盐城市
2015,苏州市,南京市,无锡市,南通市
2015,南通市,徐州市,常州市,盐城市
2015,连云港市,宿迁市,淮安市,镇江市
2015,淮安市,连云港市,宿迁市,镇江市
2015,盐城市,扬州市,泰州市,镇江市
2015,扬州市,盐城市,泰州市,镇江市
2015,石家庄市,唐山市,沧州市,保定市
2015,承德市,张家口市,秦皇岛市,衡水市
2015,张家口市,承德市,秦皇岛市,衡水市
2015,秦皇岛市,衡水市,承德市,张家口市
2015,唐山市,石家庄市,沧州市,保定市
2015,廊坊市,邯郸市,邢台市,保定市
2015,保定市,沧州市,邯郸市,廊坊市
2015,沧州市,保定市,邯郸市,廊坊市
2015,衡水市,秦皇岛市,承德市,张家口市
2015,邢台市,张家口市,承德市,秦皇岛市
2015,邯郸市,保定市,沧州市,廊坊市
2015,呼和浩特市,包头市,鄂尔多斯市,通辽市
2015,包头市,鄂尔多斯市,呼和浩特市,通辽市
2015,呼伦贝尔市,赤峰市,通辽市,锡林郭勒盟
2015,兴安盟,乌海市,阿拉善盟,巴彦淖尔市
2015,通辽市,赤峰市,呼伦贝尔市,锡林郭勒盟
2015,赤峰市,通辽市,呼伦贝尔市,锡林郭勒盟
2015,锡林郭勒盟,乌兰察布市,巴彦淖尔市,乌海市
2015,乌兰察布市,巴彦淖尔市,锡林郭勒盟,乌海市
2015,巴彦淖尔市,乌兰察布市,锡林郭勒盟,乌海市
2015,乌海市,兴安盟,阿拉善盟,巴彦淖尔市
2015,阿拉善盟,兴安盟,乌海市,巴彦淖尔市
2015,太原市,长治市,运城市,临汾市
2015,大同市,晋中市,晋城市,吕梁市
2015,阳泉市,忻州市,朔州市,吕梁市
2015,长治市,运城市,临汾市,大同市
2015,晋城市,晋中市,大同市,吕梁市
2015,吕梁市,朔州市,晋城市,晋中市
2015,朔州市,吕梁市,晋城市,晋中市
2015,晋中市,晋城市,大同市,吕梁市
2015,运城市,临汾市,长治市,大同市
2015,忻州市,阳泉市,朔州市,吕梁市
2015,临汾市,运城市,长治市,大同市
2015,合肥市,芜湖市,安庆市,马鞍山市
2015,淮北市,淮南市,铜陵市,亳州市
2015,亳州市,宣城市,铜陵市,淮南市
2015,宿州市,蚌埠市,阜阳市,滁州市
