区域,区域.1,房屋,链接,参考总价,参考单价,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房协编码
南山区,后海,海岸城旁 南二外集团学府 满5红本 诚心出售,https://sz.lianjia.com/ershoufang/105107173129.html,583万,90400元/平米,金海岸大厦,2室1厅1厨1卫,高楼层 (共30层),64.49㎡,平层,52.96㎡,塔楼,北,钢混结构,简装,三梯十五户,有,2021/4/28,商品房,2009/2/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.17E+11
南山区,后海,满五年，带大平台，安静不吵，近深圳湾人才公园,https://sz.lianjia.com/ershoufang/105106718747.html,1331万,108400元/平米,蔚蓝海岸3期,3室1厅1厨2卫,低楼层 (共18层),122.72㎡,平层,109.38㎡,板楼,东南,钢混结构,其他,六梯十二户,有,2021/3/21,商品房,2015/5/19,普通住宅,满五年,非共有,有抵押 940万元 建设银行 金融公司垫资,已上传房本照片,2.16E+11
南山区,后海,满五唯一红本，南北通户型高层，南向大阳台花园景观。,https://sz.lianjia.com/ershoufang/105105720535.html,1824万,108400元/平米,蔚蓝海岸3期,4室1厅1厨2卫,中楼层 (共17层),168.23㎡,平层,144.83㎡,板塔结合,东南,钢混结构,精装,四梯八户,有,2020/11/6,商品房,2010/7/22,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.06E+11
南山区,后海,东南向无遮挡，单价低，业主诚心卖,https://sz.lianjia.com/ershoufang/105106633142.html,744万,62000元/平米,东滨华苑,3室2厅1厨1卫,低楼层 (共20层),119.96㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯七户,有,2021/3/13,商品房,2002/1/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.18E+11
南山区,后海,此房小高层一本证平层，满五、红本,https://sz.lianjia.com/ershoufang/105106229132.html,1394万,101700元/平米,滨海之窗,3室1厅1厨2卫,中楼层 (共18层),137㎡,平层,114.64㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,2021/1/10,商品房,2004/9/11,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.14E+11
南山区,后海,深圳湾公馆 正南向户型 安静通透,https://sz.lianjia.com/ershoufang/105103409284.html,1153万,132000元/平米,深圳湾公馆,2室2厅0厨3卫,低楼层 (共48层),87.28㎡,复式,56.66㎡,板塔结合,南,钢混结构,精装,三梯十户,有,2019/11/21,商品房,2016/5/9,普通住宅,满五年,非共有,有抵押 630万元 民生银行 金融公司垫资,已上传房本照片,2.04E+11
南山区,后海,满五红本3房2卫，近地铁，高楼层，东向无遮挡看海,https://sz.lianjia.com/ershoufang/105104623725.html,548万,62600元/平米,钜建大厦,3室2厅1厨2卫,高楼层 (共24层),87.4㎡,平层,暂无数据,塔楼,东,钢混结构,简装,三梯八户,有,2020/6/18,商品房,1997/2/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.16E+11
南山区,后海,地铁口就在楼下 满五唯一 红本在手 看房方便,https://sz.lianjia.com/ershoufang/105106908031.html,438万,58200元/平米,海晖大厦,2室1厅1厨1卫,高楼层 (共28层),75.17㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,三梯八户,有,2021/4/6,商品房,2012/3/19,普通住宅,满五年,非共有,有抵押 40万元,已上传房本照片,2.16E+11
南山区,后海,満五唯一，红本在手，户型方正，双阳台,https://sz.lianjia.com/ershoufang/105106317449.html,1004万,108900元/平米,天海花园,3室2厅1厨1卫,低楼层 (共7层),92.17㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021/1/23,商品房,2006/11/28,普通住宅,满五年,共有,无抵押,已上传房本照片,2.16E+11
南山区,后海,文德福花园，中间楼层，大四房，诚意出售,https://sz.lianjia.com/ershoufang/105107012675.html,1261万,73800元/平米,文德福花园,5室2厅1厨3卫,中楼层 (共20层),170.86㎡,错层,暂无数据,板塔结合,南,钢混结构,其他,两梯三户,有,2021/4/16,商品房,2004/3/31,普通住宅,满五年,非共有,有抵押 650万元,已上传房本照片,2.19E+11
南山区,后海,标准大两房，厅出阳台很安静，下楼就是地铁和来福士,https://sz.lianjia.com/ershoufang/105105571424.html,547万,83400元/平米,雅仕荔景苑,2室1厅1厨1卫,中楼层 (共31层),65.57㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯八户,有,2020/10/19,商品房,2008/4/24,普通住宅,满五年,非共有,有抵押 40万元 客户偿还,已上传房本照片,U210269435996
南山区,后海,雅仕荔景苑 门口大花园 高层朝南向 满五唯一,https://sz.lianjia.com/ershoufang/105105323776.html,479万,83400元/平米,雅仕荔景苑,2室1厅1厨1卫,高楼层 (共32层),57.33㎡,平层,47.31㎡,塔楼,西南,钢混结构,其他,三梯八户,有,2020/9/14,商品房,2015/3/23,普通住宅,满五年,非共有,有抵押 250万,已上传房本照片,1.73E+11
南山区,后海,满五唯一 红本在手费用少 自住装修省了钱 两房朝北,https://sz.lianjia.com/ershoufang/105104903013.html,561万,83400元/平米,雅仕荔景苑,2室1厅1厨1卫,低楼层 (共31层),67.24㎡,平层,54.36㎡,塔楼,北,钢混结构,其他,三梯八户,有,2020/7/23,商品房,2004/4/21,普通住宅,满五年,共有,无抵押,已上传房本照片,2.01E+11
南山区,后海,满5年红本 高楼层 南向视野开阔 看山观海,https://sz.lianjia.com/ershoufang/105105857100.html,402万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,高楼层 (共31层),45.52㎡,平层,33.4㎡,塔楼,南,钢混结构,精装,五梯二十九户,有,2020/11/23,商品房,2009/2/20,普通住宅,满五年,非共有,有抵押 平安银行股份有深圳市分行 客户偿还,已上传房本照片,2.04E+11
南山区,后海,格局方正合理，采光充足，朝向好安静,https://sz.lianjia.com/ershoufang/105104194159.html,403万,83400元/平米,雅仕荔景苑,2室1厅1厨1卫,低楼层 (共32层),48.3㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯八户,有,2020/4/26,商品房,2009/11/2,普通住宅,满五年,非共有,有抵押 30万元 . 客户偿还,已上传房本照片,2.05E+11
南山区,后海,楼下地铁口，交通便利，好租好售,https://sz.lianjia.com/ershoufang/105106739987.html,290万,83400元/平米,雅仕荔景苑,1室1厅1厨1卫,低楼层 (共32层),34.77㎡,平层,28.69㎡,塔楼,西,钢混结构,其他,三梯八户,有,2021/3/23,商品房,2018/7/17,普通住宅,满两年,非共有,有抵押,已上传房本照片,1054545454
南山区,后海,高楼层，采光好，通风通透，视野开阔.,https://sz.lianjia.com/ershoufang/105106697190.html,1840万,100200元/平米,漾日湾畔,4室2厅1厨2卫,高楼层 (共33层),183.63㎡,平层,145.06㎡,塔楼,东南,钢混结构,简装,三梯四户,有,2021/3/19,商品房,2007/10/31,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.14E+11
南山区,后海,满五年，红本在手，业主诚心出售。,https://sz.lianjia.com/ershoufang/105106174383.html,502万,86600元/平米,现代城梦想家园,2室2厅1厨1卫,低楼层 (共28层),57.94㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,2021/1/3,商品房,2004/2/5,普通住宅,满五年,非共有,无抵押,已上传房本照片,U216477403111
南山区,后海,9号线南油地铁口 厅出阳台一房 不临街 换房急售,https://sz.lianjia.com/ershoufang/105106133227.html,350万,82800元/平米,信和自由广场,1室1厅1厨1卫,中楼层 (共26层),42.17㎡,平层,30.72㎡,塔楼,东北,钢混结构,其他,三梯八户,有,2020/12/28,商品房,2015/3/6,普通住宅,满五年,非共有,有抵押 100万元 工商银行 金融公司垫资,已上传房本照片,2.02E+11
南山区,后海,满五，实用三房两卫，使用率高采光好。,https://sz.lianjia.com/ershoufang/105106501066.html,865万,79300元/平米,招商名仕花园,3室1厅1厨2卫,低楼层 (共7层),109㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021/2/28,商品房,2012/7/31,普通住宅,满五年,非共有,无抵押,已上传房本照片,1.82E+11
南山区,后海,此小区为热点成交楼盘，关注度高，户型方正，配套齐全,https://sz.lianjia.com/ershoufang/105106931122.html,583万,90400元/平米,金海岸大厦,2室2厅1厨1卫,中楼层 (共30层),64.49㎡,平层,暂无数据,塔楼,北,钢混结构,精装,三梯十五户,有,2021/4/9,商品房,2014/10/13,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.13E+11
南山区,后海,满五好房！业主爱护房子，房屋状况好，拎包入住！,https://sz.lianjia.com/ershoufang/105106307725.html,502万,86600元/平米,现代城梦想家园,2室1厅1厨1卫,高楼层 (共28层),57.94㎡,平层,47.29㎡,塔楼,西南,钢混结构,精装,三梯八户,有,2021/1/21,商品房,2009/10/21,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,U219838337140
南山区,后海,业主诚心出售，满五唯一，房屋保养状况好,https://sz.lianjia.com/ershoufang/105106429342.html,543万,86600元/平米,现代城梦想家园,2室1厅1厨1卫,低楼层 (共29层),62.59㎡,平层,51.86㎡,塔楼,西南,钢混结构,精装,三梯九户,有,2021/2/21,商品房,2004/1/30,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.16E+11
南山区,后海,9号线地铁口 长阳台 业主用心设计精装修自住保养好,https://sz.lianjia.com/ershoufang/105104553028.html,335万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,高楼层 (共31层),37.89㎡,平层,暂无数据,塔楼,北,钢混结构,精装,五梯二十九户,有,2020/6/9,商品房,2017/10/17,公寓,满两年,非共有,有抵押 160万元 中国工商银行股份有限公司深圳光明支行 客户偿还,已上传房本照片,2.03E+11
南山区,后海,后海片区，低总价一房，满五年，红本，中间楼层,https://sz.lianjia.com/ershoufang/105105828802.html,267万,80000元/平米,后海名苑居北区,1室1厅1厨1卫,中楼层 (共7层),33.36㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯四户,无,2020/11/20,商品房,2002/3/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,WSZ171030202458346296
南山区,后海,户型格局明朗，使用率高，采光视野好,https://sz.lianjia.com/ershoufang/105104716737.html,327万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,高楼层 (共31层),37㎡,平层,暂无数据,塔楼,北,钢混结构,其他,五梯二十九户,有,2020/6/30,商品房,2016/7/1,普通住宅,满两年,非共有,无抵押,已上传房本照片,2.03E+11
南山区,后海,金海岸大厦 2室1厅 北,https://sz.lianjia.com/ershoufang/105106435600.html,512万,90400元/平米,金海岸大厦,2室1厅1厨1卫,中楼层 (共30层),56.56㎡,平层,暂无数据,塔楼,北,框架结构,简装,三梯二十户,有,2021/2/21,商品房,2004/4/7,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.14E+11
南山区,后海,地铁口精装小户型，看房方便，满五年红本在手,https://sz.lianjia.com/ershoufang/105106510771.html,368万,88300元/平米,新一代国际公寓,1室0厅1厨1卫,中楼层 (共31层),41.58㎡,平层,31.02㎡,塔楼,南,钢混结构,其他,五梯二十九户,有,2021/3/1,商品房,2014/6/25,普通住宅,满五年,非共有,无抵押,已上传房本照片,U193145906157
南山区,后海,特殊户型小2房，实用面积大，户型方正，近地铁,https://sz.lianjia.com/ershoufang/105107102741.html,333万,88300元/平米,新一代国际公寓,2室1厅1厨1卫,中楼层 (共31层),37.71㎡,平层,26.05㎡,塔楼,西 西北,钢混结构,其他,三梯十三户,有,2021/4/23,商品房,2017/8/28,公寓,满两年,非共有,有抵押 128万元 中国银行,已上传房本照片,1.92E+11
南山区,后海,街道办在主持朋改的物业，满五唯一税少，南油站地铁口,https://sz.lianjia.com/ershoufang/105104136081.html,241万,67800元/平米,南油B区,1室0厅1厨1卫,低楼层 (共6层),35.51㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯十六户,无,2020/4/19,商品房,2015/7/6,普通住宅,满五年,非共有,有抵押 59万元 建行 金融公司垫资,已上传房本照片,2.05E+11
南山区,后海,后海总部基地旁 70年产权 北师大 精装修单房,https://sz.lianjia.com/ershoufang/105104763022.html,261万,67800元/平米,南油B区,1室0厅1厨1卫,中楼层 (共7层),38.42㎡,平层,32.86㎡,板楼,北,砖混结构,精装,一梯十户,有,2020/7/5,商品房,2018/7/12,普通住宅,满两年,非共有,有抵押 110万元 工商银行 金融公司垫资,已上传房本照片,2.06E+11
南山区,后海,京光办公底商，位置优越人流量大,https://sz.lianjia.com/ershoufang/105103943717.html,147万,59200元/平米,京光海景花园,1室1厅0厨0卫,低楼层 (共32层),24.78㎡,平层,23.7㎡,板塔结合,东南,钢混结构,其他,两梯十六户,有,2020/3/27,商品房,2018/3/12,商业办公类,满两年,非共有,有抵押 140万元 客户偿还,已上传房本照片,（2018）006176
南山区,后海,登良地铁口 待C迁物业 金三银四 满五唯一 自住保养好,https://sz.lianjia.com/ershoufang/105105822123.html,267万,80000元/平米,后海名苑居北区,1室0厅1厨1卫,中楼层 (共7层),33.36㎡,平层,暂无数据,板楼,东,钢混结构,精装,一梯四户,无,2020/11/19,商品房,2014/10/24,普通住宅,满五年,非共有,有抵押 90万元 客户偿还,已上传房本照片,2.20E+11
南山区,后海,房子满五年不唯一，业主诚心出售。,https://sz.lianjia.com/ershoufang/105106883187.html,381万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,高楼层 (共31层),43.14㎡,平层,31.15㎡,塔楼,南,钢混结构,精装,五梯二十九户,有,2021/4/3,商品房,2005/6/26,普通住宅,满五年,非共有,有抵押 10万元,已上传房本照片,2.14E+11
南山区,后海,业主诚心急售，装修好，南向视野采光好   交通方便,https://sz.lianjia.com/ershoufang/105105476540.html,396万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,低楼层 (共31层),44.83㎡,平层,30.97㎡,塔楼,东,钢混结构,其他,三梯十三户,有,2020/10/7,商品房,2017/6/21,普通住宅,满两年,非共有,有抵押 180万元 客户偿还,已上传房本照片,1.94E+11
南山区,后海,诚心出售，满五唯一红本，税费少，装修好。,https://sz.lianjia.com/ershoufang/105107072786.html,825万,101700元/平米,滨海之窗,2室1厅1厨1卫,低楼层 (共31层),81.04㎡,平层,67.47㎡,板塔结合,东北,钢混结构,精装,三梯六户,有,2021/4/20,商品房,2005/7/13,普通住宅,满五年,非共有,无抵押,已上传房本照片,U213534289012
南山区,后海,总价低，近地铁，刚需上车，居住出租皆可选,https://sz.lianjia.com/ershoufang/105104523356.html,262万,67800元/平米,南油B区,1室1厅1厨1卫,中楼层 (共7层),38.64㎡,平层,33.06㎡,板楼,南,砖混结构,简装,一梯十户,有,2020/6/5,商品房,2016/3/21,普通住宅,满五年,非共有,有抵押 建行 客户偿还,已上传房本照片,2.18E+11
南山区,后海,街道办主导棚改意向物业，70年产权满五唯一可贷30年,https://sz.lianjia.com/ershoufang/105106603997.html,249万,67800元/平米,南油B区,1室1厅1厨1卫,中楼层 (共7层),36.65㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯二十户,无,2021/3/10,商品房,2015/7/17,普通住宅,满五年,非共有,有抵押 171万元 建行 金融公司垫资,已上传房本照片,2.01E+11
南山区,后海,满五红本在手，诚心出售，装修不错拎包入住。,https://sz.lianjia.com/ershoufang/105105336453.html,201万,67800元/平米,南油B区,1室1厅1厨1卫,高楼层 (共6层),29.57㎡,平层,暂无数据,板楼,东,砖混结构,精装,一梯十二户,无,2020/9/16,商品房,2000/1/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,1.94E+11
南山区,后海,新一代国际公寓 住宅产权 满五唯一税费少,https://sz.lianjia.com/ershoufang/105107151577.html,396万,88300元/平米,新一代国际公寓,1室0厅1厨1卫,中楼层 (共31层),44.74㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,三梯十三户,有,2021/4/27,商品房,2012/8/6,公寓,满五年,非共有,无抵押,已上传房本照片,2.12E+11
南山区,后海,必看优质红本房源，满五唯一免个税，业主超诚心,https://sz.lianjia.com/ershoufang/105105524561.html,786万,110600元/平米,蔚蓝海岸1期,2室1厅1厨1卫,低楼层 (共18层),71.02㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有,2020/10/13,商品房,2009/5/28,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.18E+11
南山区,后海,后海大花园社区，高层，景观视野好，带40坪空中花园,https://sz.lianjia.com/ershoufang/105105295782.html,1053万,105000元/平米,蔚蓝海岸2期,2室2厅1厨1卫,中楼层 (共29层),100.2㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯八户,有,2020/9/11,商品房,2013/9/24,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,2.10E+11
南山区,后海,店长推荐满五唯一诚心出售已改三房,https://sz.lianjia.com/ershoufang/105106686678.html,841万,100200元/平米,漾日湾畔,3室1厅1厨1卫,中楼层 (共28层),83.9㎡,平层,66.7㎡,塔楼,北,钢混结构,精装,两梯六户,有,2021/3/18,商品房,2009/5/21,普通住宅,满五年,共有,有抵押 650万元 中国农业银行宝安支行,已上传房本照片,U212241902349
南山区,后海,70年产权住宅 南向看蛇口 视野无遮挡 业主诚售,https://sz.lianjia.com/ershoufang/105107176424.html,369万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,低楼层 (共31层),41.75㎡,平层,暂无数据,塔楼,东南 南,钢混结构,精装,五梯二十九户,有,2021/4/29,商品房,2016/7/27,普通住宅,满两年,非共有,有抵押 50万元 中国银行 客户偿还,已上传房本照片,20160165158
南山区,后海,开发商精装修 智能化家电 品牌物业 管家式服务,https://sz.lianjia.com/ershoufang/105106533540.html,1154万,132000元/平米,深圳湾公馆,3室2厅1厨3卫,低楼层 (共48层),87.37㎡,复式,56.63㎡,板塔结合,东 西,钢混结构,其他,三梯十户,有,2021/3/3,商品房,2016/7/8,普通住宅,满两年,非共有,暂无数据,已上传房本照片,U210537030326
南山区,后海,此房满五唯一-南油待 拆，迁物业-目前已签意向,https://sz.lianjia.com/ershoufang/105107125789.html,261万,67800元/平米,南油B区,1室1厅1厨1卫,中楼层 (共7层),38.46㎡,平层,暂无数据,板楼,西,砖混结构,其他,一梯二十一户,无,2021/4/24,商品房,2008/1/18,普通住宅,满五年,非共有,有抵押 .,已上传房本照片,2.18E+11
南山区,后海,此房精装修朝小区里面，满五唯一红本在手70年产权住宅,https://sz.lianjia.com/ershoufang/105107020590.html,332万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,低楼层 (共31层),37.52㎡,平层,25.92㎡,塔楼,西北,钢混结构,精装,三梯十三户,有,2021/4/16,商品房,2010/12/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.11E+11
南山区,后海,海洋之心，高层视野好，业主换房诚心卖,https://sz.lianjia.com/ershoufang/105106320313.html,985万,110500元/平米,南粤明珠海洋之心,3室2厅1厨1卫,高楼层 (共32层),89.14㎡,平层,73.98㎡,塔楼,南,钢混结构,其他,三梯八户,有,2021/1/23,商品房,2016/3/30,普通住宅,满五年,非共有,有抵押 800,已上传房本照片,2.12E+11
南山区,后海,地铁口待chai物业 满五年 少量欠款 业主诚心卖,https://sz.lianjia.com/ershoufang/105105963131.html,262万,67800元/平米,南油B区,1室0厅1厨1卫,低楼层 (共7层),38.52㎡,平层,32.95㎡,板楼,东南,砖混结构,其他,一梯十户,有,2020/12/6,商品房,2016/3/26,普通住宅,满五年,非共有,有抵押 100万元 建设银行 客户偿还,已上传房本照片,2.10E+11
南山区,后海,南油待.拆物业  业主诚心出售,https://sz.lianjia.com/ershoufang/105105439034.html,241万,67800元/平米,南油B区,1室1厅1厨1卫,中楼层 (共7层),35.51㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯二十一户,无,2020/9/30,商品房,2016/9/30,普通住宅,满两年,非共有,无抵押,已上传房本照片,U215326686305
南山区,后海,70年产权 买过来三年 南油生活B区 精装1房,https://sz.lianjia.com/ershoufang/105104151688.html,261万,67800元/平米,南油B区,1室0厅1厨1卫,中楼层 (共7层),38.42㎡,平层,32.86㎡,板楼,南,砖混结构,简装,一梯十户,有,2020/4/21,商品房,2016/3/28,普通住宅,满五年,非共有,有抵押 20万元 中国银行 业主自还,已上传房本照片,U201365588304
南山区,后海,育德家园。精装朝南两房。业主诚意出售,https://sz.lianjia.com/ershoufang/105105988720.html,777万,95600元/平米,育德佳园,2室1厅1厨1卫,中楼层 (共11层),81.19㎡,平层,68.72㎡,板塔结合,西南,钢混结构,精装,一梯四户,有,2020/12/10,商品房,2018/2/2,普通住宅,满两年,非共有,有抵押 400万元 农业银行 业主自还,已上传房本照片,2.18E+11
南山区,后海,后海商圈 深圳湾人才公园 一年前新装 可拎包入住 温馨,https://sz.lianjia.com/ershoufang/105105829193.html,267万,80000元/平米,后海名苑居北区,1室0厅1厨1卫,中楼层 (共7层),33.36㎡,平层,暂无数据,塔楼,东,钢混结构,精装,一梯四户,无,2020/11/20,商品房,2017/4/25,普通住宅,满两年,非共有,有抵押 132万元 建设银行 客户偿还,已上传房本照片,2.17E+11
南山区,后海,南油地铁口 来福士 精装一房 业主诚意出售,https://sz.lianjia.com/ershoufang/105106994710.html,190万,90400元/平米,金海岸大厦,1室0厅1厨1卫,中楼层 (共30层),20.95㎡,平层,17.2㎡,塔楼,东,钢混结构,简装,三梯十五户,有,2021/4/14,商品房,2018/3/12,普通住宅,满两年,非共有,有抵押 40万元 客户偿还,已上传房本照片,2.18E+11
南山区,后海,南油新一代精装一房一厅 地铁9号线南油站 满五年唯一,https://sz.lianjia.com/ershoufang/105107125835.html,335万,88300元/平米,新一代国际公寓,1室1厅1厨1卫,中楼层 (共31层),37.86㎡,平层,26.76㎡,塔楼,北,钢混结构,精装,五梯二十九户,有,2021/4/24,商品房,2015/7/2,普通住宅,满五年,非共有,有抵押 90万元 建设银行 金融公司垫资,已上传房本照片,1.90E+11
南山区,后海,蔚蓝海岸两房，满五唯一红本，无增值税个税,https://sz.lianjia.com/ershoufang/105105648915.html,552万,110600元/平米,蔚蓝海岸1期,2室1厅1厨1卫,低楼层 (共10层),49.87㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,2020/10/29,商品房,2002/1/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.17E+11
南山区,后海,南油B区  满五唯一  70年产权 总价低好房推荐,https://sz.lianjia.com/ershoufang/105105536393.html,204万,67800元/平米,南油商服综合楼,1室0厅1厨1卫,高楼层 (共7层),30.04㎡,平层,22.69㎡,板塔结合,南 北,钢混结构,精装,两梯二十三户,有,2020/10/15,商品房,2015/9/9,普通住宅,满五年,非共有,有抵押 70万元 招商银行 客户偿还,已上传房本照片,9047044313
南山区,后海,蔚蓝海岸四期经典两房，业主诚心出售,https://sz.lianjia.com/ershoufang/105107100054.html,826万,105000元/平米,蔚蓝海岸南山4期,2室1厅1厨1卫,中楼层 (共17层),78.59㎡,平层,63.35㎡,塔楼,西南,钢混结构,简装,两梯六户,有,2021/4/22,商品房,2017/12/29,普通住宅,满两年,非共有,有抵押 290万元 中国银行股份有限公司深圳市东门支行 客户偿还,已上传房本照片,2.17E+11
南山区,后海,地铁口就在楼下 满五唯一 红本在手 看房方便,https://sz.lianjia.com/ershoufang/105105758970.html,558万,58200元/平米,海晖大厦,3室2厅1厨1卫,高楼层 (共28层),95.87㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯八户,有,2020/11/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,2.15E+11
南山区,后海,小区稀有户型，卖一套 少一套。,https://sz.lianjia.com/ershoufang/105104087986.html,1155万,82800元/平米,信和自由广场,3室2厅1厨2卫,高楼层 (共28层),139.47㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2020/4/13,商品房,2020/5/6,普通住宅,未满两年,非共有,有抵押 370万元 工商银行 客户偿还,已上传房本照片,2.18E+11
南山区,后海,文德福花园 4室1厅 南,https://sz.lianjia.com/ershoufang/105106455110.html,1131万,73800元/平米,文德福花园,4室1厅1厨2卫,中楼层 (共12层),153.21㎡,错层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021/2/23,商品房,2021/4/2,普通住宅,未满两年,非共有,无抵押,已上传房本照片,u215408157637
南山区,后海,采光好 户型方正 满五不唯一诚心出售,https://sz.lianjia.com/ershoufang/105106355163.html,1036万,95600元/平米,育德佳园,3室1厅1厨2卫,低楼层 (共11层),108.32㎡,平层,91.68㎡,板塔结合,南,钢混结构,精装,一梯四户,有,2021/1/29,商品房,2021/2/2,普通住宅,未满两年,非共有,无抵押,已上传房本照片,2.18E+11
南山区,后海,此房满五年，红本在手，地铁口，配套完善，交通便利,https://sz.lianjia.com/ershoufang/105106442596.html,439万,58200元/平米,海晖大厦,2室2厅1厨1卫,高楼层 (共33层),75.36㎡,平层,暂无数据,塔楼,西,钢混结构,简装,三梯八户,有,2021/2/22,商品房,2021/2/24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,2.20E+11
南山区,后海,育德佳园满五年南向三房，户型方正，业主诚心出售,https://sz.lianjia.com/ershoufang/105106357301.html,911万,95600元/平米,育德佳园,3室1厅1厨2卫,高楼层 (共7层),95.27㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯三户,无,2021/1/30,商品房,2021/2/20,普通住宅,未满两年,非共有,有抵押 600万元 中国银行股份有限公司深圳中心区支行 客户偿还,已上传房本照片,2.16E+11
南山区,后海,南山南油 东滨华苑 满四年 高楼层 户型方正南向小两房,https://sz.lianjia.com/ershoufang/105106069393.html,409万,62000元/平米,东滨华苑,2室1厅1厨1卫,高楼层 (共20层),65.86㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯六户,有,2020/12/20,商品房,2020/12/22,普通住宅,未满两年,非共有,有抵押 210万元 建设银行 客户偿还,已上传房本照片,2.12E+11
南山区,后海,优质一房，满五唯一红本，高层通风采光好,https://sz.lianjia.com/ershoufang/105106464566.html,382万,86600元/平米,现代城梦想家园,1室1厅1厨1卫,高楼层 (共28层),44㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯八户,有,2021/2/24,商品房,2021/2/24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,2.18E+11
南山区,后海,后海低总价，街道办主导棚改，看房方便,https://sz.lianjia.com/ershoufang/105106530460.html,203万,67800元/平米,南油B区,1室0厅1厨1卫,中楼层 (共7层),29.88㎡,平层,23.38㎡,板楼,北,砖混结构,其他,一梯二十户,无,2021/3/3,商品房,2021/3/4,普通住宅,未满两年,非共有,有抵押 90万元 客户偿还,已上传房本照片,1.61E+11
南山区,后海,云海天城 3室2厅 西北 北,https://sz.lianjia.com/ershoufang/105107037820.html,784万,79400元/平米,云海天城,3室2厅1厨2卫,高楼层 (共34层),98.65㎡,平层,84.53㎡,塔楼,西北 北,钢混结构,其他,三梯八户,有,2021/4/17,商品房,2003/11/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.11E+11
南山区,后海,海晖大厦 3室2厅 西南,https://sz.lianjia.com/ershoufang/105107459618.html,558万,58200元/平米,海晖大厦,3室2厅1厨1卫,中楼层 (共28层),95.87㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯八户,有,2021/5/29,商品房,2004/4/23,普通住宅,满五年,非共有,有抵押 200万元 招商银行股份有限公司深圳分行 客户偿还,已上传房本照片,2.04E+11
南山区,后海,信和春天顶层复式 面积139+72*2 顶楼花园 满五红本,https://sz.lianjia.com/ershoufang/105100839798.html,1155万,82800元/平米,信和自由广场,5室3厅1厨4卫,高楼层 (共28层),139.47㎡,暂无数据,106.69㎡,塔楼,东南,钢混结构,简装,两梯六户,有,2017/6/6,商品房,2011/4/29,普通住宅,满五年,共有,无抵押,已上传房本照片,2.07E+11
